x,y,z
350,-74,-99
350,-74,-99
350,-74,-99
350,-74,-99
350,-74,-99
216,25,-71
216,25,-71
216,25,-71
216,25,-71
216,25,-71
216,60,-91
178,60,-91
178,60,-91
178,60,-91
178,60,-91
178,60,-91
255,-23,-138
255,-23,-138
255,-23,-138
255,-23,-138
255,-23,-138
356,-218,-228
356,-218,-228
356,-218,-228
356,-218,-228
356,-400,-350
483,-400,-350
483,-400,-350
483,-400,-350
483,-400,-350
599,-428,-419
599,-428,-419
599,-428,-419
599,-428,-419
599,-428,-419
568,-346,-405
568,-346,-405
568,-346,-405
568,-346,-405
568,-346,-405
392,-273,-350
392,-273,-350
392,-273,-350
392,-273,-350
137,-229,-290
137,-229,-290
137,-229,-290
137,-229,-290
137,-229,-290
-102,-208,-240
-102,-208,-240
-102,-208,-240
-102,-208,-240
-102,-208,-240
-225,-203,-205
-225,-203,-205
-225,-203,-205
-225,-203,-205
-183,-218,-172
-183,-218,-172
-183,-218,-172
-183,-218,-172
-183,-218,-172
24,-217,-101
24,-217,-101
24,-217,-101
24,-217,-101
24,-217,14
362,-152,14
362,-152,14
362,-152,14
362,-152,14
362,-152,14
770,-79,66
770,-79,66
770,-79,66
770,-79,66
770,-79,66
1016,-123,54
1016,-123,54
1016,-123,54
1016,-123,54
1016,-123,54
933,-296,-41
933,-296,-41
933,-296,-41
933,-296,-41
933,-296,-41
661,-408,-237
661,-408,-237
661,-408,-237
661,-408,-237
661,-408,-467
344,-481,-467
344,-481,-467
344,-481,-467
344,-481,-467
121,-483,-629
121,-483,-629
121,-483,-629
121,-483,-629
121,-483,-629
110,-465,-666
110,-465,-666
110,-465,-666
110,-465,-666
110,-465,-666
322,-401,-602
322,-401,-602
322,-401,-602
322,-401,-602
715,-296,-463
715,-296,-463
715,-296,-463
715,-296,-463
715,-296,-463
1076,-260,-284
1076,-260,-284
1076,-260,-284
1076,-260,-284
1076,-260,-284
1080,-335,-193
1080,-335,-193
1080,-335,-193
1080,-335,-193
861,-452,-360
861,-452,-360
861,-452,-360
861,-452,-360
861,-452,-360
630,-390,-617
630,-390,-617
630,-390,-617
630,-390,-617
630,-390,-617
462,-193,-696
462,-193,-696
462,-193,-696
462,-193,-696
463,-9,-644
463,-9,-644
463,-9,-644
463,-9,-644
463,-9,-644
463,247,-515
699,95,-515
699,95,-515
699,95,-515
699,95,-515
699,95,-320
1137,168,-320
1137,168,-320
1137,168,-320
1137,168,-320
1659,145,-110
1659,145,-110
1659,145,-110
1659,145,-110
1659,145,-110
2021,71,66
2021,71,66
2021,71,66
2021,71,66
2021,71,66
1998,-50,108
1998,-50,108
1998,-50,108
1998,-50,108
1998,-50,108
1626,-178,-24
1626,-178,-24
1626,-178,-24
1626,-178,-24
1626,-178,-24
1111,-152,-229
1111,-152,-229
1111,-152,-229
1111,-152,-229
1111,-152,-323
711,50,-323
711,50,-323
711,50,-323
711,50,-323
711,50,-297
582,337,-297
582,337,-297
582,337,-297
582,337,-297
582,643,-198
681,643,-198
681,643,-198
681,643,-198
681,643,-198
982,855,-37
982,855,-37
982,855,-37
982,855,-37
982,855,-37
1238,852,130
1229,852,130
1229,852,130
1229,852,130
1229,852,130
1128,569,238
1128,569,238
1128,569,238
1128,569,238
1128,569,238
758,341,240
758,341,240
758,341,240
758,341,240
758,341,240
451,532,258
451,532,258
451,532,258
451,532,258
451,532,258
451,1193,518
483,1193,518
483,1193,518
483,1193,518
483,1193,518
1080,1785,1079
1080,1785,1079
1080,1785,1079
1080,1785,1079
1080,1785,1079
1763,1968,1665
1763,1968,1665
1763,1968,1665
1763,1968,1665
1763,1968,2113
2256,1801,2113
2256,1801,2113
2256,1801,2113
2256,1801,2113
2860,1472,1861
2860,1472,1861
2860,1472,1861
2860,1472,1861
2860,1472,1104
3257,1035,1104
3257,1035,1104
3257,1035,1104
3257,1035,1104
3407,555,136
3407,555,136
3407,555,136
3407,555,136
3407,555,136
3250,146,-814
3250,146,-814
3250,146,-814
3250,146,-814
3250,146,-814
2905,-127,-1501
2905,-127,-1501
2905,-127,-1501
2905,-127,-1501
2269,-453,-1891
2269,-453,-1891
2269,-453,-1891
2269,-453,-1891
2269,-453,-2033
1311,-1007,-2033
1311,-1007,-2033
1311,-1007,-2033
1311,-1007,-2033
196,-1201,-1736
196,-1201,-1736
196,-1201,-1736
196,-1201,-1736
-667,-917,-787
-667,-917,-787
-667,-917,-787
-667,-917,-787
-667,-917,-787
-935,-218,440
-935,-218,440
-935,-218,440
-935,-218,440
-826,487,1521
-826,487,1521
-826,487,1521
-826,487,1521
-826,487,1521
-581,765,2060
-581,765,2060
-581,765,2060
-581,765,2060
-581,765,2060
-295,697,2000
-295,697,2000
-295,697,2000
-295,697,2000
-295,697,1604
-45,526,1604
-45,526,1604
-45,526,1604
-45,526,1604
188,359,1095
188,359,1095
188,359,1095
188,359,1095
188,359,1095
377,184,629
377,184,629
377,184,629
377,184,629
377,184,629
502,34,195
502,34,195
502,34,195
502,34,195
502,34,195
502,34,195
536,-77,-229
536,-77,-229
536,-77,-229
536,-77,-229
536,-77,-229
488,-179,-548
488,-179,-548
488,-179,-548
488,-179,-548
488,-249,-697
381,-249,-697
381,-249,-697
381,-249,-697
381,-249,-697
299,-292,-680
299,-292,-680
299,-292,-680
299,-292,-680
299,-292,-680
229,-270,-503
229,-270,-503
229,-270,-503
229,-270,-503
229,-270,-503
153,-180,-221
153,-180,-221
153,-180,-221
153,-180,-221
86,-27,104
86,-27,104
86,-27,104
86,-27,104
86,-27,104
86,-27,104
62,89,367
62,89,367
62,89,367
62,89,367
62,89,367
55,155,510
55,155,510
55,155,510
55,155,510
55,155,510
55,155,526
74,194,526
74,194,526
74,194,526
74,194,526
74,194,526
90,203,437
90,203,437
90,203,437
90,203,437
90,203,437
81,166,264
81,166,264
81,166,264
81,166,264
81,166,264
81,78,28
88,78,28
88,78,28
88,78,28
88,78,28
88,78,28
109,-33,-203
109,-33,-203
109,-33,-203
109,-33,-203
109,-33,-203
80,-143,-367
80,-143,-367
80,-143,-367
80,-143,-367
80,-143,-367
31,-234,-477
31,-234,-477
31,-234,-477
31,-234,-477
31,-234,-477
12,-295,-547
12,-295,-547
12,-295,-547
12,-295,-547
12,-295,-547
15,-298,-538
15,-298,-538
15,-298,-538
15,-298,-538
15,-298,-538
29,-232,-466
29,-232,-466
29,-232,-466
29,-232,-466
29,-232,-466
56,-151,-353
56,-151,-353
56,-151,-353
56,-151,-353
56,-151,-353
94,-93,-204
94,-93,-204
94,-93,-204
94,-93,-204
94,-93,-204
134,-41,-23
134,-41,-23
134,-41,-23
134,-41,-23
134,-41,-23
153,15,140
153,15,140
153,15,140
153,15,140
153,15,140
170,82,263
170,82,263
170,82,263
170,82,263
170,82,263
153,160,307
153,160,307
153,160,307
153,160,307
153,160,307
153,160,270
112,185,270
112,185,270
112,185,270
112,185,270
112,185,270
69,145,167
69,145,167
69,145,167
69,145,167
69,145,167
19,83,39
19,83,39
19,83,39
19,83,39
19,83,39
19,83,39
-12,-28,-79
-12,-28,-79
-12,-28,-79
-12,-28,-79
-12,-28,-79
-2,-121,-148
-2,-121,-148
-2,-121,-148
-2,-121,-148
-2,-121,-148
35,-172,-156
35,-172,-156
35,-172,-156
35,-172,-156
35,-172,-156
76,-200,-102
76,-200,-102
76,-200,-102
76,-200,-102
76,-200,-102
75,-181,-7
75,-181,-7
75,-181,-7
75,-181,-7
75,-181,-7
-46,-172,112
-46,-172,112
-46,-172,112
-46,-172,112
-46,-172,112
-251,-157,235
-251,-157,235
-251,-157,235
-251,-157,235
-251,-157,340
-411,-100,340
-411,-100,340
-411,-100,340
-411,-100,340
-493,-59,360
-493,-59,360
-493,-59,360
-493,-59,360
-493,-59,360
-584,-106,277
-584,-106,277
-584,-106,277
-584,-106,277
-584,-106,277
-705,-257,136
-705,-257,136
-705,-257,136
-705,-257,136
-705,-257,136
-774,-429,16
-774,-429,16
-774,-429,16
-774,-429,16
-774,-429,-27
-686,-522,-27
-686,-522,-27
-686,-522,-27
-686,-522,-27
-515,-457,-31
-515,-457,-31
-515,-457,-31
-515,-457,-31
-515,-457,-31
-490,-308,45
-490,-308,45
-490,-308,45
-490,-308,45
-490,-308,45
-626,-196,137
-626,-196,137
-626,-196,137
-626,-196,137
-626,-196,53
-737,-171,53
-737,-171,53
-737,-171,53
-737,-171,53
-737,-171,-180
-757,-202,-180
-757,-202,-180
-757,-202,-180
-757,-202,-180
-752,-308,-419
-752,-308,-419
-752,-308,-419
-752,-308,-419
-752,-308,-503
-702,-457,-503
-702,-457,-503
-702,-457,-503
-702,-457,-503
-522,-550,-406
-522,-550,-406
-522,-550,-406
-522,-550,-406
-522,-550,-406
-318,-493,-175
-318,-493,-175
-318,-493,-175
-318,-493,-175
-318,-375,146
-318,-375,146
-318,-375,146
-318,-375,146
-318,-375,146
-519,-250,382
-519,-250,382
-519,-250,382
-519,-250,382
-519,-250,382
-692,-80,380
-692,-80,380
-692,-80,380
-692,-80,380
-692,176,199
-782,12,199
-782,12,199
-782,12,199
-782,12,199
-782,12,-29
-800,-20,-29
-800,-20,-29
-800,-20,-29
-800,-20,-29
-800,-20,-198
-728,-152,-198
-728,-152,-198
-728,-152,-198
-728,-152,-198
-575,-302,-295
-575,-302,-295
-575,-302,-295
-575,-302,-295
-575,-302,-295
-429,-418,-314
-429,-418,-314
-429,-418,-314
-429,-418,-314
-399,-504,-264
-399,-504,-264
-399,-504,-264
-399,-504,-264
-399,-504,-264
-535,-499,-157
-535,-499,-157
-535,-499,-157
-535,-499,-157
-776,-331,0
-776,-331,0
-776,-331,0
-776,-331,0
-776,-331,0
-979,-89,165
-979,-89,165
-979,-89,165
-979,-89,165
-979,-89,165
-1057,110,251
-1057,110,251
-1057,110,251
-1057,110,251
-1057,110,251
-1078,138,254
-1078,138,254
-1078,138,254
-1078,138,254
-1078,138,254
-1055,-9,227
-1055,-9,227
-1055,-9,227
-1055,-9,227
-1055,-9,227
-990,-236,221
-990,-236,221
-990,-236,221
-990,-236,221
-889,-407,263
-889,-407,263
-889,-407,263
-889,-407,263
-889,-407,263
-803,-459,326
-803,-459,326
-803,-459,326
-803,-459,326
-803,-459,326
-745,-400,377
-745,-400,377
-745,-400,377
-745,-400,377
-745,-400,373
-743,-274,373
-743,-274,373
-743,-274,373
-743,-274,373
-787,-172,327
-787,-172,327
-787,-172,327
-787,-172,327
-787,-172,327
-821,-125,261
-821,-125,261
-821,-125,261
-821,-125,261
-821,-125,261
-795,-151,215
-795,-151,215
-795,-151,215
-795,-151,215
-769,-197,204
-769,-197,204
-769,-197,204
-769,-197,204
-769,-197,204
-768,-226,180
-768,-226,180
-768,-226,180
-768,-226,180
-768,-226,180
-769,-213,99
-769,-213,99
-769,-213,99
-769,-213,99
-769,-213,99
-759,-161,-18
-759,-161,-18
-759,-161,-18
-759,-161,-18
-759,-131,-103
-786,-131,-103
-786,-131,-103
-786,-131,-103
-786,-131,-103
-799,-98,-136
-799,-98,-136
-799,-98,-136
-799,-98,-136
-799,-98,-136
-784,-81,-141
-784,-81,-141
-784,-81,-141
-784,-81,-141
-795,-98,-92
-795,-98,-92
-795,-98,-92
-795,-98,-92
-795,-98,-92
-873,-110,50
-873,-110,50
-873,-110,50
-873,-110,50
-873,-110,50
-1037,-134,231
-1037,-134,231
-1037,-134,231
-1037,-134,231
-1037,-134,231
-1214,-187,364
-1214,-187,364
-1214,-187,364
-1214,-187,364
-1259,-140,437
-1259,-140,437
-1259,-140,437
-1259,-140,437
-1259,-140,437
-1186,61,438
-1186,61,438
-1186,61,438
-1186,61,438
-1186,61,438
-1054,246,394
-1054,246,394
-1054,246,394
-1054,246,394
-1054,307,321
-940,307,321
-940,307,321
-940,307,321
-940,307,321
-931,206,196
-931,206,196
-931,206,196
-931,206,196
-931,206,196
-949,25,25
-949,25,25
-949,25,25
-949,25,25
-949,25,25
-949,25,-134
-957,-94,-134
-957,-94,-134
-957,-94,-134
-957,-94,-134
-932,-149,-210
-932,-149,-210
-932,-149,-210
-932,-149,-210
-932,-149,-210
-835,-116,-166
-835,-116,-166
-835,-116,-166
-835,-116,-166
-643,154,-55
-643,154,-55
-643,154,-55
-643,154,-55
-643,154,-55
-511,535,78
-511,535,78
-511,535,78
-511,535,78
-511,535,78
-569,732,190
-569,732,190
-569,732,190
-569,732,190
-569,732,190
-698,717,132
-698,717,132
-698,717,132
-698,717,132
-698,717,132
-688,611,-84
-688,611,-84
-688,611,-84
-688,611,-84
-688,611,-84
-533,499,-270
-533,499,-270
-533,499,-270
-533,499,-270
-533,499,-270
-330,396,-355
-330,396,-355
-330,396,-355
-330,396,-355
-330,396,-415
-294,336,-415
-294,336,-415
-294,336,-415
-294,336,-415
-441,301,-459
-441,301,-459
-441,301,-459
-441,301,-459
-441,301,-459
-648,308,-461
-648,308,-461
-648,308,-461
-648,308,-461
-648,308,-461
-781,432,-425
-781,432,-425
-781,432,-425
-781,432,-425
-771,594,-379
-771,594,-379
-771,594,-379
-771,594,-379
-771,594,-379
-670,673,-365
-670,673,-365
-670,673,-365
-670,673,-365
-670,673,-365
-554,539,-385
-554,539,-385
-554,539,-385
-554,539,-385
-554,539,-435
-457,226,-435
-457,226,-435
-457,226,-435
-457,226,-435
-394,44,-537
-394,44,-537
-394,44,-537
-394,44,-537
-394,44,-537
-364,-25,-656
-364,-25,-656
-364,-25,-656
-364,-25,-656
-364,-25,-656
-400,-117,-731
-400,-117,-731
-400,-117,-731
-400,-117,-731
-400,-117,-724
-480,-223,-724
-480,-223,-724
-480,-223,-724
-480,-223,-724
-502,-301,-625
-502,-301,-625
-502,-301,-625
-502,-301,-625
-502,-301,-453
-423,-293,-453
-423,-293,-453
-423,-293,-453
-423,-293,-453
-264,-244,-206
-264,-244,-206
-264,-244,-206
-264,-244,-206
-264,-244,-206
-95,-185,55
-95,-185,55
-95,-185,55
-95,-185,55
-95,-185,55
61,-163,254
61,-163,254
61,-163,254
61,-163,254
61,-163,254
183,-163,345
183,-163,345
183,-163,345
183,-163,345
183,-163,345
199,-158,303
199,-158,303
199,-158,303
199,-158,303
199,-158,47
145,-176,142
145,-176,142
145,-176,142
145,-176,142
145,-176,-61
82,-206,-61
82,-206,-61
82,-206,-61
82,-206,-61
82,-206,-61
22,-195,-219
22,-195,-219
22,-195,-219
22,-195,-219
22,-195,-314
-35,-163,-314
-35,-163,-314
-35,-163,-314
-35,-163,-314
-81,-110,-362
-81,-110,-362
-81,-110,-362
-81,-110,-362
-81,-110,-362
-82,-74,-385
-82,-74,-385
-82,-74,-385
-82,-74,-385
-82,-74,-385
-48,-67,-373
-48,-67,-373
-48,-67,-373
-48,-67,-373
-48,-67,-373
-24,-54,-326
-24,-54,-326
-24,-54,-326
-24,-54,-326
-24,-54,-326
-11,-17,-250
-11,-17,-250
-11,-17,-250
-11,-17,-250
-11,-17,-250
-15,43,-167
-15,43,-167
-15,43,-167
-15,43,-167
-15,43,-167
-47,88,-95
-47,88,-95
-47,88,-95
-47,88,-95
-47,88,-95
-60,108,-68
-60,108,-68
-60,108,-68
-60,108,-68
-60,108,-68
-44,105,-69
-44,105,-69
-44,105,-69
-44,105,-69
-44,105,-69
-25,74,-74
-25,74,-74
-25,74,-74
-25,74,-74
-25,74,-74
-25,74,-86
12,34,-86
12,34,-86
12,34,-86
12,34,-86
12,34,-86
63,-2,-88
63,-2,-88
63,-2,-88
63,-2,-88
63,-2,-88
63,-2,-75
116,-38,-75
116,-38,-75
116,-38,-75
116,-38,-75
116,-38,-75
164,-57,-42
164,-57,-42
164,-57,-42
164,-57,-42
164,-57,-42
215,-68,-6
215,-68,-6
215,-68,-6
215,-68,-6
215,-68,-6
216,-51,26
216,-51,26
216,-51,26
216,-51,26
216,-51,26
216,-22,44
190,-22,44
190,-22,44
190,-22,44
190,-22,44
190,-22,44
143,-7,38
143,-7,38
143,-7,38
143,-7,38
143,-7,38
110,-23,-2
110,-23,-2
110,-23,-2
110,-23,-2
110,-23,-2
110,-23,-2
89,-36,-29
89,-36,-29
89,-36,-29
89,-36,-29
89,-36,-29
91,-36,-23
91,-36,-23
91,-36,-23
91,-36,-23
91,-36,-23
130,-16,-4
130,-16,-4
130,-16,-4
130,-16,-4
130,-16,-4
130,-16,25
161,5,25
161,5,25
161,5,25
161,5,25
161,5,25
167,26,38
167,26,38
167,26,38
167,26,38
167,26,38
167,26,38
138,35,38
138,35,38
138,35,38
138,35,38
138,35,38
138,29,9
69,29,9
69,29,9
69,29,9
69,29,9
69,29,9
69,29,-20
14,28,-20
14,28,-20
14,28,-20
14,28,-20
14,28,-20
-21,33,-51
-21,33,-51
-21,33,-51
-21,33,-51
-21,33,-51
-23,37,-65
-23,37,-65
-23,37,-65
-23,37,-65
-23,37,-65
-23,37,-65
-27,42,-63
-27,42,-63
-27,42,-63
-27,42,-63
-27,42,-63
-35,46,-43
-35,46,-43
-35,46,-43
-35,46,-43
-35,46,-43
-26,44,-7
-26,44,-7
-26,44,-7
-26,44,-7
-26,44,-7
-26,44,-7
-12,41,18
-12,41,18
-12,41,18
-12,41,18
-12,41,18
-12,30,39
26,30,39
26,30,39
26,30,39
26,30,39
26,30,39
70,21,45
70,21,45
70,21,45
70,21,45
70,21,45
70,21,45
71,7,48
71,7,48
71,7,48
71,7,48
71,7,48
71,7,48
62,-7,46
62,-7,46
62,-7,46
62,-7,46
62,-7,46
62,-7,46
68,-20,26
68,-20,26
68,-20,26
68,-20,26
68,-20,26
68,236,12
70,0,12
70,0,12
70,0,12
70,0,12
70,0,12
70,0,8
52,28,8
52,28,8
52,28,8
52,28,8
52,28,8
52,28,8
26,21,-3
26,21,-3
26,21,-3
26,21,-3
26,21,-3
26,-235,-46
19,-22,-46
19,-22,-46
19,-22,-46
19,-22,-46
19,-22,-46
43,-47,-86
43,-47,-86
43,-47,-86
43,-47,-86
43,-47,-86
79,-66,-95
79,-66,-95
79,-66,-95
79,-66,-95
79,-66,-95
112,-71,-80
112,-71,-80
112,-71,-80
112,-71,-80
112,-71,-80
112,-71,-54
118,-79,-54
118,-79,-54
118,-79,-54
118,-79,-54
118,-79,-54
114,-71,-21
114,-71,-21
114,-71,-21
114,-71,-21
114,-71,-21
98,-38,17
98,-38,17
98,-38,17
98,-38,17
98,-38,17
60,0,38
60,0,38
60,0,38
60,0,38
60,0,38
60,0,38
10,16,28
10,16,28
10,16,28
10,16,28
10,16,28
10,16,28
-23,5,-15
-23,5,-15
-23,5,-15
-23,5,-15
-23,5,-15
-23,5,-15
-31,-28,-72
-31,-28,-72
-31,-28,-72
-31,-28,-72
-31,-28,-72
-19,-56,-103
-19,-56,-103
-19,-56,-103
-19,-56,-103
-19,-56,-103
13,-67,-92
13,-67,-92
13,-67,-92
13,-67,-92
13,-67,-92
42,-60,-51
42,-60,-51
42,-60,-51
42,-60,-51
42,-60,-51
56,-44,-9
56,-44,-9
56,-44,-9
56,-44,-9
56,-44,-9
56,-44,-9
53,-18,27
53,-18,27
53,-18,27
53,-18,27
53,-18,27
53,238,43
25,-4,43
25,-4,43
25,-4,43
25,-4,43
25,-4,43
1,9,28
1,9,28
1,9,28
1,9,28
1,9,28
1,9,28
1,9,-228
0,8,-9
0,8,-9
0,8,-9
0,8,-9
0,8,-9
0,8,-9
11,-8,-44
11,-8,-44
11,-8,-44
11,-8,-44
11,-8,-44
11,-8,-63
19,-26,-63
19,-26,-63
19,-26,-63
19,-26,-63
19,-26,-63
38,-35,-66
38,-35,-66
38,-35,-66
38,-35,-66
38,-35,-66
61,-29,-53
61,-29,-53
61,-29,-53
61,-29,-53
61,-29,-53
61,-29,-38
72,-18,-38
72,-18,-38
72,-18,-38
72,-18,-38
72,-18,-38
60,-19,-27
60,-19,-27
60,-19,-27
60,-19,-27
60,-19,-27
31,-21,-34
31,-21,-34
31,-21,-34
31,-21,-34
31,-21,-34
31,-21,-50
15,-29,-50
15,-29,-50
15,-29,-50
15,-29,-50
15,-29,-50
0,-34,-62
0,-34,-62
0,-34,-62
0,-34,-62
0,-34,-62
3,-34,-58
3,-34,-58
3,-34,-58
3,-34,-58
3,-34,-58
3,-34,-58
13,-38,-48
13,-38,-48
13,-38,-48
13,-38,-48
13,-38,-48
32,-38,-45
32,-38,-45
32,-38,-45
32,-38,-45
32,-38,-45
32,-38,-37
60,-37,-37
60,-37,-37
60,-37,-37
60,-37,-37
60,-37,-37
62,-32,-26
62,-32,-26
62,-32,-26
62,-32,-26
62,-32,-26
42,-30,-19
42,-30,-19
42,-30,-19
42,-30,-19
42,-30,-19
42,-30,-19
11,-40,-19
11,-40,-19
11,-40,-19
11,-40,-19
11,-40,-19
-5,-46,-32
-5,-46,-32
-5,-46,-32
-5,-46,-32
-5,-46,-32
-5,-54,-38
-5,-54,-38
-5,-54,-38
-5,-54,-38
-5,-54,-38
-5,-42,-33
16,-42,-33
16,-42,-33
16,-42,-33
16,-42,-33
16,-42,-33
56,-35,-26
56,-35,-26
56,-35,-26
56,-35,-26
56,-35,-26
58,-27,-22
58,-27,-22
58,-27,-22
58,-27,-22
58,-27,-22
35,-14,-25
35,-14,-25
35,-14,-25
35,-14,-25
35,-14,-25
35,-14,-25
17,-1,-26
17,-1,-26
17,-1,-26
17,-1,-26
17,-1,-26
-6,7,-29
-6,7,-29
-6,7,-29
-6,7,-29
-6,7,-29
-6,7,-29
-11,11,-24
-11,11,-24
-11,11,-24
-11,11,-24
-11,11,-24
13,10,-23
13,10,-23
13,10,-23
13,10,-23
13,10,-23
13,10,-23
40,16,-12
40,16,-12
40,16,-12
40,16,-12
40,16,-12
40,16,-12
61,22,-12
61,22,-12
61,22,-12
61,22,-12
61,22,-12
90,36,-21
90,36,-21
90,36,-21
90,36,-21
90,36,-21
90,36,-21
89,51,-31
89,51,-31
89,51,-31
89,51,-31
89,51,-31
70,58,-53
70,58,-53
70,58,-53
70,58,-53
70,58,-53
70,58,-53
57,55,-88
57,55,-88
57,55,-88
57,55,-88
57,55,-88
50,53,-118
50,53,-118
50,53,-118
50,53,-118
50,53,-118
50,53,-118
41,43,-141
41,43,-141
41,43,-141
41,43,-141
41,43,-141
47,24,-156
47,24,-156
47,24,-156
47,24,-156
47,24,-156
65,1,-152
65,1,-152
65,1,-152
65,1,-152
65,1,-152
65,1,-152
110,-9,-139
110,-9,-139
110,-9,-139
110,-9,-139
110,-9,-139
150,-31,-114
150,-31,-114
150,-31,-114
150,-31,-114
150,-31,-114
174,-70,-115
174,-70,-115
174,-70,-115
174,-70,-115
174,-70,-115
209,-113,-113
209,-113,-113
209,-113,-113
209,-113,-113
209,-113,-93
197,-124,-93
197,-124,-93
197,-124,-93
197,-124,-93
197,-131,-70
122,-131,-70
122,-131,-70
122,-131,-70
122,-131,-70
60,-180,-35
60,-180,-35
60,-180,-35
60,-180,-35
60,-180,-35
-196,-224,-4
20,-224,-4
20,-224,-4
20,-224,-4
20,-224,-4
20,-224,-4
6,-258,16
6,-258,16
6,-258,16
6,-258,16
6,-258,16
47,-301,3
47,-301,3
47,-301,3
47,-301,3
47,-301,3
47,-301,3
181,-302,-29
181,-302,-29
181,-302,-29
181,-302,-29
181,-302,-29
340,-286,-43
340,-286,-43
340,-286,-43
340,-286,-43
340,-286,-43
397,-255,-43
397,-255,-43
397,-255,-43
397,-255,-43
397,-255,-56
331,-215,-56
331,-215,-56
331,-215,-56
331,-215,-56
331,-212,-67
198,-212,-67
198,-212,-67
198,-212,-67
198,-212,-67
34,-209,-57
34,-209,-57
34,-209,-57
34,-209,-57
34,-209,-57
34,-211,-32
-91,-211,-32
-91,-211,-32
-91,-211,-32
-91,-211,-32
-103,-219,-10
-103,-219,-10
-103,-219,-10
-103,-219,-10
-103,-219,-10
62,-231,16
62,-231,16
62,-231,16
62,-231,16
62,-231,16
320,-223,91
320,-223,91
320,-223,91
320,-223,91
320,-223,91
320,-223,166
533,-178,166
533,-178,166
533,-178,166
533,-178,166
660,-100,221
660,-100,221
660,-100,221
660,-100,221
660,-100,221
712,-34,274
712,-34,274
712,-34,274
712,-34,274
712,-34,274
703,-31,275
703,-31,275
703,-31,275
703,-31,275
703,-31,275
703,-31,257
712,-101,257
712,-101,257
712,-101,257
712,-101,257
968,-178,252
812,-178,252
812,-178,252
812,-178,252
812,-178,252
974,-224,255
974,-224,255
974,-224,255
974,-224,255
974,-224,255
1138,-258,229
1138,-258,229
1138,-258,229
1138,-258,229
1138,-258,229
1272,-211,222
1272,-211,222
1272,-211,222
1272,-211,222
1272,-211,222
1275,-57,276
1275,-57,276
1275,-57,276
1275,-57,276
1275,-57,276
1169,86,380
1169,86,380
1169,86,380
1169,86,380
1169,86,380
1013,169,484
1013,169,484
1013,169,484
1013,169,484
1013,169,740
815,233,585
815,233,585
815,233,585
815,233,585
815,233,585
524,215,679
524,215,679
524,215,679
524,215,679
524,215,679
226,127,656
226,127,656
226,127,656
226,127,656
226,127,656
-14,17,453
-14,17,453
-14,17,453
-14,17,453
-14,17,453
-117,-106,130
-117,-106,130
-117,-106,130
-117,-106,130
-117,-106,130
-50,-209,-163
-50,-209,-163
-50,-209,-163
-50,-209,-163
-50,-209,-163
147,-246,-325
147,-246,-325
147,-246,-325
147,-246,-325
434,-249,-308
434,-249,-308
434,-249,-308
434,-249,-308
434,-249,-308
785,-280,-164
785,-280,-164
785,-280,-164
785,-280,-164
785,-280,-164
1159,-302,-2
1159,-302,-2
1159,-302,-2
1159,-302,-2
1159,-302,-2
1352,-397,126
1352,-397,126
1352,-397,126
1352,-397,126
1157,-655,89
1157,-655,89
1157,-655,89
1157,-655,89
1157,-655,89
679,-979,-295
679,-979,-295
679,-979,-295
679,-979,-295
679,-979,-295
173,-1225,-928
173,-1225,-928
173,-1225,-928
173,-1225,-928
173,-1225,-928
-158,-1015,-1374
-158,-1015,-1374
-158,-1015,-1374
-158,-1015,-1374
-245,-570,-1276
-245,-570,-1276
-245,-570,-1276
-245,-570,-1276
-201,-165,-804
-201,-165,-804
-201,-165,-804
-201,-165,-804
-201,-165,-804
-40,165,-220
-40,165,-220
-40,165,-220
-40,165,-220
-40,165,-220
306,391,257
306,391,257
306,391,257
306,391,257
306,391,257
805,550,435
805,550,435
805,550,435
805,550,435
805,550,435
1312,520,341
1312,520,341
1312,520,341
1312,520,341
1312,520,341
1593,291,76
1593,291,76
1593,291,76
1593,291,76
1593,291,76
1582,-100,-314
1582,-100,-314
1582,-100,-314
1582,-100,-314
1582,-612,-834
1444,-574,-834
1444,-574,-834
1444,-574,-834
1444,-574,-834
1305,-869,-1349
1305,-869,-1349
1305,-869,-1349
1305,-869,-1349
1194,-699,-1494
1194,-699,-1494
1194,-699,-1494
1194,-699,-1494
1194,-699,-1494
1136,-106,-1121
1136,-106,-1121
1136,-106,-1121
1136,-106,-1121
1119,632,-435
1119,632,-435
1119,632,-435
1119,632,-435
1119,632,-435
1047,1262,266
1047,1262,266
1047,1262,266
1047,1262,266
1047,1262,522
925,1605,726
925,1605,726
925,1605,726
925,1605,726
925,1623,817
858,1623,817
858,1623,817
858,1623,817
858,1623,817
911,1309,544
911,1309,544
911,1309,544
911,1309,544
911,1309,544
994,744,-29
994,744,-29
994,744,-29
994,744,-29
994,744,-29
1104,271,-682
1104,271,-682
1104,271,-682
1104,271,-682
1104,271,-682
1320,185,-966
1320,185,-966
1320,185,-966
1320,185,-966
1320,185,-966
1708,474,-674
1708,474,-674
1708,474,-674
1708,474,-674
1708,474,12
2269,1059,12
2269,1059,12
2269,1059,12
2269,1059,12
2781,1500,721
2649,1500,721
2649,1500,721
2649,1500,721
2649,1500,721
2725,1737,953
2725,1737,953
2725,1737,953
2725,1737,953
2725,1737,953
2723,1714,610
2723,1714,610
2723,1714,610
2723,1714,610
2723,1714,-158
2645,1522,-14
2645,1522,-14
2645,1522,-14
2645,1522,-14
2692,1128,-697
