timestamp,x,y,z
1350,-27,886,635
1351,-27,886,635
1352,-27,886,635
1353,3,801,544
1354,3,801,544
1355,3,801,544
1356,3,801,544
1357,3,801,544
1358,3,801,544
1359,-26,743,404
1360,-26,743,404
1361,-26,743,404
1362,-26,743,404
1363,-26,743,404
1364,-70,737,251
1365,-70,737,251
1366,-70,737,251
1367,-70,737,251
1368,-70,737,251
1369,-131,741,128
1370,-131,741,128
1371,-131,741,128
1372,-131,741,128
1373,-131,741,128
1374,-159,733,39
1375,-159,733,39
1376,-159,733,39
1377,-159,733,39
1378,-159,733,39
1379,-182,735,-18
1380,-182,735,-18
1381,-182,735,-18
1382,-182,735,-18
1383,-182,735,-18
1384,-201,708,-99
1385,-201,708,-99
1386,-201,708,-99
1387,-201,708,-99
1388,-201,708,-99
1389,-223,646,-203
1390,-223,646,-203
1391,-223,646,-203
1392,-223,646,-203
1393,-223,646,-271
1394,-268,586,-271
1395,-268,586,-271
1396,-268,586,-271
1397,-268,586,-271
1398,-330,536,-285
1399,-330,536,-285
1400,-330,536,-285
1401,-330,536,-285
1402,-330,536,-285
1403,-384,483,-235
1404,-384,483,-235
1405,-384,483,-235
1406,-384,483,-235
1407,-384,483,-235
1408,-435,420,-130
1409,-435,420,-130
1410,-435,420,-130
1411,-435,420,-130
1412,-401,397,2
1413,-401,397,2
1414,-401,397,2
1415,-401,397,2
1416,-401,397,2
1417,-401,397,2
1418,-349,421,184
1419,-349,421,184
1420,-349,421,184
1421,-349,421,184
1422,-349,421,184
1423,-338,437,318
1424,-338,437,318
1425,-338,437,318
1426,-338,437,318
1427,-338,437,301
1428,-328,399,301
1429,-328,399,301
1430,-328,399,301
1431,-328,399,301
1432,-353,319,183
1433,-353,319,183
1434,-353,319,183
1435,-353,319,183
1436,-353,319,183
1437,-411,236,25
1438,-411,236,25
1439,-411,236,25
1440,-411,236,25
1441,-411,236,25
1442,-484,155,-97
1443,-484,155,-97
1444,-484,155,-97
1445,-484,155,-97
1446,-484,155,-97
1447,-537,91,-147
1448,-537,91,-147
1449,-537,91,-147
1450,-537,91,-147
1451,-537,91,-147
1452,-576,47,-110
1453,-576,47,-110
1454,-576,47,-110
1455,-576,47,-110
1456,-576,47,-110
1457,-588,27,-19
1458,-588,27,-19
1459,-588,27,-19
1460,-588,27,-19
1461,-588,27,-19
1462,-574,25,107
1463,-574,25,107
1464,-574,25,107
1465,-574,25,107
1466,-574,25,107
1467,-555,22,223
1468,-555,22,223
1469,-555,22,223
1470,-555,22,223
1471,-555,22,223
1472,-546,27,279
1473,-546,27,279
1474,-546,27,279
1475,-546,27,279
1476,-546,27,279
1477,-546,27,279
1478,-550,26,279
1479,-550,26,279
1480,-550,26,279
1481,-550,26,279
1482,-550,26,23
1483,-565,-24,229
1484,-565,-24,229
1485,-565,-24,229
1486,-565,-24,229
1487,-565,-24,138
1488,-562,-76,138
1489,-562,-76,138
1490,-562,-76,138
1491,-562,-76,138
1492,-562,-76,75
1493,-563,-98,75
1494,-563,-98,75
1495,-563,-98,75
1496,-563,-98,75
1497,-563,-98,67
1498,-559,-96,67
1499,-559,-96,67
1500,-559,-96,67
1501,-559,-96,67
1502,-559,-96,67
1503,-550,-91,86
1504,-550,-91,86
1505,-550,-91,86
1506,-550,-91,86
1507,-550,-91,86
1508,-546,-89,108
1509,-546,-89,108
1510,-546,-89,108
1511,-546,-89,108
1512,-546,-89,108
1513,-522,-97,132
1514,-522,-97,132
1515,-522,-97,132
1516,-522,-97,132
1517,-522,-97,132
1518,-472,-97,167
1519,-472,-97,167
1520,-472,-97,167
1521,-472,-97,167
1522,-472,-97,194
1523,-398,-97,194
1524,-398,-97,194
1525,-398,-97,194
1526,-398,-97,194
1527,-336,-88,219
1528,-336,-88,219
1529,-336,-88,219
1530,-336,-88,219
1531,-336,-88,219
1532,-311,-74,214
1533,-311,-74,214
1534,-311,-74,214
1535,-311,-74,214
1536,-311,-74,214
1537,-325,-47,183
1538,-325,-47,183
1539,-325,-47,183
1540,-325,-47,183
1541,-325,-47,183
1542,-362,-10,141
1543,-362,-10,141
1544,-362,-10,141
1545,-362,-10,141
1546,-362,-10,141
1547,-376,-6,106
1548,-376,-6,106
1549,-376,-6,106
1550,-376,-6,106
1551,-376,-6,106
1552,-334,-22,69
1553,-334,-22,69
1554,-334,-22,69
1555,-334,-22,69
1556,-334,-22,69
1557,-271,-45,59
1558,-271,-45,59
1559,-271,-45,59
1560,-271,-45,59
1561,-271,-45,59
1562,-200,-71,67
1563,-200,-71,67
1564,-200,-71,67
1565,-200,-71,67
1566,-200,-71,67
1567,-138,-82,82
1568,-138,-82,82
1569,-138,-82,82
1570,-138,-82,82
1571,-138,-82,82
1572,-138,-82,102
1573,-98,-77,102
1574,-98,-77,102
1575,-98,-77,102
1576,-98,-77,102
1577,-98,-77,121
1578,-95,-54,121
1579,-95,-54,121
1580,-95,-54,121
1581,-95,-54,121
1582,-95,-54,121
1583,-100,-35,143
1584,-100,-35,143
1585,-100,-35,143
1586,-100,-35,143
1587,-100,-35,171
1588,-86,-11,171
1589,-86,-11,171
1590,-86,-11,171
1591,-86,-11,171
1592,-86,-11,171
1593,-75,10,198
1594,-75,10,198
1595,-75,10,198
1596,-75,10,198
1597,-75,10,198
1598,-73,22,198
1599,-73,22,198
1600,-73,22,198
1601,-73,22,198
1602,-73,22,198
1603,-81,27,170
1604,-81,27,170
1605,-81,27,170
1606,-81,27,170
1607,-81,27,170
1608,-81,27,119
1609,-87,21,119
1610,-87,21,119
1611,-87,21,119
1612,-87,21,119
1613,-87,21,119
1614,-87,5,57
1615,-87,5,57
1616,-87,5,57
1617,-87,5,57
1618,-87,5,57
1619,-87,5,3
1620,-84,-20,3
1621,-84,-20,3
1622,-84,-20,3
1623,-84,-20,3
1624,-84,-20,3
1625,-73,-39,-31
1626,-73,-39,-31
1627,-73,-39,-31
1628,-73,-39,-31
1629,-73,-39,-31
1630,-56,-55,-28
1631,-56,-55,-28
1632,-56,-55,-28
1633,-56,-55,-28
1634,-56,-55,-28
1635,-56,-43,8
1636,-38,-43,8
1637,-38,-43,8
1638,-38,-43,8
1639,-38,-43,8
1640,-38,-43,8
1641,-34,-32,60
1642,-34,-32,60
1643,-34,-32,60
1644,-34,-32,60
1645,-34,-32,60
1646,-51,-20,86
1647,-51,-20,86
1648,-51,-20,86
1649,-51,-20,86
1650,-51,-20,86
1651,-51,-20,86
1652,-85,1,73
1653,-85,1,73
1654,-85,1,73
1655,-85,1,73
1656,-85,1,73
1657,-128,14,49
1658,-128,14,49
1659,-128,14,49
1660,-128,14,49
1661,-128,14,49
1662,-128,14,49
1663,-160,12,18
1664,-160,12,18
1665,-160,12,18
1666,-160,12,18
1667,-160,12,18
1668,-172,-3,-8
1669,-172,-3,-8
1670,-172,-3,-8
1671,-172,-3,-8
1672,-172,-3,-8
1673,-160,-18,-10
1674,-160,-18,-10
1675,-160,-18,-10
1676,-160,-18,-10
1677,-160,-18,-10
1678,-144,-30,-16
1679,-144,-30,-16
1680,-144,-30,-16
1681,-144,-30,-16
1682,-144,-30,-16
1683,-137,-39,-16
1684,-137,-39,-16
1685,-137,-39,-16
1686,-137,-39,-16
1687,-137,-39,-16
1688,-146,-46,-14
1689,-146,-46,-14
1690,-146,-46,-14
1691,-146,-46,-14
1692,-146,-46,-14
1693,-154,-56,-16
1694,-154,-56,-16
1695,-154,-56,-16
1696,-154,-56,-16
1697,-154,-56,-16
1698,-163,-57,-9
1699,-163,-57,-9
1700,-163,-57,-9
1701,-163,-57,-9
1702,-163,-57,-9
1703,-172,-57,14
1704,-172,-57,14
1705,-172,-57,14
1706,-172,-57,14
1707,-172,-57,14
1708,-169,-58,51
1709,-169,-58,51
1710,-169,-58,51
1711,-169,-58,51
1712,-169,-58,51
1713,-158,-64,84
1714,-158,-64,84
1715,-158,-64,84
1716,-158,-64,84
1717,-158,-64,84
1718,-160,-64,106
1719,-160,-64,106
1720,-160,-64,106
1721,-160,-64,106
1722,-160,-64,106
1723,-173,-62,100
1724,-173,-62,100
1725,-173,-62,100
1726,-173,-62,100
1727,-173,-62,100
1728,-188,-61,82
1729,-188,-61,82
1730,-188,-61,82
1731,-188,-61,82
1732,-188,-61,82
1733,-185,-78,59
1734,-185,-78,59
1735,-185,-78,59
1736,-185,-78,59
1737,-185,-78,59
1738,-163,-93,47
1739,-163,-93,47
1740,-163,-93,47
1741,-163,-93,47
1742,-163,-93,47
1743,-128,-105,53
1744,-128,-105,53
1745,-128,-105,53
1746,-128,-105,53
1747,-128,-105,53
1748,-98,-101,81
1749,-98,-101,81
1750,-98,-101,81
1751,-98,-101,81
1752,-98,-101,81
1753,-83,-79,112
1754,-83,-79,112
1755,-83,-79,112
1756,-83,-79,112
1757,-83,-79,112
1758,-78,-71,125
1759,-78,-71,125
1760,-78,-71,125
1761,-78,-71,125
1762,-78,-71,125
1763,-78,-71,116
1764,-99,-65,116
1765,-99,-65,116
1766,-99,-65,116
1767,-99,-65,116
1768,-99,-65,116
1769,-117,-66,86
1770,-117,-66,86
1771,-117,-66,86
1772,-117,-66,86
1773,-117,-66,86
1774,-132,-66,59
1775,-132,-66,59
1776,-132,-66,59
1777,-132,-66,59
1778,-132,-66,59
1779,-134,-63,38
1780,-134,-63,38
1781,-134,-63,38
1782,-134,-63,38
1783,-134,-63,38
1784,-139,-63,23
1785,-139,-63,23
1786,-139,-63,23
1787,-139,-63,23
1788,-139,-63,23
1789,-149,-58,1
1790,-149,-58,1
1791,-149,-58,1
1792,-149,-58,1
1793,-149,-58,1
1794,-162,-56,-13
1795,-162,-56,-13
1796,-162,-56,-13
1797,-162,-56,-13
1798,-162,-56,-13
1799,-162,-58,-33
1800,-162,-58,-33
1801,-162,-58,-33
1802,-162,-58,-33
1803,-162,-58,-33
1804,-148,-60,-44
1805,-148,-60,-44
1806,-148,-60,-44
1807,-148,-60,-44
1808,-148,-60,-44
1809,-124,-56,-32
1810,-124,-56,-32
1811,-124,-56,-32
1812,-124,-56,-32
1813,-124,-56,-32
1814,-90,-50,-5
1815,-90,-50,-5
1816,-90,-50,-5
1817,-90,-50,-5
1818,-90,-50,-5
1819,-61,-55,10
1820,-61,-55,10
1821,-61,-55,10
1822,-61,-55,10
1823,-61,-55,10
1824,-61,-55,11
1825,-54,-65,11
1826,-54,-65,11
1827,-54,-65,11
1828,-54,-65,11
1829,-54,-65,11
1830,-69,-73,9
1831,-69,-73,9
1832,-69,-73,9
1833,-69,-73,9
1834,-69,-73,9
1835,-88,-69,14
1836,-88,-69,14
1837,-88,-69,14
1838,-88,-69,14
1839,-88,-69,14
1840,-88,-69,14
1841,-106,-70,6
1842,-106,-70,6
1843,-106,-70,6
1844,-106,-70,6
1845,-106,-70,6
1846,-99,-72,-10
1847,-99,-72,-10
1848,-99,-72,-10
1849,-99,-72,-10
1850,-99,-72,-10
1851,-89,-73,-29
1852,-89,-73,-29
1853,-89,-73,-29
1854,-89,-73,-29
1855,-89,-73,-29
1856,-77,-69,-29
1857,-77,-69,-29
1858,-77,-69,-29
1859,-77,-69,-29
1860,-77,-69,-29
1861,-65,-65,-21
1862,-65,-65,-21
1863,-65,-65,-21
1864,-65,-65,-21
1865,-65,-65,-21
1866,-49,-55,-13
1867,-49,-55,-13
1868,-49,-55,-13
1869,-49,-55,-13
1870,-49,-55,-13
1871,-49,-55,0
1872,-33,-54,0
1873,-33,-54,0
1874,-33,-54,0
1875,-33,-54,0
1876,-33,-54,0
1877,-13,-59,6
1878,-13,-59,6
1879,-13,-59,6
1880,-13,-59,6
1881,-13,-59,6
1882,-13,-59,-5
1883,7,-66,-5
1884,7,-66,-5
1885,7,-66,-5
1886,7,-66,-5
1887,7,-66,-5
1888,1,-68,-25
1889,1,-68,-25
1890,1,-68,-25
1891,1,-68,-25
1892,1,-68,-25
1893,1,-68,-25
1894,-17,-72,-57
1895,-17,-72,-57
1896,-17,-72,-57
1897,-17,-72,-57
1898,-17,-72,-57
1899,-33,-74,-86
1900,-33,-74,-86
1901,-33,-74,-86
1902,-33,-74,-86
1903,-33,-74,-86
1904,-33,-74,-102
1905,-33,-74,-102
1906,-33,-74,-102
1907,-33,-74,-102
1908,-33,-74,-102
1909,-13,-69,-100
1910,-13,-69,-100
1911,-13,-69,-100
1912,-13,-69,-100
1913,-13,-69,-100
1914,10,-64,-76
1915,10,-64,-76
1916,10,-64,-76
1917,10,-64,-76
1918,10,-64,-76
1919,23,-56,-53
1920,23,-56,-53
1921,23,-56,-53
1922,23,-56,-53
1923,23,-56,-53
1924,23,-56,-41
1925,24,-49,-41
1926,24,-49,-41
1927,24,-49,-41
1928,24,-49,-41
1929,24,-49,-41
1930,4,-39,-44
1931,4,-39,-44
1932,4,-39,-44
1933,4,-39,-44
1934,4,-39,-44
1935,-14,-36,-41
1936,-14,-36,-41
1937,-14,-36,-41
1938,-14,-36,-41
1939,-14,-36,-41
1940,-14,-41,-36
1941,-35,-41,-36
1942,-35,-41,-36
1943,-35,-41,-36
1944,-35,-41,-36
1945,-35,-41,-28
1946,-29,-48,-28
1947,-29,-48,-28
1948,-29,-48,-28
1949,-29,-48,-28
1950,-29,-48,-28
1951,-8,-47,-23
1952,-8,-47,-23
1953,-8,-47,-23
1954,-8,-47,-23
1955,-8,-47,-23
1956,2,-43,-25
1957,2,-43,-25
1958,2,-43,-25
1959,2,-43,-25
1960,2,-43,-25
1961,2,-39,-31
1962,13,-39,-31
1963,13,-39,-31
1964,13,-39,-31
1965,13,-39,-31
1966,13,-39,-31
1967,19,-43,-46
1968,19,-43,-46
1969,19,-43,-46
1970,19,-43,-46
1971,19,-43,-46
1972,6,-44,-68
1973,6,-44,-68
1974,6,-44,-68
1975,6,-44,-68
1976,6,-44,-68
1977,6,-44,-68
1978,-13,-46,-95
1979,-13,-46,-95
1980,-13,-46,-95
1981,-13,-46,-95
1982,-13,-46,-95
1983,-28,-45,-111
1984,-28,-45,-111
1985,-28,-45,-111
1986,-28,-45,-111
1987,-28,-45,-111
1988,-27,-42,-122
1989,-27,-42,-122
1990,-27,-42,-122
1991,-27,-42,-122
1992,-27,-42,-122
1993,-11,-44,-117
1994,-11,-44,-117
1995,-11,-44,-117
1996,-11,-44,-117
1997,-11,-44,-91
1998,4,-45,-91
1999,4,-45,-91
2000,4,-45,-91
2001,4,-45,-91
2002,4,-45,-91
2003,19,-53,-62
2004,19,-53,-62
2005,19,-53,-62
2006,19,-53,-62
2007,19,-53,-62
2008,42,-43,-33
2009,42,-43,-33
2010,42,-43,-33
2011,42,-43,-33
2012,42,-43,-33
2013,42,-43,-33
2014,60,-28,-19
2015,60,-28,-19
2016,60,-28,-19
2017,60,-28,-19
2018,60,-28,-19
2019,76,-32,-25
2020,76,-32,-25
2021,76,-32,-25
2022,76,-32,-25
2023,76,-32,-25
2024,63,-50,-62
2025,63,-50,-62
2026,63,-50,-62
2027,63,-50,-62
2028,63,-50,-62
2029,63,-50,-62
2030,63,-60,-93
2031,63,-60,-93
2032,63,-60,-93
2033,63,-60,-93
2034,63,-60,-93
2035,67,-54,-97
2036,67,-54,-97
2037,67,-54,-97
2038,67,-54,-97
2039,67,-54,-97
2040,64,-41,-97
2041,64,-41,-97
2042,64,-41,-97
2043,64,-41,-97
2044,64,-41,-97
2045,64,-41,-78
2046,68,-24,-78
2047,68,-24,-78
2048,68,-24,-78
2049,68,-24,-78
2050,68,-24,-78
2051,76,-1,-60
2052,76,-1,-60
2053,76,-1,-60
2054,76,-1,-60
2055,76,-1,-60
2056,89,28,-51
2057,89,28,-51
2058,89,28,-51
2059,89,28,-51
2060,89,28,-51
2061,89,28,-51
2062,106,42,-58
2063,106,42,-58
2064,106,42,-58
2065,106,42,-58
2066,106,42,-58
2067,117,47,-70
2068,117,47,-70
2069,117,47,-70
2070,117,47,-70
2071,117,47,-70
2072,117,47,-70
2073,153,42,-66
2074,153,42,-66
2075,153,42,-66
2076,153,42,-66
2077,153,42,-66
2078,214,54,-26
2079,214,54,-26
2080,214,54,-26
2081,214,54,-26
2082,214,54,-26
2083,293,98,45
2084,293,98,45
2085,293,98,45
2086,293,98,45
2087,293,98,45
2088,293,98,45
2089,326,187,142
2090,326,187,142
2091,326,187,142
2092,326,187,142
2093,326,187,142
2094,299,311,221
2095,299,311,221
2096,299,311,221
2097,299,311,221
2098,299,311,221
2099,213,424,228
2100,213,424,228
2101,213,424,228
2102,213,424,228
2103,213,424,228
2104,64,462,174
2105,64,462,174
2106,64,462,174
2107,64,462,174
2108,64,462,174
2109,64,448,61
2110,-62,448,61
2111,-62,448,61
2112,-62,448,61
2113,-62,448,61
2114,-62,448,61
2115,-89,403,-114
2116,-89,403,-114
2117,-89,403,-114
2118,-89,403,-114
2119,-89,403,-114
2120,-118,368,-209
2121,-118,368,-209
2122,-118,368,-209
2123,-118,368,-209
2124,-118,368,-212
2125,-159,358,-212
2126,-159,358,-212
2127,-159,358,-212
2128,-159,358,-212
2129,-232,388,-153
2130,-232,388,-153
2131,-232,388,-153
2132,-232,388,-153
2133,-232,388,-153
2134,-338,425,-47
2135,-338,425,-47
2136,-338,425,-47
2137,-338,425,-47
2138,-338,425,-47
2139,-431,434,62
2140,-431,434,62
2141,-431,434,62
2142,-431,434,62
2143,-431,434,62
2144,-489,392,140
2145,-489,392,140
2146,-489,392,140
2147,-489,392,140
2148,-489,392,140
2149,-548,304,158
2150,-548,304,158
2151,-548,304,158
2152,-548,304,158
2153,-548,304,158
2154,-606,173,108
2155,-606,173,108
2156,-606,173,108
2157,-606,173,108
2158,-606,173,108
2159,-696,88,27
2160,-696,88,27
2161,-696,88,27
2162,-696,88,27
2163,-696,88,27
2164,-817,36,9
2165,-817,36,9
2166,-817,36,9
2167,-817,36,9
2168,-817,36,9
2169,-916,-7,63
2170,-916,-7,63
2171,-916,-7,63
2172,-916,-7,63
2173,-916,-7,63
2174,-916,-7,63
2175,-994,-45,160
2176,-994,-45,160
2177,-994,-45,160
2178,-994,-45,160
2179,-994,-45,160
2180,-1054,-87,276
2181,-1054,-87,276
2182,-1054,-87,276
2183,-1054,-87,276
2184,-1054,-139,392
2185,-1111,-139,392
2186,-1111,-139,392
2187,-1111,-139,392
2188,-1111,-139,392
2189,-1155,-197,475
2190,-1155,-197,475
2191,-1155,-197,475
2192,-1155,-197,475
2193,-1155,-197,529
2194,-1187,-263,529
2195,-1187,-263,529
2196,-1187,-263,529
2197,-1187,-263,529
2198,-1201,-327,555
2199,-1201,-327,555
2200,-1201,-327,555
2201,-1201,-327,555
2202,-1201,-327,555
2203,-1213,-378,553
2204,-1213,-378,553
2205,-1213,-378,553
2206,-1213,-378,553
2207,-1230,-431,542
2208,-1230,-431,542
2209,-1230,-431,542
2210,-1230,-431,542
2211,-1230,-431,542
2212,-1235,-491,525
2213,-1235,-491,525
2214,-1235,-491,525
2215,-1235,-491,525
2216,-1215,-551,490
2217,-1215,-551,490
2218,-1215,-551,490
2219,-1215,-551,490
2220,-1215,-551,490
2221,-1221,-588,442
2222,-1221,-588,442
2223,-1221,-588,442
2224,-1221,-588,442
2225,-1271,-600,376
2226,-1271,-600,376
2227,-1271,-600,376
2228,-1271,-600,376
2229,-1271,-600,376
2230,-1335,-617,293
2231,-1335,-617,293
2232,-1335,-617,293
2233,-1335,-617,293
2234,-1371,-649,197
2235,-1371,-649,197
2236,-1371,-649,197
2237,-1371,-649,197
2238,-1371,-649,197
2239,-1378,-685,138
2240,-1378,-685,138
2241,-1378,-685,138
2242,-1378,-685,138
2243,-1378,-685,113
2244,-1337,-728,113
2245,-1337,-728,113
2246,-1337,-728,113
2247,-1337,-728,113
2248,-1262,-761,92
2249,-1262,-761,92
2250,-1262,-761,92
2251,-1262,-761,92
2252,-1262,-761,92
2253,-1236,-768,87
2254,-1236,-768,87
2255,-1236,-768,87
2256,-1236,-768,87
2257,-1236,-800,90
2258,-1217,-800,90
2259,-1217,-800,90
2260,-1217,-800,90
2261,-1217,-800,90
2262,-1161,-849,96
2263,-1161,-849,96
2264,-1161,-849,96
2265,-1161,-849,96
2266,-1161,-849,96
2267,-1102,-884,107
2268,-1102,-884,107
2269,-1102,-884,107
2270,-1102,-884,107
2271,-1102,-911,128
2272,-1043,-911,128
2273,-1043,-911,128
2274,-1043,-911,128
2275,-1043,-911,128
2276,-956,-927,152
2277,-956,-927,152
2278,-956,-927,152
2279,-956,-927,152
2280,-956,-927,152
2281,-886,-911,171
2282,-886,-911,171
2283,-886,-911,171
2284,-886,-911,171
2285,-835,-883,188
2286,-835,-883,188
2287,-835,-883,188
2288,-835,-883,188
2289,-835,-883,188
2290,-797,-889,224
2291,-797,-889,224
2292,-797,-889,224
2293,-797,-889,224
2294,-797,-889,224
2295,-734,-903,259
2296,-734,-903,259
2297,-734,-903,259
2298,-734,-903,259
2299,-734,-903,307
2300,-647,-926,307
2301,-647,-926,307
2302,-647,-926,307
2303,-647,-926,307
2304,-548,-961,354
2305,-548,-961,354
2306,-548,-961,354
2307,-548,-961,354
2308,-548,-961,354
2309,-490,-1017,308
2310,-490,-1017,308
2311,-490,-1017,308
2312,-490,-1017,308
2313,-490,-1017,183
2314,-482,-1079,183
2315,-482,-1079,183
2316,-482,-1079,183
2317,-482,-1079,183
2318,-478,-1161,1
2319,-478,-1161,1
2320,-478,-1161,1
2321,-478,-1161,1
2322,-478,-1161,1
2323,-467,-1241,-195
2324,-467,-1241,-195
2325,-467,-1241,-195
2326,-467,-1241,-195
2327,-393,-1299,-364
2328,-393,-1299,-364
2329,-393,-1299,-364
2330,-393,-1299,-364
2331,-393,-1299,-364
2332,-303,-1297,-468
2333,-303,-1297,-468
2334,-303,-1297,-468
2335,-303,-1297,-468
2336,-219,-1265,-501
2337,-219,-1265,-501
2338,-219,-1265,-501
2339,-219,-1265,-501
2340,-219,-1265,-472
2341,-158,-1223,-472
2342,-158,-1223,-472
2343,-158,-1223,-472
2344,-158,-1223,-472
2345,-127,-1163,-445
2346,-127,-1163,-445
2347,-127,-1163,-445
2348,-127,-1163,-445
2349,-135,-1110,-488
2350,-135,-1110,-488
2351,-135,-1110,-488
2352,-135,-1110,-488
2353,-135,-1110,-488
2354,-187,-1121,-590
2355,-187,-1121,-590
2356,-187,-1121,-590
2357,-187,-1121,-590
2358,-273,-1158,-744
2359,-273,-1158,-744
2360,-273,-1158,-744
2361,-273,-1158,-744
2362,-273,-1174,-875
2363,-358,-1174,-875
2364,-358,-1174,-875
2365,-358,-1174,-875
2366,-358,-1174,-875
2367,-380,-1154,-931
2368,-380,-1154,-931
2369,-380,-1154,-931
2370,-380,-1154,-931
2371,-255,-1135,-883
2372,-255,-1135,-883
2373,-255,-1135,-883
2374,-255,-1135,-883
2375,-255,-1135,-627
2376,-64,-1126,-714
2377,-64,-1126,-714
2378,-64,-1126,-714
2379,-64,-1126,-714
2380,145,-1123,-459
2381,145,-1123,-459
2382,145,-1123,-459
2383,145,-1123,-459
2384,145,-1123,-459
2385,328,-1077,-205
2386,328,-1077,-205
2387,328,-1077,-205
2388,328,-1077,-205
2389,413,-1058,2
2390,413,-1058,2
2391,413,-1058,2
2392,413,-1058,2
2393,413,-1058,2
2394,405,-1101,77
2395,405,-1101,77
2396,405,-1101,77
2397,405,-1101,77
2398,405,-1101,77
2399,372,-1158,50
2400,372,-1158,50
2401,372,-1158,50
2402,372,-1158,50
2403,372,-1158,50
2404,389,-1158,42
2405,389,-1158,42
2406,389,-1158,42
2407,389,-1158,42
2408,389,-1158,42
2409,464,-1096,134
2410,464,-1096,134
2411,464,-1096,134
2412,464,-1096,134
2413,464,-1096,134
2414,565,-1028,311
2415,565,-1028,311
2416,565,-1028,311
2417,565,-1028,311
2418,636,-991,502
2419,636,-991,502
2420,636,-991,502
2421,636,-991,502
2422,636,-991,502
2423,636,-1019,632
2424,636,-1019,632
2425,636,-1019,632
2426,636,-1019,632
2427,636,-1019,632
2428,570,-1075,640
2429,570,-1075,640
2430,570,-1075,640
2431,570,-1075,640
2432,570,-1075,640
2433,441,-1092,510
2434,441,-1092,510
2435,441,-1092,510
2436,441,-1092,510
2437,441,-1141,369
2438,402,-1141,369
2439,402,-1141,369
2440,402,-1141,369
2441,402,-1141,369
2442,488,-1215,361
2443,488,-1215,361
2444,488,-1215,361
2445,488,-1215,361
2446,488,-1215,361
2447,640,-1235,500
2448,640,-1235,500
2449,640,-1235,500
2450,640,-1235,500
2451,640,-1235,500
2452,779,-1168,744
2453,779,-1168,744
2454,779,-1168,744
2455,779,-1168,744
2456,841,-1029,993
2457,841,-1029,993
2458,841,-1029,993
2459,841,-1029,993
2460,841,-1029,993
2461,779,-908,1054
2462,779,-908,1054
2463,779,-908,1054
2464,779,-908,1054
2465,779,-908,1054
2466,599,-874,788
2467,599,-874,788
2468,599,-874,788
2469,599,-874,788
2470,599,-874,20
2471,363,-988,236
2472,363,-988,236
2473,363,-988,236
2474,363,-988,236
2475,363,-988,-368
2476,176,-1213,-368
2477,176,-1213,-368
2478,176,-1213,-368
2479,176,-1213,-368
2480,116,-1442,-802
2481,116,-1442,-802
2482,116,-1442,-802
2483,116,-1442,-802
2484,116,-1442,-802
2485,243,-1608,-1028
2486,243,-1608,-1028
2487,243,-1608,-1028
2488,243,-1608,-1028
2489,505,-1673,-1000
2490,505,-1673,-1000
2491,505,-1673,-1000
2492,505,-1673,-1000
2493,761,-1599,-776
2494,761,-1599,-776
2495,761,-1599,-776
2496,761,-1599,-776
2497,761,-1599,-776
2498,914,-1426,-580
2499,914,-1426,-580
2500,914,-1426,-580
2501,914,-1426,-580
2502,914,-1426,-563
2503,882,-1247,-563
2504,882,-1247,-563
2505,882,-1247,-563
2506,882,-1247,-563
2507,653,-1168,-803
2508,653,-1168,-803
2509,653,-1168,-803
2510,653,-1168,-803
2511,653,-1168,-1059
2512,381,-1168,-1190
2513,381,-1168,-1190
2514,381,-1168,-1190
2515,381,-1168,-1190
2516,278,-1221,-1504
2517,278,-1221,-1504
2518,278,-1221,-1504
2519,278,-1221,-1504
2520,455,-1339,-1518
2521,455,-1339,-1518
2522,455,-1339,-1518
2523,455,-1339,-1518
2524,455,-1339,-1518
2525,818,-1364,-1236
2526,818,-1364,-1236
2527,818,-1364,-1236
2528,818,-1364,-1236
2529,1198,-1263,-719
2530,1198,-1263,-719
2531,1198,-1263,-719
2532,1198,-1263,-719
2533,1198,-1263,-176
2534,1381,-1053,-176
2535,1381,-1053,-176
2536,1381,-1053,-176
2537,1381,-1053,-176
2538,1304,-718,203
2539,1304,-718,203
2540,1304,-718,203
2541,1304,-718,203
2542,1304,-718,392
2543,963,-336,392
2544,963,-336,392
2545,963,-336,392
2546,963,-336,392
2547,562,-161,373
2548,562,-161,373
2549,562,-161,373
2550,562,-161,373
2551,562,-161,373
2552,347,-206,179
2553,347,-206,179
2554,347,-206,179
2555,347,-206,179
2556,347,-206,179
2557,371,-405,-79
2558,371,-405,-79
2559,371,-405,-79
2560,371,-405,-79
2561,371,-405,-79
2562,558,-625,-243
2563,558,-625,-243
2564,558,-625,-243
2565,558,-625,-243
2566,558,-625,-243
2567,805,-736,-258
2568,805,-736,-258
2569,805,-736,-258
2570,805,-736,-258
2571,805,-736,-143
2572,933,-681,-143
2573,933,-681,-143
2574,933,-681,-143
2575,933,-681,-143
2576,905,-471,12
2577,905,-471,12
2578,905,-471,12
2579,905,-471,12
2580,905,-471,12
2581,662,-194,104
2582,662,-194,104
2583,662,-194,104
2584,662,-194,104
2585,662,-194,104
2586,333,-21,76
2587,333,-21,76
2588,333,-21,76
2589,333,-21,76
2590,333,-21,76
2591,333,-21,-13
2592,142,-23,-13
2593,142,-23,-13
2594,142,-23,-13
2595,142,-23,-13
2596,142,-23,-13
2597,188,-160,-77
2598,188,-160,-77
2599,188,-160,-77
2600,188,-160,-77
2601,188,-160,-74
2602,401,-286,-74
