t,x,y,z
1403,1726,279,22
1404,1726,279,22
1405,1726,279,22
1406,1726,279,22
1407,1620,163,-79
1408,1620,163,-79
1409,1620,163,-79
1410,1620,163,-79
1411,1620,163,-79
1412,1361,-92,-223
1413,1361,-92,-223
1414,1361,-92,-223
1415,1361,-92,-223
1416,1361,-92,-386
1417,1113,-413,-386
1418,1113,-413,-386
1419,1113,-413,-386
1420,1113,-413,-386
1421,993,-719,-521
1422,993,-719,-521
1423,993,-719,-521
1424,993,-719,-521
1425,993,-719,-521
1426,1086,-923,-585
1427,1086,-923,-585
1428,1086,-923,-585
1429,1086,-923,-585
1430,1394,-882,-514
1431,1394,-882,-514
1432,1394,-882,-514
1433,1394,-882,-514
1434,1394,-882,-514
1435,1711,-611,-319
1436,1711,-611,-319
1437,1711,-611,-319
1438,1711,-611,-319
1439,1711,-611,-127
1440,1724,-314,-127
1441,1724,-314,-127
1442,1724,-314,-127
1443,1724,-314,-127
1444,1458,-54,-63
1445,1458,-54,-63
1446,1458,-54,-63
1447,1458,-54,-63
1448,1458,-54,-63
1449,1176,122,-198
1450,1176,122,-198
1451,1176,122,-198
1452,1176,122,-198
1453,1176,122,-198
1454,985,121,-410
1455,985,121,-410
1456,985,121,-410
1457,985,121,-410
1458,985,121,-517
1459,895,-83,-517
1460,895,-83,-517
1461,895,-83,-517
1462,895,-83,-517
1463,949,-385,-490
1464,949,-385,-490
1465,949,-385,-490
1466,949,-385,-490
1467,949,-385,-490
1468,1209,-575,-418
1469,1209,-575,-418
1470,1209,-575,-418
1471,1209,-575,-418
1472,1209,-575,-418
1473,1641,-612,-376
1474,1641,-612,-376
1475,1641,-612,-376
1476,1641,-612,-376
1477,2072,-600,-387
1478,2072,-600,-387
1479,2072,-600,-387
1480,2072,-600,-387
1481,2072,-600,-387
1482,2240,-626,-469
1483,2240,-626,-469
1484,2240,-626,-469
1485,2240,-626,-469
1486,2018,-754,-633
1487,2018,-754,-633
1488,2018,-754,-633
1489,2018,-754,-633
1490,2018,-754,-633
1491,1524,-962,-830
1492,1524,-962,-830
1493,1524,-962,-830
1494,1524,-962,-830
1495,1268,-1146,-934
1496,1068,-1146,-934
1497,1068,-1146,-934
1498,1068,-1146,-934
1499,1068,-1146,-934
1500,857,-1192,-850
1501,857,-1192,-850
1502,857,-1192,-850
1503,857,-1192,-850
1504,914,-1052,-657
1505,914,-1052,-657
1506,914,-1052,-657
1507,914,-1052,-657
1508,914,-1052,-657
1509,1146,-793,-478
1510,1146,-793,-478
1511,1146,-793,-478
1512,1146,-793,-478
1513,1402,-541,-354
1514,1383,-541,-354
1515,1383,-541,-354
1516,1383,-541,-354
1517,1383,-541,-354
1518,1500,-352,-309
1519,1500,-352,-309
1520,1500,-352,-309
1521,1500,-352,-309
1522,1500,-352,-336
1523,1469,-254,-336
1524,1469,-254,-336
1525,1469,-254,-336
1526,1469,-254,-336
1527,1345,-274,-381
1528,1345,-274,-381
1529,1345,-274,-381
1530,1345,-274,-381
1531,1345,-274,-381
1532,1207,-365,-402
1533,1207,-365,-402
1534,1207,-365,-402
1535,1207,-365,-402
1536,1070,-455,-423
1537,1070,-455,-423
1538,1070,-455,-423
1539,1070,-455,-423
1540,1070,-455,-423
1541,949,-501,-460
1542,949,-501,-460
1543,949,-501,-460
1544,949,-501,-460
1545,897,-475,-484
1546,897,-475,-484
1547,897,-475,-484
1548,897,-475,-484
1549,897,-475,-484
1550,916,-399,-473
1551,916,-399,-473
1552,916,-399,-473
1553,916,-399,-473
1554,916,-399,-473
1555,990,-315,-441
1556,990,-315,-441
1557,990,-315,-441
1558,990,-315,-441
1559,990,-315,-373
1560,1054,-214,-373
1561,1054,-214,-373
1562,1054,-214,-373
1563,1054,-214,-373
1564,1096,-129,-285
1565,1096,-129,-285
1566,1096,-129,-285
1567,1096,-129,-285
1568,1096,-129,-285
1569,1108,-120,-250
1570,1108,-120,-250
1571,1108,-120,-250
1572,1108,-120,-250
1573,1046,-157,-248
1574,1046,-157,-248
1575,1046,-157,-248
1576,1046,-157,-248
1577,1046,-157,-248
1578,944,-194,-242
1579,944,-194,-242
1580,944,-194,-242
1581,944,-194,-242
1582,944,-450,-234
1583,770,-268,-234
1584,770,-268,-234
1585,770,-268,-234
1586,770,-268,-234
1587,550,-265,-207
1588,550,-265,-207
1589,550,-265,-207
1590,550,-265,-207
1591,550,-265,-207
1592,376,-165,-160
1593,376,-165,-160
1594,376,-165,-160
1595,376,-165,-160
1596,376,-165,-160
1597,281,-47,-97
1598,281,-47,-97
1599,281,-47,-97
1600,281,-47,-97
1601,281,-47,-97
1602,284,-2,-64
1603,284,-2,-64
1604,284,-2,-64
1605,284,-2,-64
1606,284,-2,-64
1607,373,-45,-49
1608,373,-45,-49
1609,373,-45,-49
1610,373,-45,-49
1611,373,-45,-49
1612,533,-132,-41
1613,533,-132,-41
1614,533,-132,-41
1615,533,-132,-41
1616,533,-132,-41
1617,713,-237,-40
1618,713,-237,-40
1619,713,-237,-40
1620,713,-237,-40
1621,713,-237,-40
1622,877,-381,-37
1623,877,-381,-37
1624,877,-381,-37
1625,877,-381,-37
1626,877,-381,-37
1627,985,-477,-14
1628,985,-477,-14
1629,985,-477,-14
1630,985,-477,-14
1631,985,-477,-14
1632,1043,-526,23
1633,1043,-526,23
1634,1043,-526,23
1635,1043,-526,23
1636,1043,-526,23
1637,1081,-530,50
1638,1081,-530,50
1639,1081,-530,50
1640,1081,-530,50
1641,1081,-530,82
1642,1166,-499,82
1643,1166,-499,82
1644,1166,-499,82
1645,1166,-499,82
1646,1308,-465,138
1647,1308,-465,138
1648,1308,-465,138
1649,1308,-465,138
1650,1308,-465,138
1651,1517,-409,216
1652,1517,-409,216
1653,1517,-409,216
1654,1517,-409,216
1655,1517,-409,216
1656,1667,-303,325
1657,1667,-303,325
1658,1667,-303,325
1659,1667,-303,325
1660,1667,-303,395
1661,1640,-193,395
1662,1640,-193,395
1663,1640,-193,395
1664,1640,-193,395
1665,1429,-76,318
1666,1429,-76,318
1667,1429,-76,318
1668,1429,-76,318
1669,1429,-76,318
1670,1135,-36,170
1671,1135,-36,170
1672,1135,-36,170
1673,1135,-36,170
1674,1135,-36,170
1675,902,-77,42
1676,902,-77,42
1677,902,-77,42
1678,902,-77,42
1679,902,-77,42
1680,835,-152,-15
1681,835,-152,-15
1682,835,-152,-15
1683,835,-152,-15
1684,835,-152,-15
1685,933,-241,-13
1686,933,-241,-13
1687,933,-241,-13
1688,933,-241,-13
1689,933,-241,-13
1690,1125,-314,15
1691,1125,-314,15
1692,1125,-314,15
1693,1125,-314,15
1694,1125,-314,15
1695,1327,-324,33
1696,1327,-324,33
1697,1327,-324,33
1698,1327,-324,33
1699,1327,-324,33
1700,1429,-234,25
1701,1429,-234,25
1702,1429,-234,25
1703,1429,-234,25
1704,1429,-234,25
1705,1384,-152,-38
1706,1384,-152,-38
1707,1384,-152,-38
1708,1384,-152,-38
1709,1384,-152,-38
1710,1250,-91,-141
1711,1250,-91,-141
1712,1250,-91,-141
1713,1250,-91,-141
1714,1127,-100,-202
1715,1127,-100,-202
1716,1127,-100,-202
1717,1127,-100,-202
1718,1127,-100,-202
1719,1093,-201,-215
1720,1093,-201,-215
1721,1093,-201,-215
1722,1093,-201,-215
1723,1093,-457,-210
1724,1141,-357,-210
1725,1141,-357,-210
1726,1141,-357,-210
1727,1141,-357,-210
1728,1255,-517,-212
1729,1255,-517,-212
1730,1255,-517,-212
1731,1255,-517,-212
1732,1255,-517,-219
1733,1378,-586,-219
1734,1378,-586,-219
1735,1378,-586,-219
1736,1378,-586,-219
1737,1441,-562,-193
1738,1441,-562,-193
1739,1441,-562,-193
1740,1441,-562,-193
1741,1441,-562,-193
1742,1394,-491,-184
1743,1394,-491,-184
1744,1394,-491,-184
1745,1394,-491,-184
1746,1244,-407,-247
1747,1244,-407,-247
1748,1244,-407,-247
1749,1244,-407,-247
1750,1244,-407,-247
1751,1069,-376,-339
1752,1069,-376,-339
1753,1069,-376,-339
1754,1069,-376,-339
1755,996,-396,-357
1756,996,-396,-357
1757,996,-396,-357
1758,996,-396,-357
1759,996,-396,-357
1760,1096,-381,-283
1761,1096,-381,-283
1762,1096,-381,-283
1763,1096,-381,-283
1764,1096,-381,-27
1765,1306,-339,-159
1766,1306,-339,-159
1767,1306,-339,-159
1768,1306,-339,-159
1769,1502,-296,-68
1770,1502,-296,-68
1771,1502,-296,-68
1772,1502,-296,-68
1773,1502,-296,-68
1774,1581,-268,-84
1775,1581,-268,-84
1776,1581,-268,-84
1777,1581,-268,-84
1778,1581,-268,-84
1779,1509,-275,-176
1780,1509,-275,-176
1781,1509,-275,-176
1782,1509,-275,-176
1783,1353,-294,-267
1784,1353,-294,-267
1785,1353,-294,-267
1786,1353,-294,-267
1787,1353,-294,-267
1788,1191,-321,-329
1789,1191,-321,-329
1790,1191,-321,-329
1791,1191,-321,-329
1792,1078,-357,-362
1793,1078,-357,-362
1794,1078,-357,-362
1795,1078,-357,-362
1796,1078,-357,-362
1797,1020,-347,-330
1798,1020,-347,-330
1799,1020,-347,-330
1800,1020,-347,-330
1801,1005,-265,-229
1802,1005,-265,-229
1803,1005,-265,-229
1804,1005,-265,-229
1805,1005,-265,-229
1806,958,-206,-145
1807,958,-206,-145
1808,958,-206,-145
1809,958,-206,-145
1810,958,-206,-145
1811,811,-219,-166
1812,811,-219,-166
1813,811,-219,-166
1814,811,-219,-166
1815,578,-219,-260
1816,578,-219,-260
1817,578,-219,-260
1818,578,-219,-260
1819,578,-219,-260
1820,343,-165,-304
1821,343,-165,-304
1822,343,-165,-304
1823,343,-165,-304
1824,343,-165,-304
1825,176,-140,-278
1826,176,-140,-278
1827,176,-140,-278
1828,176,-140,-278
1829,176,-140,-204
1830,99,-107,-204
1831,99,-107,-204
1832,99,-107,-204
1833,99,-107,-204
1834,171,-30,-117
1835,171,-30,-117
1836,171,-30,-117
1837,171,-30,-117
1838,171,-30,-117
1839,626,97,22
1840,626,97,22
1841,626,97,22
1842,626,97,22
1843,626,97,22
1844,626,97,22
1845,996,235,69
1846,996,235,69
1847,996,235,69
1848,996,235,69
1849,996,235,69
1850,1126,358,36
1851,1126,358,36
1852,1126,358,36
1853,1126,358,36
1854,1126,358,36
1855,1173,450,21
1856,1173,450,21
1857,1173,450,21
1858,1173,450,21
1859,1173,450,21
1860,1092,414,51
1861,1092,414,51
1862,1092,414,51
1863,1092,414,51
1864,1092,414,51
1865,1092,414,29
1866,904,319,29
1867,904,319,29
1868,904,319,29
1869,904,319,29
1870,904,319,29
1871,666,243,-25
1872,666,243,-25
1873,666,243,-25
1874,666,243,-25
1875,666,243,-25
1876,494,196,-13
1877,494,196,-13
1878,494,196,-13
1879,494,196,-13
1880,494,196,-13
1881,519,201,54
1882,519,201,54
1883,519,201,54
1884,519,201,54
1885,519,201,54
1886,678,275,142
1887,678,275,142
1888,678,275,142
1889,678,275,142
1890,678,275,142
1891,793,323,206
1892,793,323,206
1893,793,323,206
1894,793,323,206
1895,793,323,206
1896,793,323,229
1897,772,334,229
1898,772,334,229
1899,772,334,229
1900,772,334,229
1901,772,334,229
1902,654,296,225
1903,654,296,225
1904,654,296,225
1905,654,296,225
1906,654,296,225
1907,558,212,184
1908,558,212,184
1909,558,212,184
1910,558,212,184
1911,558,212,184
1912,540,138,144
1913,540,138,144
1914,540,138,144
1915,540,138,144
1916,540,138,144
1917,579,85,121
1918,579,85,121
1919,579,85,121
1920,579,85,121
1921,579,85,121
1922,646,48,119
1923,646,48,119
1924,646,48,119
1925,646,48,119
1926,646,48,119
1927,646,48,96
1928,745,55,96
1929,745,55,96
1930,745,55,96
1931,745,55,96
1932,745,55,96
1933,833,174,67
1934,833,174,67
1935,833,174,67
1936,833,174,67
1937,833,174,67
1938,833,297,70
1939,837,297,70
1940,837,297,70
1941,837,297,70
1942,837,297,70
1943,837,297,70
1944,768,330,79
1945,768,330,79
1946,768,330,79
1947,768,330,79
1948,768,330,79
1949,467,294,57
1950,467,294,57
1951,467,294,57
1952,467,294,57
1953,467,294,57
1954,-808,-142,-12
1955,-808,-142,-12
1956,-808,-142,-12
1957,-808,-142,-12
1958,-808,-142,-12
1959,-149,-61,-4
1960,-149,-61,-4
1961,-149,-61,-4
1962,-149,-61,-4
1963,-149,-61,-4
1964,8,73,-27
1965,8,73,-27
1966,8,73,-27
1967,8,73,-27
1968,8,73,-27
1969,8,73,-27
1970,-14,59,-42
1971,-14,59,-42
1972,-14,59,-42
1973,-14,59,-42
1974,-14,59,-42
1975,6,26,-7
1976,6,26,-7
1977,6,26,-7
1978,6,26,-7
1979,6,26,-7
1980,6,26,-7
1981,6,-4,-1
1982,21,-4,-1
1983,21,-4,-1
1984,21,-4,-1
1985,21,-4,-1
1986,21,-4,-1
1987,13,12,5
1988,13,12,5
1989,13,12,5
1990,13,12,5
1991,13,12,5
1992,13,12,5
1993,13,8,5
1994,-4,8,5
1995,-4,8,5
1996,-4,8,5
1997,-4,8,5
1998,-4,8,5
1999,-4,8,5
2000,12,-6,2
2001,12,-6,2
2002,12,-6,2
2003,12,-6,2
2004,12,-6,2
2005,12,-6,2
2006,8,-3,-1
2007,8,-3,-1
2008,8,-3,-1
2009,8,-3,-1
2010,8,-3,-1
2011,8,-3,-1
2012,-7,-7,-6
2013,-7,-7,-6
2014,-7,-7,-6
2015,-7,-7,-6
2016,-7,-7,-6
2017,-7,-7,-6
2018,15,-18,-9
2019,15,-18,-9
2020,15,-18,-9
2021,15,-18,-9
2022,15,-18,-9
2023,15,-18,-7
2024,10,-12,-7
2025,10,-12,-7
2026,10,-12,-7
2027,10,-12,-7
2028,10,-12,-7
2029,-6,-22,-6
2030,-6,-22,-6
2031,-6,-22,-6
2032,-6,-22,-6
2033,-6,-22,-6
2034,-6,-22,-6
2035,7,-8,-4
2036,7,-8,-4
2037,7,-8,-4
2038,7,-8,-4
2039,7,-8,-4
2040,7,-8,-4
2041,9,21,-1
2042,9,21,-1
2043,9,21,-1
2044,9,21,-1
2045,9,21,-1
2046,9,21,-1
2047,0,18,0
2048,0,18,0
2049,0,18,0
2050,0,18,0
2051,0,18,0
2052,0,18,0
2053,5,-5,2
2054,5,-5,2
2055,5,-5,2
2056,5,-5,2
2057,5,-5,2
2058,5,-5,2
2059,5,-5,3
2060,6,-16,3
2061,6,-16,3
2062,6,-16,3
2063,6,-16,3
2064,6,-16,3
2065,6,-16,3
2066,-1,-27,2
2067,-1,-27,2
2068,-1,-27,2
2069,-1,-27,2
2070,-1,-27,2
2071,-1,-27,1
2072,-3,-36,1
2073,-3,-36,1
2074,-3,-36,1
2075,-3,-36,1
2076,-3,-36,1
2077,-5,-30,-2
2078,-5,-30,-2
2079,-5,-30,-2
2080,-5,-30,-2
2081,-5,-30,-2
2082,-5,-30,-2
2083,2,-20,-1
2084,2,-20,-1
2085,2,-20,-1
2086,2,-20,-1
2087,2,-20,-1
2088,2,-20,-1
2089,5,-12,-2
2090,5,-12,-2
2091,5,-12,-2
2092,5,-12,-2
2093,5,-12,-2
2094,5,-12,-2
2095,1,-3,-2
2096,1,-3,-2
2097,1,-3,-2
2098,1,-3,-2
2099,1,-3,-2
2100,1,-3,-4
2101,5,0,-4
2102,5,0,-4
2103,5,0,-4
2104,5,0,-4
2105,5,0,-4
2106,5,0,-4
2107,6,3,-1
2108,6,3,-1
2109,6,3,-1
2110,6,3,-1
2111,6,3,-1
2112,6,3,-1
2113,7,0,-2
2114,7,0,-2
2115,7,0,-2
2116,7,0,-2
2117,7,0,-2
2118,7,0,-2
2119,7,0,-2
2120,8,3,2
2121,8,3,2
2122,8,3,2
2123,8,3,2
2124,8,3,2
2125,8,3,2
2126,8,3,0
2127,11,9,0
2128,11,9,0
2129,11,9,0
2130,11,9,0
2131,11,9,0
2132,11,9,0
2133,7,11,-1
2134,7,11,-1
2135,7,11,-1
2136,7,11,-1
2137,7,11,-1
2138,7,11,-1
2139,0,-2,-6
2140,0,-2,-6
2141,0,-2,-6
2142,0,-2,-6
2143,0,-2,-6
2144,0,-2,-6
2145,3,-5,-1
2146,3,-5,-1
2147,3,-5,-1
2148,3,-5,-1
2149,3,-5,-1
2150,3,-5,-1
2151,8,-3,0
2152,8,-3,0
2153,8,-3,0
2154,8,-3,0
2155,8,-3,0
2156,8,-3,0
2157,8,-3,0
2158,10,-8,-1
2159,10,-8,-1
2160,10,-8,-1
2161,10,-8,-1
2162,10,-8,-1
2163,10,-8,0
2164,5,-7,0
2165,5,-7,0
2166,5,-7,0
2167,5,-7,0
2168,5,-7,0
2169,5,-7,0
2170,10,-10,-1
2171,10,-10,-1
2172,10,-10,-1
2173,10,-10,-1
2174,10,-10,-1
2175,10,-10,-2
2176,9,-9,-2
2177,9,-9,-2
2178,9,-9,-2
2179,9,-9,-2
2180,9,-9,-2
2181,9,-9,4
2182,6,-1,4
2183,6,-1,4
2184,6,-1,4
2185,6,-1,4
2186,6,-1,4
2187,6,-1,4
2188,6,3,3
2189,6,3,3
2190,6,3,3
2191,6,3,3
2192,6,3,3
2193,6,3,3
2194,6,3,3
2195,11,2,0
2196,11,2,0
2197,11,2,0
2198,11,2,0
2199,11,2,0
2200,11,2,0
2201,13,-7,2
2202,13,-7,2
2203,13,-7,2
2204,13,-7,2
2205,13,-7,2
2206,13,-7,2
2207,7,-5,0
2208,7,-5,0
2209,7,-5,0
2210,7,-5,0
2211,7,-5,0
2212,7,-5,0
2213,7,-5,0
2214,4,-7,-1
2215,4,-7,-1
2216,4,-7,-1
2217,4,-7,-1
2218,4,-7,-1
2219,4,-7,-1
2220,6,-5,-3
2221,6,-5,-3
2222,6,-5,-3
2223,6,-5,-3
2224,6,-5,-3
2225,6,-5,-3
2226,3,-2,1
2227,3,-2,1
2228,3,-2,1
2229,3,-2,1
2230,3,-2,1
2231,3,-2,1
2232,-1,1,0
2233,-1,1,0
2234,-1,1,0
2235,-1,1,0
2236,-1,1,0
2237,-1,1,0
2238,-1,1,0
2239,8,13,0
2240,8,13,0
2241,8,13,0
2242,8,13,0
2243,8,13,0
2244,8,13,0
2245,10,22,0
2246,10,22,0
2247,10,22,0
2248,10,22,0
2249,10,22,0
2250,10,22,0
2251,4,19,1
2252,4,19,1
2253,4,19,1
2254,4,19,1
2255,4,19,1
2256,4,19,1
2257,4,19,1
2258,6,4,1
2259,6,4,1
2260,6,4,1
2261,6,4,1
2262,6,4,1
2263,6,4,1
2264,6,-7,0
2265,6,-7,0
2266,6,-7,0
2267,6,-7,0
2268,6,-7,0
2269,6,-7,0
2270,6,-7,0
2271,5,-5,-2
2272,5,-5,-2
2273,5,-5,-2
2274,5,-5,-2
2275,5,-5,-2
2276,5,-5,-2
2277,2,-6,2
2278,2,-6,2
2279,2,-6,2
2280,2,-6,2
2281,2,-6,2
2282,2,-6,2
2283,7,-7,1
2284,7,-7,1
2285,7,-7,1
2286,7,-7,1
2287,7,-7,1
2288,7,-7,1
2289,7,-7,1
2290,2,-3,-2
2291,2,-3,-2
2292,2,-3,-2
2293,2,-3,-2
2294,2,-3,-2
2295,2,-3,-2
2296,3,-2,-3
2297,3,-2,-3
2298,3,-2,-3
2299,3,-2,-3
2300,3,-2,-3
2301,3,-2,-3
2302,6,-1,-2
2303,6,-1,-2
2304,6,-1,-2
2305,6,-1,-2
2306,6,-1,-2
2307,6,-1,-2
2308,4,2,-1
2309,4,2,-1
2310,4,2,-1
2311,4,2,-1
2312,4,2,-1
2313,4,2,-1
2314,4,2,0
2315,6,1,0
2316,6,1,0
2317,6,1,0
2318,6,1,0
2319,6,1,0
2320,6,1,0
2321,7,-1,-1
2322,7,-1,-1
2323,7,-1,-1
2324,7,-1,-1
2325,7,-1,-1
2326,7,-1,-1
2327,6,-3,-1
2328,6,-3,-1
2329,6,-3,-1
2330,6,-3,-1
2331,6,-3,-1
2332,6,-3,-1
2333,6,-3,-2
2334,7,0,-2
2335,7,0,-2
2336,7,0,-2
2337,7,0,-2
2338,7,0,-2
2339,7,0,-2
2340,5,0,-1
2341,5,0,-1
2342,5,0,-1
2343,5,0,-1
2344,5,0,-1
2345,5,0,-1
2346,9,1,2
2347,9,1,2
2348,9,1,2
2349,9,1,2
2350,9,1,2
2351,9,1,2
2352,9,1,2
2353,9,2,-1
2354,9,2,-1
2355,9,2,-1
2356,9,2,-1
2357,9,2,-1
2358,9,2,-1
2359,9,6,0
2360,13,6,0
2361,13,6,0
2362,13,6,0
2363,13,6,0
2364,13,6,0
2365,13,6,0
2366,14,4,0
2367,14,4,0
2368,14,4,0
2369,14,4,0
2370,14,4,0
2371,14,4,0
2372,13,1,-1
2373,13,1,-1
2374,13,1,-1
2375,13,1,-1
2376,13,1,-1
2377,13,1,-1
2378,269,-2,-1
2379,18,-2,-1
2380,18,-2,-1
2381,18,-2,-1
2382,18,-2,-1
2383,18,-2,-1
2384,9,-1,-1
2385,9,-1,-1
2386,9,-1,-1
2387,9,-1,-1
2388,9,-1,-1
2389,9,-1,-1
2390,4,1,-1
2391,4,1,-1
2392,4,1,-1
2393,4,1,-1
2394,4,1,-1
2395,4,1,-1
2396,4,1,-1
2397,8,-3,0
2398,8,-3,0
2399,8,-3,0
2400,8,-3,0
2401,8,-3,0
2402,8,-3,0
2403,9,-4,-1
2404,9,-4,-1
2405,9,-4,-1
2406,9,-4,-1
2407,9,-4,-1
2408,9,-4,-1
2409,9,3,0
2410,9,3,0
2411,9,3,0
2412,9,3,0
2413,9,3,0
2414,9,3,0
2415,9,3,0
2416,9,5,0
2417,9,5,0
2418,9,5,0
2419,9,5,0
2420,9,5,0
2421,9,5,0
2422,9,5,0
2423,9,5,0
2424,9,5,0
2425,9,5,0
2426,9,5,0
2427,9,5,0
2428,9,5,0
2429,9,5,-2
2430,9,9,-2
2431,9,9,-2
2432,9,9,-2
2433,9,9,-2
2434,9,9,-2
2435,9,9,-2
2436,8,10,-1
2437,8,10,-1
2438,8,10,-1
2439,8,10,-1
2440,8,10,-1
2441,8,10,-1
2442,9,8,0
2443,9,8,0
2444,9,8,0
2445,9,8,0
2446,9,8,0
2447,9,8,0
2448,9,8,0
2449,7,3,0
2450,7,3,0
2451,7,3,0
2452,7,3,0
2453,7,3,0
2454,7,3,0
2455,7,3,1
2456,9,-5,1
2457,9,-5,1
2458,9,-5,1
2459,9,-5,1
2460,9,-5,1
2461,9,-5,1
2462,8,-6,-1
2463,8,-6,-1
2464,8,-6,-1
2465,8,-6,-1
2466,8,-6,-1
2467,8,-6,-1
2468,10,-4,-2
2469,10,-4,-2
2470,10,-4,-2
2471,10,-4,-2
2472,10,-4,-2
2473,10,-4,-2
2474,11,-4,-4
2475,11,-4,-4
2476,11,-4,-4
2477,11,-4,-4
2478,11,-4,-4
2479,11,-4,-4
2480,3,8,0
2481,3,8,0
2482,3,8,0
2483,3,8,0
2484,3,8,0
2485,3,8,0
2486,5,9,-2
2487,5,9,-2
2488,5,9,-2
2489,5,9,-2
2490,5,9,-2
2491,5,9,-2
2492,5,9,-2
2493,10,5,0
2494,10,5,0
2495,10,5,0
2496,10,5,0
2497,10,5,0
2498,10,5,0
2499,10,7,0
2500,10,7,0
2501,10,7,0
2502,10,7,0
2503,10,7,0
2504,10,7,0
2505,10,7,-1
2506,11,4,-1
2507,11,4,-1
2508,11,4,-1
2509,11,4,-1
2510,11,4,-1
2511,11,4,-1
2512,11,1,-4
2513,11,1,-4
2514,11,1,-4
2515,11,1,-4
2516,11,1,-4
2517,11,1,-4
2518,7,-3,-2
2519,7,-3,-2
2520,7,-3,-2
2521,7,-3,-2
2522,7,-3,-2
2523,7,-3,-2
2524,9,-4,-5
2525,9,-4,-5
2526,9,-4,-5
2527,9,-4,-5
2528,9,-4,-5
2529,9,-4,-5
2530,6,-5,-3
2531,6,-5,-3
2532,6,-5,-3
2533,6,-5,-3
2534,6,-5,-3
2535,6,-5,-3
2536,7,-2,-3
2537,7,-2,-3
2538,7,-2,-3
2539,7,-2,-3
2540,7,-2,-3
2541,7,-2,-3
2542,4,4,-4
2543,4,4,-4
2544,4,4,-4
2545,4,4,-4
2546,4,4,-4
2547,4,4,-4
2548,4,4,-5
2549,7,2,-5
2550,7,2,-5
2551,7,2,-5
2552,7,2,-5
2553,7,2,-5
2554,7,2,-5
2555,2,2,-3
2556,2,2,-3
2557,2,2,-3
2558,2,2,-3
2559,2,2,-3
2560,2,2,-3
2561,2,-4,0
2562,5,-4,0
2563,5,-4,0
2564,5,-4,0
2565,5,-4,0
2566,5,-4,0
2567,5,-4,0
2568,5,3,-2
2569,5,3,-2
2570,5,3,-2
2571,5,3,-2
2572,5,3,-2
2573,5,3,-2
2574,7,0,1
2575,7,0,1
2576,7,0,1
2577,7,0,1
2578,7,0,1
2579,7,0,1
2580,7,0,1
2581,7,-3,1
2582,7,-3,1
2583,7,-3,1
2584,7,-3,1
2585,7,-3,1
2586,7,-3,1
2587,7,-7,-1
2588,9,-7,-1
2589,9,-7,-1
2590,9,-7,-1
2591,9,-7,-1
2592,9,-7,-1
2593,9,-7,1
2594,8,-3,1
2595,8,-3,1
2596,8,-3,1
2597,8,-3,1
2598,8,-3,1
2599,8,-3,1
2600,11,1,0
2601,11,1,0
2602,11,1,0
2603,11,1,0
2604,11,1,0
2605,11,1,0
2606,8,2,-2
2607,8,2,-2
2608,8,2,-2
2609,8,2,-2
2610,8,2,-2
2611,8,2,-2
2612,8,2,-2
2613,14,1,-1
2614,14,1,-1
2615,14,1,-1
2616,14,1,-1
2617,14,1,-1
2618,14,1,-1
2619,8,1,-2
2620,8,1,-2
2621,8,1,-2
2622,8,1,-2
2623,8,1,-2
2624,8,1,-2
2625,8,3,-2
2626,8,3,-2
2627,8,3,-2
2628,8,3,-2
2629,8,3,-2
2630,8,3,-2
2631,8,3,-2
2632,12,1,-1
2633,12,1,-1
2634,12,1,-1
2635,12,1,-1
2636,12,1,-1
2637,12,1,-1
2638,7,6,-1
2639,7,6,-1
2640,7,6,-1
2641,7,6,-1
2642,7,6,-1
2643,7,6,-1
2644,5,28,-6
2645,5,28,-6
2646,5,28,-6
2647,5,28,-6
2648,5,28,-6
2649,5,28,-6
2650,9,68,-10
2651,9,68,-10
2652,9,68,-10
2653,9,68,-10
2654,9,68,-10
2655,9,68,-10
2656,23,118,-8
2657,23,118,-8
2658,23,118,-8
2659,23,118,-8
2660,23,118,-8
2661,23,118,-8
2662,32,162,1
2663,32,162,1
2664,32,162,1
2665,32,162,1
2666,32,162,1
2667,32,162,4
2668,29,164,4
2669,29,164,4
2670,29,164,4
2671,29,164,4
2672,29,164,4
2673,22,120,9
2674,22,120,9
2675,22,120,9
2676,22,120,9
2677,22,120,9
2678,22,120,9
2679,12,97,0
2680,12,97,0
2681,12,97,0
2682,12,97,0
2683,12,97,0
2684,12,97,0
2685,8,173,8
2686,8,173,8
2687,8,173,8
2688,8,173,8
2689,8,173,8
2690,8,173,8
2691,-2,400,35
2692,-2,400,35
2693,-2,400,35
2694,-2,400,35
2695,-2,400,35
2696,-2,400,35
2697,-61,734,143
2698,-61,734,143
2699,-61,734,143
2700,-61,734,143
2701,-61,734,143
2702,-240,950,272
2703,-240,950,272
2704,-240,950,272
2705,-240,950,272
2706,-240,950,272
2707,-580,880,320
2708,-580,880,320
2709,-580,880,320
2710,-580,880,320
2711,-580,880,320
2712,-820,574,318
2713,-820,574,318
2714,-820,574,318
2715,-820,574,318
2716,-820,574,318
2717,-882,294,182
2718,-882,294,182
2719,-882,294,182
2720,-882,294,182
2721,-882,294,182
2722,-885,73,63
2723,-885,73,63
2724,-885,73,63
2725,-885,73,63
2726,-885,73,63
2727,-793,-88,83
2728,-793,-88,83
2729,-793,-88,83
2730,-793,-88,83
2731,-793,-88,83
2732,-682,-122,190
2733,-682,-122,190
2734,-682,-122,190
2735,-682,-122,190
2736,-682,-122,190
