t,x,y,z
4033,630,-679,29
4034,630,-679,29
4035,630,-679,29
4036,630,-679,29
4037,630,-679,-35
4038,701,-745,-35
4039,701,-745,-35
4040,701,-745,-35
4041,701,-745,-35
4042,701,-589,-33
4043,771,-589,-33
4044,771,-589,-33
4045,771,-589,-33
4046,771,-589,-33
4047,801,-335,58
4048,801,-335,58
4049,801,-335,58
4050,801,-335,58
4051,801,-335,58
4052,545,-86,183
4053,749,-86,183
4054,749,-86,183
4055,749,-86,183
4056,749,-86,183
4057,749,-86,236
4058,626,33,236
4059,626,33,236
4060,626,33,236
4061,626,33,236
4062,626,33,236
4063,498,-37,226
4064,498,-37,226
4065,498,-37,226
4066,498,-37,226
4067,498,-37,226
4068,446,-208,211
4069,446,-208,211
4070,446,-208,211
4071,446,-208,211
4072,446,-208,211
4073,493,-365,217
4074,493,-365,217
4075,493,-365,217
4076,493,-365,217
4077,493,-365,217
4078,621,-429,217
4079,621,-429,217
4080,621,-429,217
4081,621,-429,217
4082,621,-429,217
4083,764,-410,219
4084,764,-410,219
4085,764,-410,219
4086,764,-410,219
4087,764,-410,219
4088,907,-330,247
4089,907,-330,247
4090,907,-330,247
4091,907,-330,247
4092,907,-330,261
4093,1051,-226,261
4094,1051,-226,261
4095,1051,-226,261
4096,1051,-226,261
4097,1118,-200,198
4098,1118,-200,198
4099,1118,-200,198
4100,1118,-200,198
4101,1118,-200,198
4102,1126,-238,165
4103,1126,-238,165
4104,1126,-238,165
4105,1126,-238,165
4106,1126,-238,165
4107,1215,-265,206
4108,1215,-265,206
4109,1215,-265,206
4110,1215,-265,206
4111,1280,-239,257
4112,1280,-239,257
4113,1280,-239,257
4114,1280,-239,257
4115,1280,-239,257
4116,1265,-185,256
4117,1265,-185,256
4118,1265,-185,256
4119,1265,-185,256
4120,1265,-185,256
4121,1189,-97,184
4122,1189,-97,184
4123,1189,-97,184
4124,1189,-97,184
4125,1189,-97,184
4126,1040,-55,76
4127,1040,-55,76
4128,1040,-55,76
4129,1040,-55,76
4130,1040,-55,76
4131,857,-38,-9
4132,857,-38,-9
4133,857,-38,-9
4134,857,-38,-9
4135,857,-38,-9
4136,680,-66,-36
4137,680,-66,-36
4138,680,-66,-36
4139,680,-66,-36
4140,680,-66,-36
4141,560,-110,-1
4142,560,-110,-1
4143,560,-110,-1
4144,560,-110,-1
4145,560,-110,-1
4146,547,-117,62
4147,547,-117,62
4148,547,-117,62
4149,547,-117,62
4150,547,-117,62
4151,660,-55,128
4152,660,-55,128
4153,660,-55,128
4154,660,-55,128
4155,660,-55,128
4156,660,-55,149
4157,847,37,149
4158,847,37,149
4159,847,37,149
4160,847,37,149
4161,847,37,149
4162,1071,109,134
4163,1071,109,134
4164,1071,109,134
4165,1071,109,134
4166,1071,109,134
4167,1245,131,98
4168,1245,131,98
4169,1245,131,98
4170,1245,131,98
4171,1245,131,98
4172,1379,99,60
4173,1379,99,60
4174,1379,99,60
4175,1379,99,60
4176,1379,99,60
4177,1456,17,29
4178,1456,17,29
4179,1456,17,29
4180,1456,17,29
4181,1456,17,29
4182,1456,-55,25
4183,1504,-55,25
4184,1504,-55,25
4185,1504,-55,25
4186,1504,-55,25
4187,1504,-55,34
4188,1516,-69,34
4189,1516,-69,34
4190,1516,-69,34
4191,1516,-69,34
4192,1516,-69,34
4193,1491,-107,4
4194,1491,-107,4
4195,1491,-107,4
4196,1491,-107,4
4197,1491,-107,4
4198,1390,-216,-79
4199,1390,-216,-79
4200,1390,-216,-79
4201,1390,-216,-79
4202,1390,-216,-210
4203,1223,-331,-210
4204,1223,-331,-210
4205,1223,-331,-210
4206,1223,-331,-210
4207,1018,-423,-326
4208,1018,-423,-326
4209,1018,-423,-326
4210,1018,-423,-326
4211,1018,-423,-326
4212,826,-460,-341
4213,826,-460,-341
4214,826,-460,-341
4215,826,-460,-341
4216,705,-482,-244
4217,705,-482,-244
4218,705,-482,-244
4219,705,-482,-244
4220,705,-482,-244
4221,1097,-645,-11
4222,1097,-645,-11
4223,1097,-645,-11
4224,1097,-645,-11
4225,1097,-645,-11
4226,1577,-349,39
4227,1577,-349,39
4228,1577,-349,39
4229,1577,-349,39
4230,1577,-349,39
4231,1700,-144,34
4232,1700,-144,34
4233,1700,-144,34
4234,1700,-144,34
4235,1700,-144,53
4236,1703,-46,53
4237,1703,-46,53
4238,1703,-46,53
4239,1703,-46,53
4240,1703,-46,29
4241,1695,80,29
4242,1695,80,29
4243,1695,80,29
4244,1695,80,29
4245,1695,80,29
4246,1568,160,8
4247,1568,160,8
4248,1568,160,8
4249,1568,160,8
4250,1568,160,8
4251,1356,95,-12
4252,1356,95,-12
4253,1356,95,-12
4254,1356,95,-12
4255,1356,95,-12
4256,894,-406,-21
4257,894,-406,-21
4258,894,-406,-21
4259,894,-406,-21
4260,894,-406,-21
4261,8,-1177,-34
4262,8,-1177,-34
4263,8,-1177,-34
4264,8,-1177,-34
4265,8,-1177,-34
4266,44,-784,-21
4267,44,-784,-21
4268,44,-784,-21
4269,44,-784,-21
4270,44,-784,-21
4271,-31,-319,-33
4272,-31,-319,-33
4273,-31,-319,-33
4274,-31,-319,-33
4275,-31,-319,-33
4276,15,-3,-81
4277,15,-3,-81
4278,15,-3,-81
4279,15,-3,-81
4280,15,-3,-81
4281,15,-3,-81
4282,40,94,-133
4283,40,94,-133
4284,40,94,-133
4285,40,94,-133
4286,40,94,-133
4287,36,89,-98
4288,36,89,-98
4289,36,89,-98
4290,36,89,-98
4291,36,89,-98
4292,36,89,-98
4293,13,27,-1
4294,13,27,-1
4295,13,27,-1
4296,13,27,-1
4297,13,27,-1
4298,13,27,78
4299,-7,-9,78
4300,-7,-9,78
4301,-7,-9,78
4302,-7,-9,78
4303,-7,-9,78
4304,-22,-64,70
4305,-22,-64,70
4306,-22,-64,70
4307,-22,-64,70
4308,-22,-64,70
4309,-22,-64,70
4310,-23,-106,40
4311,-23,-106,40
4312,-23,-106,40
4313,-23,-106,40
4314,-23,-106,40
4315,-21,-122,7
4316,-21,-122,7
4317,-21,-122,7
4318,-21,-122,7
4319,-21,-122,7
4320,-10,-70,-2
4321,-10,-70,-2
4322,-10,-70,-2
4323,-10,-70,-2
4324,-10,-70,-2
4325,-4,-15,-2
4326,-4,-15,-2
4327,-4,-15,-2
4328,-4,-15,-2
4329,-4,-15,-2
4330,-4,-15,-2
4331,19,22,-3
4332,19,22,-3
4333,19,22,-3
4334,19,22,-3
4335,19,22,-3
4336,19,22,-3
4337,13,42,-3
4338,13,42,-3
4339,13,42,-3
4340,13,42,-3
4341,13,42,-3
4342,13,42,-9
4343,6,13,-9
4344,6,13,-9
4345,6,13,-9
4346,6,13,-9
4347,6,13,-9
4348,6,13,-11
4349,8,-7,-11
4350,8,-7,-11
4351,8,-7,-11
4352,8,-7,-11
4353,8,-7,-11
4354,3,-5,-7
4355,3,-5,-7
4356,3,-5,-7
4357,3,-5,-7
4358,3,-5,-7
4359,3,-5,-7
4360,3,-5,-9
4361,7,-12,-9
4362,7,-12,-9
4363,7,-12,-9
4364,7,-12,-9
4365,7,-12,-9
4366,-3,-15,-12
4367,-3,-15,-12
4368,-3,-15,-12
4369,-3,-15,-12
4370,-3,-15,-12
4371,-3,-15,-12
4372,-2,-14,-9
4373,-2,-14,-9
4374,-2,-14,-9
4375,-2,-14,-9
4376,-2,-14,-9
4377,-8,-13,-4
4378,-8,-13,-4
4379,-8,-13,-4
4380,-8,-13,-4
4381,-8,-13,-4
4382,-8,-13,-4
4383,-1,-5,-9
4384,-1,-5,-9
4385,-1,-5,-9
4386,-1,-5,-9
4387,-1,-5,-9
4388,-1,-5,-9
4389,3,0,-9
4390,3,0,-9
4391,3,0,-9
4392,3,0,-9
4393,3,0,-9
4394,3,0,-9
4395,11,16,-11
4396,11,16,-11
4397,11,16,-11
4398,11,16,-11
4399,11,16,-11
4400,11,16,-9
4401,10,22,-9
4402,10,22,-9
4403,10,22,-9
4404,10,22,-9
4405,10,22,-9
4406,8,12,-5
4407,8,12,-5
4408,8,12,-5
4409,8,12,-5
4410,8,12,-5
4411,8,12,-5
4412,8,-5,1
4413,8,-5,1
4414,8,-5,1
4415,8,-5,1
4416,8,-5,1
4417,8,-5,1
4418,8,-5,1
4419,11,-10,1
4420,11,-10,1
4421,11,-10,1
4422,11,-10,1
4423,11,-10,1
4424,11,-10,1
4425,3,-9,0
4426,3,-9,0
4427,3,-9,0
4428,3,-9,0
4429,3,-9,0
4430,3,-9,0
4431,4,-6,0
4432,4,-6,0
4433,4,-6,0
4434,4,-6,0
4435,4,-6,0
4436,4,-6,0
4437,4,-1,1
4438,6,-1,1
4439,6,-1,1
4440,6,-1,1
4441,6,-1,1
4442,6,-1,1
4443,6,-1,1
4444,9,-1,1
4445,9,-1,1
4446,9,-1,1
4447,9,-1,1
4448,9,-1,1
4449,9,-1,1
4450,12,-4,-1
4451,12,-4,-1
4452,12,-4,-1
4453,12,-4,-1
4454,12,-4,-1
4455,12,-4,-1
4456,9,-11,0
4457,9,-11,0
4458,9,-11,0
4459,9,-11,0
4460,9,-11,0
4461,9,-11,0
4462,0,-11,-1
4463,0,-11,-1
4464,0,-11,-1
4465,0,-11,-1
4466,0,-11,-1
4467,0,-11,-1
4468,-3,-18,-4
4469,-3,-18,-4
4470,-3,-18,-4
4471,-3,-18,-4
4472,-3,-18,-4
4473,-3,-18,-1
4474,-1,-19,-1
4475,-1,-19,-1
4476,-1,-19,-1
4477,-1,-19,-1
4478,-1,-19,-1
4479,3,-16,-2
4480,3,-16,-2
4481,3,-16,-2
4482,3,-16,-2
4483,3,-16,-2
4484,3,-16,-2
4485,6,-7,-3
4486,6,-7,-3
4487,6,-7,-3
4488,6,-7,-3
4489,6,-7,-3
4490,6,-7,-3
4491,3,8,-2
4492,3,8,-2
4493,3,8,-2
4494,3,8,-2
4495,3,8,-2
4496,3,8,-2
4497,7,11,1
4498,7,11,1
4499,7,11,1
4500,7,11,1
4501,7,11,1
4502,7,11,1
4503,7,11,1
4504,11,9,-1
4505,11,9,-1
4506,11,9,-1
4507,11,9,-1
4508,11,9,-1
4509,11,9,-1
4510,6,6,-3
4511,6,6,-3
4512,6,6,-3
4513,6,6,-3
4514,6,6,-3
4515,6,6,-3
4516,6,9,-2
4517,6,9,-2
4518,6,9,-2
4519,6,9,-2
4520,6,9,-2
4521,6,9,-2
4522,6,9,-2
4523,6,5,2
4524,6,5,2
4525,6,5,2
4526,6,5,2
4527,6,5,2
4528,6,5,2
4529,6,0,1
4530,0,0,1
4531,0,0,1
4532,0,0,1
4533,0,0,1
4534,0,0,1
4535,0,0,1
4536,1,2,-1
4537,1,2,-1
4538,1,2,-1
4539,1,2,-1
4540,1,2,-1
4541,1,2,-1
4542,1,2,-1
4543,3,-6,-2
4544,3,-6,-2
4545,3,-6,-2
4546,3,-6,-2
4547,3,-6,-2
4548,3,-6,-2
4549,2,-1,1
4550,2,-1,1
4551,2,-1,1
4552,2,-1,1
4553,2,-1,1
4554,2,-1,1
4555,5,7,-1
4556,5,7,-1
4557,5,7,-1
4558,5,7,-1
4559,5,7,-1
4560,5,7,-1
4561,5,7,-2
4562,6,5,-2
4563,6,5,-2
4564,6,5,-2
4565,6,5,-2
4566,6,5,-2
4567,6,5,-2
4568,5,-1,-1
4569,5,-1,-1
4570,5,-1,-1
4571,5,-1,-1
4572,5,-1,-1
4573,5,-1,-1
4574,7,-1,-4
4575,7,-1,-4
4576,7,-1,-4
4577,7,-1,-4
4578,7,-1,-4
4579,7,-1,-4
4580,5,-1,-2
4581,5,-1,-2
4582,5,-1,-2
4583,5,-1,-2
4584,5,-1,-2
4585,5,-1,-2
4586,4,-3,-1
4587,4,-3,-1
4588,4,-3,-1
4589,4,-3,-1
4590,4,-3,-1
4591,4,-3,-1
4592,6,-5,-3
4593,6,-5,-3
4594,6,-5,-3
4595,6,-5,-3
4596,6,-5,-3
4597,6,-5,-3
4598,6,-5,-1
4599,7,-2,-1
4600,7,-2,-1
4601,7,-2,-1
4602,7,-2,-1
4603,7,-2,-1
4604,7,-2,-1
4605,12,5,-1
4606,12,5,-1
4607,12,5,-1
4608,12,5,-1
4609,12,5,-1
4610,12,5,-1
4611,9,17,-5
4612,9,17,-5
4613,9,17,-5
4614,9,17,-5
4615,9,17,-5
4616,9,17,-5
4617,10,16,-4
4618,10,16,-4
4619,10,16,-4
4620,10,16,-4
4621,10,16,-4
4622,10,16,-4
4623,0,17,-3
4624,0,17,-3
4625,0,17,-3
4626,0,17,-3
4627,0,17,-3
4628,0,17,-3
4629,2,16,1
4630,2,16,1
4631,2,16,1
4632,2,16,1
4633,2,16,1
4634,2,16,1
4635,5,11,-3
4636,5,11,-3
4637,5,11,-3
4638,5,11,-3
4639,5,11,-3
4640,5,11,-3
4641,5,2,-3
4642,5,2,-3
4643,5,2,-3
4644,5,2,-3
4645,5,2,-3
4646,5,2,-3
4647,5,2,0
4648,4,-10,0
4649,4,-10,0
4650,4,-10,0
4651,4,-10,0
4652,4,-10,0
4653,4,-10,0
4654,1,-17,0
4655,1,-17,0
4656,1,-17,0
4657,1,-17,0
4658,1,-17,0
4659,1,-17,0
4660,7,-9,1
4661,7,-9,1
4662,7,-9,1
4663,7,-9,1
4664,7,-9,1
4665,7,-9,1
4666,7,-5,2
4667,7,-5,2
4668,7,-5,2
4669,7,-5,2
4670,7,-5,2
4671,7,-5,2
4672,7,-5,2
4673,5,3,-2
4674,5,3,-2
4675,5,3,-2
4676,5,3,-2
4677,5,3,-2
4678,5,3,-2
4679,2,8,0
4680,2,8,0
4681,2,8,0
4682,2,8,0
4683,2,8,0
4684,2,8,0
4685,2,8,0
4686,11,8,-1
4687,11,8,-1
4688,11,8,-1
4689,11,8,-1
4690,11,8,-1
4691,11,8,-1
4692,11,6,-3
4693,11,6,-3
4694,11,6,-3
4695,11,6,-3
4696,11,6,-3
4697,11,6,-3
4698,8,6,-3
4699,8,6,-3
4700,8,6,-3
4701,8,6,-3
4702,8,6,-3
4703,8,6,-3
4704,8,17,-4
4705,10,17,-4
4706,10,17,-4
4707,10,17,-4
4708,10,17,-4
4709,10,17,-4
4710,5,14,-4
4711,5,14,-4
4712,5,14,-4
4713,5,14,-4
4714,5,14,-4
4715,5,14,-4
4716,4,4,-3
4717,4,4,-3
4718,4,4,-3
4719,4,4,-3
4720,4,4,-3
4721,4,4,-3
4722,4,4,-3
4723,9,-4,-5
4724,9,-4,-5
4725,9,-4,-5
4726,9,-4,-5
4727,9,-4,-5
4728,9,-4,-5
4729,7,-1,-3
4730,7,-1,-3
4731,7,-1,-3
4732,7,-1,-3
4733,7,-1,-3
4734,7,-1,-3
4735,5,5,-2
4736,5,5,-2
4737,5,5,-2
4738,5,5,-2
4739,5,5,-2
4740,5,5,-2
4741,7,21,1
4742,7,21,1
4743,7,21,1
4744,7,21,1
4745,7,21,1
4746,7,21,1
4747,7,21,1
4748,14,24,1
4749,14,24,1
4750,14,24,1
4751,14,24,1
4752,14,24,1
4753,14,24,1
4754,14,22,-1
4755,14,22,-1
4756,14,22,-1
4757,14,22,-1
4758,14,22,-1
4759,14,22,-1
4760,16,28,-4
4761,16,28,-4
4762,16,28,-4
4763,16,28,-4
4764,16,28,-4
4765,16,28,-4
4766,16,22,-1
4767,16,22,-1
4768,16,22,-1
4769,16,22,-1
4770,16,22,-1
4771,-240,19,-3
4772,12,19,-3
4773,12,19,-3
4774,12,19,-3
4775,12,19,-3
4776,12,19,-3
4777,7,31,-1
4778,7,31,-1
4779,7,31,-1
4780,7,31,-1
4781,7,31,-1
4782,7,31,-1
4783,17,58,-3
4784,17,58,-3
4785,17,58,-3
4786,17,58,-3
4787,17,58,-3
4788,17,58,-3
4789,17,80,-9
4790,17,80,-9
4791,17,80,-9
4792,17,80,-9
4793,17,80,-9
4794,17,80,-9
4795,18,93,-2
4796,18,93,-2
4797,18,93,-2
4798,18,93,-2
4799,18,93,-2
4800,18,93,-2
4801,15,106,0
4802,15,106,0
4803,15,106,0
4804,15,106,0
4805,15,106,0
4806,15,106,-3
4807,9,143,-3
4808,9,143,-3
4809,9,143,-3
4810,9,143,-3
4811,9,143,-3
4812,1,215,6
4813,1,215,6
4814,1,215,6
4815,1,215,6
4816,1,215,6
4817,1,215,6
4818,-14,337,29
4819,-14,337,29
4820,-14,337,29
4821,-14,337,29
4822,-14,337,29
4823,-14,337,29
4824,-52,421,69
4825,-52,421,69
4826,-52,421,69
4827,-52,421,69
4828,-52,421,69
4829,-2,306,100
4830,-2,306,100
4831,-2,306,100
4832,-2,306,100
4833,-2,306,100
4834,314,346,112
4835,314,346,112
4836,314,346,112
4837,314,346,112
4838,314,346,112
4839,58,393,183
4840,215,393,183
4841,215,393,183
4842,215,393,183
4843,215,393,183
4844,215,393,183
4845,45,262,221
4846,45,262,221
4847,45,262,221
4848,45,262,221
4849,45,262,221
4850,-94,170,288
4851,-94,170,288
4852,-94,170,288
4853,-94,170,288
4854,-94,170,288
4855,-294,158,243
4856,-294,158,243
4857,-294,158,243
4858,-294,158,243
4859,-294,158,243
4860,-776,109,220
4861,-776,109,220
4862,-776,109,220
4863,-776,109,220
4864,-776,109,220
4865,-1168,-155,117
4866,-1168,-155,117
4867,-1168,-155,117
4868,-1168,-155,117
4869,-1382,-397,7
4870,-1382,-397,7
4871,-1382,-397,7
4872,-1382,-397,7
4873,-1382,-397,7
4874,-1415,-466,-57
4875,-1415,-466,-57
4876,-1415,-466,-57
4877,-1415,-466,-57
4878,-1415,-466,-57
4879,-1309,-320,-35
4880,-1309,-320,-35
4881,-1309,-320,-35
4882,-1309,-320,-35
4883,-1068,-91,54
4884,-1068,-91,54
4885,-1068,-91,54
4886,-1068,-91,54
4887,-1068,-91,54
4888,-722,109,132
4889,-722,109,132
4890,-722,109,132
4891,-722,109,132
4892,-722,109,132
4893,-370,227,173
4894,-370,227,173
4895,-370,227,173
4896,-370,227,173
4897,-370,227,173
4898,-83,257,193
4899,-83,257,193
4900,-83,257,193
4901,-83,257,193
4902,-83,257,193
4903,111,240,158
4904,111,240,158
4905,111,240,158
4906,111,240,158
4907,111,240,158
4908,215,171,115
4909,215,171,115
4910,215,171,115
4911,215,171,115
4912,215,171,115
4913,215,117,99
4914,241,117,99
4915,241,117,99
4916,241,117,99
4917,241,117,99
4918,241,117,99
4919,177,112,119
4920,177,112,119
4921,177,112,119
4922,177,112,119
4923,177,112,119
4924,54,99,155
4925,54,99,155
4926,54,99,155
4927,54,99,155
4928,54,99,155
4929,-114,32,171
4930,-114,32,171
4931,-114,32,171
4932,-114,32,171
4933,-114,32,171
4934,-114,32,146
4935,-290,8,146
4936,-290,8,146
4937,-290,8,146
4938,-290,8,146
4939,-290,8,146
4940,-402,95,133
4941,-402,95,133
4942,-402,95,133
4943,-402,95,133
4944,-402,95,133
4945,-454,252,160
4946,-454,252,160
4947,-454,252,160
4948,-454,252,160
4949,-454,252,160
4950,-487,360,215
4951,-487,360,215
4952,-487,360,215
4953,-487,360,215
4954,-487,360,215
4955,-522,382,281
4956,-522,382,281
4957,-522,382,281
4958,-522,382,281
4959,-522,382,281
4960,-563,375,358
4961,-563,375,358
4962,-563,375,358
4963,-563,375,358
4964,-563,375,394
4965,-575,328,394
4966,-575,328,394
4967,-575,328,394
4968,-575,328,394
4969,-575,230,323
4970,-557,230,323
4971,-557,230,323
4972,-557,230,323
4973,-557,230,323
4974,-508,148,201
4975,-508,148,201
4976,-508,148,201
4977,-508,148,201
4978,-508,148,201
4979,-465,117,162
4980,-465,117,162
4981,-465,117,162
4982,-465,117,162
4983,-465,117,162
4984,-466,96,195
4985,-466,96,195
4986,-466,96,195
4987,-466,96,195
4988,-466,96,195
4989,-526,55,216
4990,-526,55,216
4991,-526,55,216
4992,-526,55,216
4993,-526,55,216
4994,-629,27,208
4995,-629,27,208
4996,-629,27,208
4997,-629,27,208
4998,-629,27,208
4999,-629,18,174
5000,-738,18,174
5001,-738,18,174
5002,-738,18,174
5003,-738,18,174
5004,-738,18,136
5005,-787,52,136
5006,-787,52,136
5007,-787,52,136
5008,-787,52,136
5009,-787,52,136
5010,-754,109,124
5011,-754,109,124
5012,-754,109,124
5013,-754,109,124
5014,-754,109,124
5015,-699,228,167
5016,-699,228,167
5017,-699,228,167
5018,-699,228,167
5019,-699,228,244
5020,-709,380,244
5021,-709,380,244
5022,-709,380,244
5023,-709,380,244
5024,-839,484,248
5025,-839,484,248
5026,-839,484,248
5027,-839,484,248
5028,-839,484,248
5029,-1033,496,162
5030,-1033,496,162
5031,-1033,496,162
5032,-1033,496,162
5033,-1033,496,162
5034,-1195,432,77
5035,-1195,432,77
5036,-1195,432,77
5037,-1195,432,77
5038,-1195,432,77
5039,-1243,306,62
5040,-1243,306,62
5041,-1243,306,62
5042,-1243,306,62
5043,-1243,306,62
5044,-1174,208,122
5045,-1174,208,122
5046,-1174,208,122
5047,-1174,208,122
5048,-1174,208,122
5049,-1043,265,216
5050,-1043,265,216
5051,-1043,265,216
5052,-1043,265,216
5053,-984,441,296
5054,-984,441,296
5055,-984,441,296
5056,-984,441,296
5057,-984,441,296
5058,-1126,657,341
5059,-1126,657,341
5060,-1126,657,341
5061,-1126,657,341
5062,-1126,657,341
5063,-1441,824,321
5064,-1441,824,321
5065,-1441,824,321
5066,-1441,824,321
5067,-1441,824,321
5068,-1840,911,249
5069,-1840,911,249
5070,-1840,911,249
5071,-1840,911,249
5072,-2160,864,159
5073,-2160,864,159
5074,-2160,864,159
5075,-2160,864,159
5076,-2160,864,159
5077,-2280,675,114
5078,-2280,675,114
5079,-2280,675,114
5080,-2280,675,114
5081,-2280,675,114
5082,-2187,470,125
5083,-2187,470,125
5084,-2187,470,125
5085,-2187,470,125
5086,-2187,470,165
5087,-1990,383,165
5088,-1990,383,165
5089,-1990,383,165
5090,-1990,383,165
5091,-1879,411,204
5092,-1879,411,204
5093,-1879,411,204
5094,-1879,411,204
5095,-1879,411,204
5096,-1938,616,196
5097,-1938,616,196
5098,-1938,616,196
5099,-1938,616,196
5100,-1938,616,196
5101,-2143,957,177
5102,-2143,957,177
5103,-2143,957,177
5104,-2143,957,177
5105,-2456,1270,199
5106,-2456,1270,199
5107,-2456,1270,199
5108,-2456,1270,199
5109,-2456,1270,199
5110,-2817,1458,258
5111,-2817,1458,258
5112,-2817,1458,258
5113,-2817,1458,258
5114,-2817,1458,265
5115,-3095,1442,265
5116,-3095,1442,265
5117,-3095,1442,265
5118,-3095,1442,265
5119,-3160,1204,196
5120,-3160,1204,196
5121,-3160,1204,196
5122,-3160,1204,196
5123,-3160,1204,196
5124,-3020,903,121
5125,-3020,903,121
5126,-3020,903,121
5127,-3020,903,121
5128,-2835,762,89
5129,-2835,762,89
5130,-2835,762,89
5131,-2835,762,89
5132,-2835,762,89
5133,-2799,898,97
5134,-2799,898,97
5135,-2799,898,97
5136,-2799,898,97
5137,-2799,898,97
5138,-2934,1186,95
5139,-2934,1186,95
5140,-2934,1186,95
5141,-2934,1186,95
5142,-2934,1186,95
5143,-3147,1429,97
5144,-3147,1429,97
5145,-3147,1429,97
5146,-3147,1429,97
5147,-3147,1429,156
5148,-3321,1537,156
5149,-3321,1537,156
5150,-3321,1537,156
5151,-3321,1537,156
5152,-3373,1509,191
5153,-3373,1509,191
5154,-3373,1509,191
5155,-3373,1509,191
5156,-3373,1509,191
5157,-3290,1376,150
5158,-3290,1376,150
5159,-3290,1376,150
5160,-3290,1376,150
5161,-3102,1260,66
5162,-3102,1260,66
5163,-3102,1260,66
5164,-3102,1260,66
5165,-3102,1260,66
5166,-2899,1161,-13
5167,-2899,1161,-13
5168,-2899,1161,-13
5169,-2899,1161,-13
5170,-2743,1060,-72
5171,-2743,1060,-72
5172,-2743,1060,-72
5173,-2743,1060,-72
5174,-2743,1060,-72
5175,-2674,960,-140
5176,-2674,960,-140
5177,-2674,960,-140
5178,-2674,960,-140
5179,-2674,960,-179
5180,-2660,929,-179
5181,-2660,929,-179
5182,-2660,929,-179
5183,-2660,929,-179
5184,-2656,1008,-132
5185,-2656,1008,-132
5186,-2656,1008,-132
5187,-2656,1008,-132
5188,-2656,1076,-1
5189,-2623,1076,-1
5190,-2623,1076,-1
5191,-2623,1076,-1
5192,-2623,1076,-1
5193,-2570,1125,128
5194,-2570,1125,128
5195,-2570,1125,128
5196,-2570,1125,128
5197,-2570,1125,128
5198,-2469,1168,201
5199,-2469,1168,201
5200,-2469,1168,201
5201,-2469,1168,201
5202,-2306,1115,209
5203,-2306,1115,209
5204,-2306,1115,209
5205,-2306,1115,209
5206,-2306,1115,209
5207,-2112,986,179
5208,-2112,986,179
5209,-2112,986,179
5210,-2112,986,179
5211,-2112,986,100
5212,-1958,865,100
5213,-1958,865,100
5214,-1958,865,100
5215,-1958,865,100
5216,-1830,800,40
5217,-1830,800,40
5218,-1830,800,40
5219,-1830,800,40
5220,-1830,800,40
5221,-1709,786,1
5222,-1709,786,1
5223,-1709,786,1
5224,-1709,786,1
5225,-1709,786,1
5226,-1562,750,-30
5227,-1562,750,-30
5228,-1562,750,-30
5229,-1562,750,-30
5230,-1562,750,-30
5231,-1469,682,-97
5232,-1469,682,-97
5233,-1469,682,-97
5234,-1469,682,-97
5235,-1469,682,-97
5236,-1454,619,-162
5237,-1454,619,-162
5238,-1454,619,-162
5239,-1454,619,-162
5240,-1439,591,-170
5241,-1439,591,-170
5242,-1439,591,-170
5243,-1439,591,-170
5244,-1439,591,-170
5245,-1388,483,-176
5246,-1388,483,-176
5247,-1388,483,-176
5248,-1388,483,-176
5249,-1320,278,-210
5250,-1320,278,-210
5251,-1320,278,-210
5252,-1320,278,-210
5253,-1320,278,-210
5254,-1273,88,-239
5255,-1273,88,-239
5256,-1273,88,-239
5257,-1273,88,-239
5258,-1273,88,-229
5259,-1248,21,-229
5260,-1248,21,-229
5261,-1248,21,-229
5262,-1248,21,-229
5263,-1183,54,-200
5264,-1183,54,-200
5265,-1183,54,-200
5266,-1183,54,-200
5267,-1183,54,-200
5268,-1082,142,-157
5269,-1082,142,-157
5270,-1082,142,-157
5271,-1082,142,-157
5272,-1082,142,-83
5273,-980,290,-83
5274,-980,290,-83
5275,-980,290,-83
5276,-980,290,-83
5277,-927,387,33
5278,-927,387,33
5279,-927,387,33
5280,-927,387,33
5281,-927,387,33
5282,-927,387,170
5283,-931,394,170
5284,-931,394,170
5285,-931,394,170
5286,-931,394,170
5287,-1000,415,276
5288,-1000,415,276
5289,-1000,415,276
5290,-1000,415,276
5291,-1000,415,276
5292,-1031,459,348
5293,-1031,459,348
5294,-1031,459,348
5295,-1031,459,348
5296,-1031,459,348
5297,-953,478,364
5298,-953,478,364
5299,-953,478,364
5300,-953,478,364
5301,-953,478,364
5302,-802,452,361
5303,-802,452,361
5304,-802,452,361
5305,-802,452,361
5306,-802,452,361
5307,-619,333,346
5308,-619,333,346
5309,-619,333,346
5310,-619,333,346
5311,-619,333,300
5312,-475,182,300
5313,-475,182,300
5314,-475,182,300
5315,-475,182,300
5316,-408,85,248
5317,-408,85,248
5318,-408,85,248
5319,-408,85,248
5320,-408,85,248
5321,-408,85,232
5322,-415,16,232
5323,-415,16,232
5324,-415,16,232
5325,-415,16,232
5326,-415,16,232
5327,-477,-29,219
5328,-477,-29,219
5329,-477,-29,219
5330,-477,-29,219
5331,-477,-29,203
5332,-579,-15,203
5333,-579,-15,203
5334,-579,-15,203
5335,-579,-15,203
5336,-579,67,200
5337,-676,67,200
5338,-676,67,200
5339,-676,67,200
5340,-676,67,200
5341,-676,67,133
5342,-691,111,133
5343,-691,111,133
5344,-691,111,133
5345,-691,111,133
5346,-691,111,16
5347,-616,74,16
5348,-616,74,16
5349,-616,74,16
5350,-616,74,16
5351,-616,74,16
5352,-482,-53,-115
5353,-482,-53,-115
5354,-482,-53,-115
5355,-482,-53,-115
