x,y,z
698,51,147
698,51,147
698,51,147
698,51,147
698,51,147
663,-52,112
663,-52,112
663,-52,112
663,-52,112
663,-52,112
621,-158,30
621,-158,30
621,-158,30
621,-158,30
621,-158,30
589,-240,-37
589,-240,-37
589,-240,-37
589,-240,-37
589,-240,-37
551,-263,-21
551,-263,-21
551,-263,-21
551,-263,-21
551,-263,-21
510,-237,47
510,-237,47
510,-237,47
510,-237,47
510,-237,47
435,-173,108
435,-173,108
435,-173,108
435,-173,108
435,-173,108
499,106,169
499,106,169
499,106,169
499,106,169
499,106,169
582,528,270
582,528,270
582,528,270
582,528,270
582,528,270
412,649,242
412,649,242
412,649,242
412,649,242
412,649,242
158,388,132
158,388,132
158,388,132
158,388,132
158,388,132
-32,94,1
-32,94,1
-32,94,1
-32,94,1
-32,94,1
-32,94,1
-82,-91,-121
-82,-91,-121
-82,-91,-121
-82,-91,-121
-82,-91,-121
-5,-203,-195
-5,-203,-195
-5,-203,-195
-5,-203,-195
-5,-203,-195
91,-235,-221
91,-235,-221
91,-235,-221
91,-235,-221
91,-235,-221
170,-172,-225
170,-172,-225
170,-172,-225
170,-172,-225
255,-36,-190
255,-36,-190
255,-36,-190
255,-36,-190
255,-36,-190
359,118,-128
359,118,-128
359,118,-128
359,118,-128
359,118,-128
466,231,-61
466,231,-61
466,231,-61
466,231,-61
466,231,-61
541,354,-11
541,354,-11
541,354,-11
541,354,-11
541,354,-11
580,478,69
580,478,69
580,478,69
580,478,69
580,478,69
580,478,69
585,448,215
585,448,215
585,448,215
585,448,215
585,448,215
542,391,331
542,391,331
542,391,331
542,391,331
542,391,331
482,375,315
482,375,315
482,375,315
482,375,315
482,375,315
457,352,239
457,352,239
457,352,239
457,352,239
457,352,239
396,298,175
396,298,175
396,298,175
396,298,175
396,298,175
335,250,118
335,250,118
335,250,118
335,250,118
335,250,118
241,215,96
241,215,96
241,215,96
241,215,96
241,215,96
241,215,56
179,211,56
179,211,56
179,211,56
179,211,56
179,211,56
132,166,18
132,166,18
132,166,18
132,166,18
132,166,18
83,63,25
83,63,25
83,63,25
83,63,25
83,63,25
83,63,25
112,-39,49
112,-39,49
112,-39,49
112,-39,49
112,-39,49
202,-85,94
202,-85,94
202,-85,94
202,-85,94
202,-85,94
202,-85,94
285,-451,85
285,-451,85
285,-451,85
285,-451,85
285,-451,85
197,-482,4
197,-482,4
197,-482,4
197,-482,4
197,-482,4
103,-394,9
103,-394,9
103,-394,9
103,-394,9
103,-394,9
-1,-329,88
-1,-329,88
-1,-329,88
-1,-329,88
-1,-329,88
-1,-329,88
-106,-328,149
-106,-328,149
-106,-328,149
-106,-328,149
-106,-377,161
-210,-377,161
-210,-377,161
-210,-377,161
-210,-377,161
-128,-433,154
-128,-433,154
-128,-433,154
-128,-433,154
-128,-433,154
58,-249,140
58,-249,140
58,-249,140
58,-249,140
58,-249,140
42,-16,74
42,-16,74
42,-16,74
42,-16,74
42,-16,74
-58,-45,-16
-58,-45,-16
-58,-45,-16
-58,-45,-16
-58,-45,-16
-58,-45,-75
-9,-32,-75
-9,-32,-75
-9,-32,-75
-9,-32,-75
-9,-32,-75
11,-25,-85
11,-25,-85
11,-25,-85
11,-25,-85
11,-25,-85
-10,-32,-40
-10,-32,-40
-10,-32,-40
-10,-32,-40
-10,-32,-40
-5,-17,22
-5,-17,22
-5,-17,22
-5,-17,22
-5,-17,22
-5,-17,22
1,-4,72
1,-4,72
1,-4,72
1,-4,72
1,-4,72
1,-4,72
13,4,99
13,4,99
13,4,99
13,4,99
13,4,99
13,4,99
19,8,96
19,8,96
19,8,96
19,8,96
19,8,96
19,8,96
6,12,61
6,12,61
6,12,61
6,12,61
6,12,61
6,12,61
23,11,12
23,11,12
23,11,12
23,11,12
23,11,12
23,11,12
9,18,-15
9,18,-15
9,18,-15
9,18,-15
9,18,-15
9,18,-15
-3,12,-42
-3,12,-42
-3,12,-42
-3,12,-42
-3,12,-42
9,0,-50
9,0,-50
9,0,-50
9,0,-50
9,0,-50
9,0,-50
-4,-8,-39
-4,-8,-39
-4,-8,-39
-4,-8,-39
-4,-8,-39
-4,-8,-39
2,-5,-16
2,-5,-16
2,-5,-16
2,-5,-16
2,-5,-16
2,-5,-16
-2,0,-3
-2,0,-3
-2,0,-3
-2,0,-3
-2,0,-3
-2,0,-3
-4,5,-2
-4,5,-2
-4,5,-2
-4,5,-2
-4,5,-2
-4,5,-2
3,2,2
3,2,2
3,2,2
3,2,2
3,2,2
3,2,2
-1,3,12
-1,3,12
-1,3,12
-1,3,12
-1,3,12
-1,3,12
-1,3,11
-8,6,11
-8,6,11
-8,6,11
-8,6,11
-8,6,11
-8,6,4
-3,4,4
-3,4,4
-3,4,4
-3,4,4
-3,4,4
-3,4,4
-1,6,-7
-1,6,-7
-1,6,-7
-1,6,-7
-1,6,-7
-1,6,-7
4,12,-25
4,12,-25
4,12,-25
4,12,-25
4,12,-25
4,12,-25
-1,19,-52
-1,19,-52
-1,19,-52
-1,19,-52
-1,19,-52
-1,19,-84
3,22,-84
3,22,-84
3,22,-84
3,22,-84
3,22,-84
27,24,-86
27,24,-86
27,24,-86
27,24,-86
27,24,-86
27,24,-86
19,-2,-67
19,-2,-67
19,-2,-67
19,-2,-67
19,-2,-67
-2,-12,-56
-2,-12,-56
-2,-12,-56
-2,-12,-56
-2,-12,-56
-2,-12,-56
-8,-14,-61
-8,-14,-61
-8,-14,-61
-8,-14,-61
-8,-14,-61
-9,-23,-72
-9,-23,-72
-9,-23,-72
-9,-23,-72
-9,-23,-72
-6,-18,-81
-6,-18,-81
-6,-18,-81
-6,-18,-81
-6,-18,-81
-6,-18,-74
0,-15,-74
0,-15,-74
0,-15,-74
0,-15,-74
0,-15,-74
9,-2,-72
9,-2,-72
9,-2,-72
9,-2,-72
9,-2,-72
9,-2,-72
8,1,-48
8,1,-48
8,1,-48
8,1,-48
8,1,-48
8,1,-48
21,4,-13
21,4,-13
21,4,-13
21,4,-13
21,4,-13
21,4,-13
19,7,2
19,7,2
19,7,2
19,7,2
19,7,2
19,7,2
19,3,23
19,3,23
19,3,23
19,3,23
19,3,23
19,3,23
38,-1,37
38,-1,37
38,-1,37
38,-1,37
38,-1,37
38,-1,37
61,-1,30
61,-1,30
61,-1,30
61,-1,30
61,-1,30
61,-1,30
55,7,29
55,7,29
55,7,29
55,7,29
55,7,29
55,7,29
45,-4,26
45,-4,26
45,-4,26
45,-4,26
45,-4,26
45,-4,26
59,-10,18
59,-10,18
59,-10,18
59,-10,18
59,-10,18
81,-12,18
81,-12,18
81,-12,18
81,-12,18
81,-12,18
81,-12,18
90,-45,20
90,-45,20
90,-45,20
90,-45,20
90,-45,20
138,-117,15
138,-117,15
138,-117,15
138,-117,15
138,-117,15
230,-116,5
230,-116,5
230,-116,5
230,-116,5
230,-116,5
230,-116,5
243,-47,-4
243,-47,-4
243,-47,-4
243,-47,-4
243,-47,-4
136,-14,-7
136,-14,-7
136,-14,-7
136,-14,-7
136,-14,-7
48,-5,8
48,-5,8
48,-5,8
48,-5,8
48,-5,8
48,-5,8
7,1,27
7,1,27
7,1,27
7,1,27
7,1,27
7,1,27
7,1,27
9,1,4
9,1,4
9,1,4
9,1,4
9,1,4
9,1,4
9,1,-19
12,-7,-19
12,-7,-19
12,-7,-19
12,-7,-19
12,-7,-19
12,-9,-26
12,-9,-26
12,-9,-26
12,-9,-26
12,-9,-26
12,-9,-26
12,-7,-12
12,-7,-12
12,-7,-12
12,-7,-12
12,-7,-12
8,-3,5
8,-3,5
8,-3,5
8,-3,5
8,-3,5
8,-3,5
8,-3,5
20,-10,5
20,-10,5
20,-10,5
20,-10,5
20,-10,5
20,-10,-4
31,-9,-4
31,-9,-4
31,-9,-4
31,-9,-4
31,-9,-4
29,-6,0
29,-6,0
29,-6,0
29,-6,0
29,-6,0
29,-6,0
24,-2,12
24,-2,12
24,-2,12
24,-2,12
24,-2,12
24,-2,12
13,6,7
13,6,7
13,6,7
13,6,7
13,6,7
13,6,7
13,6,0
8,9,0
8,9,0
8,9,0
8,9,0
8,9,0
8,9,0
8,9,-8
8,9,-8
8,9,-8
8,9,-8
8,9,-8
8,9,-8
8,9,-12
10,5,-12
10,5,-12
10,5,-12
10,5,-12
10,5,-12
10,1,-8
21,1,-8
21,1,-8
21,1,-8
21,1,-8
21,1,-8
21,1,-6
28,5,-6
28,5,-6
28,5,-6
28,5,-6
28,5,-6
28,5,-6
26,-3,-1
26,-3,-1
26,-3,-1
26,-3,-1
26,-3,-1
26,-4,-6
29,-4,-6
29,-4,-6
29,-4,-6
29,-4,-6
29,-4,-6
22,-8,-10
22,-8,-10
22,-8,-10
22,-8,-10
22,-8,-10
22,-8,-10
16,-5,-5
16,-5,-5
16,-5,-5
16,-5,-5
16,-5,-5
16,-5,-5
12,-6,-5
12,-6,-5
12,-6,-5
12,-6,-5
12,-6,-5
6,-7,0
6,-7,0
6,-7,0
6,-7,0
6,-7,0
6,-7,0
6,-7,0
-7,2,21
-7,2,21
-7,2,21
-7,2,21
-7,2,21
-7,2,21
-15,7,38
-15,7,38
-15,7,38
-15,7,38
-15,7,38
-15,7,38
-17,6,41
-17,6,41
-17,6,41
-17,6,41
-17,6,41
-17,6,32
-14,6,32
-14,6,32
-14,6,32
-14,6,32
-14,6,32
-8,2,11
-8,2,11
-8,2,11
-8,2,11
-8,2,11
-8,2,11
8,-1,-7
8,-1,-7
8,-1,-7
8,-1,-7
8,-1,-7
8,-1,-7
8,-1,-8
9,1,-8
9,1,-8
9,1,-8
9,1,-8
9,1,-8
9,1,-8
-6,1,-15
-6,1,-15
-6,1,-15
-6,1,-15
-6,1,-15
-6,1,-15
-16,4,-13
-16,4,-13
-16,4,-13
-16,4,-13
-16,4,-13
-15,7,-15
-15,7,-15
-15,7,-15
-15,7,-15
-15,7,-15
-15,7,-15
-8,1,-12
-8,1,-12
-8,1,-12
-8,1,-12
-8,1,-12
-8,1,-12
11,-2,-5
11,-2,-5
11,-2,-5
11,-2,-5
11,-2,-5
16,-3,-3
16,-3,-3
16,-3,-3
16,-3,-3
16,-3,-3
16,-3,-3
17,-6,2
17,-6,2
17,-6,2
17,-6,2
17,-6,2
17,-6,2
23,-6,1
23,-6,1
23,-6,1
23,-6,1
23,-6,1
23,-6,1
26,-8,0
26,-8,0
26,-8,0
26,-8,0
26,-8,0
26,-8,0
26,-9,-3
31,-9,-3
31,-9,-3
31,-9,-3
31,-9,-3
31,-9,-3
26,-7,-10
26,-7,-10
26,-7,-10
26,-7,-10
26,-7,-10
26,-7,-10
23,-12,-12
23,-12,-12
23,-12,-12
23,-12,-12
23,-12,-12
38,-10,-11
38,-10,-11
38,-10,-11
38,-10,-11
38,-10,-11
38,-13,-11
48,-13,-11
48,-13,-11
48,-13,-11
48,-13,-11
48,-13,-11
56,-18,-4
56,-18,-4
56,-18,-4
56,-18,-4
56,-18,-4
82,-32,6
82,-32,6
82,-32,6
82,-32,6
82,-32,6
82,-32,6
108,-40,14
108,-40,14
108,-40,14
108,-40,14
108,-40,14
127,-43,5
127,-43,5
127,-43,5
127,-43,5
127,-43,5
127,-43,5
139,-33,-2
139,-33,-2
139,-33,-2
139,-33,-2
139,-33,-2
123,-9,-2
123,-9,-2
123,-9,-2
123,-9,-2
123,-9,-2
123,-9,-2
88,-2,0
88,-2,0
88,-2,0
88,-2,0
88,-2,0
88,-2,0
71,2,6
71,2,6
71,2,6
71,2,6
71,2,6
71,2,6
85,-1,10
85,-1,10
85,-1,10
85,-1,10
85,-1,10
85,-1,10
110,-11,12
110,-11,12
110,-11,12
110,-11,12
110,-11,12
145,-14,25
145,-14,25
145,-14,25
145,-14,25
145,-14,25
145,-14,25
160,-14,44
160,-14,44
160,-14,44
160,-14,44
160,-14,44
62,-61,57
62,-61,57
62,-61,57
62,-61,57
62,-61,57
62,-61,61
-16,-42,61
-16,-42,61
-16,-42,61
-16,-42,61
-16,-42,61
-22,-10,52
-22,-10,52
-22,-10,52
-22,-10,52
-22,-10,52
-34,5,63
-34,5,63
-34,5,63
-34,5,63
-34,5,63
-34,5,63
-55,-6,93
-55,-6,93
-55,-6,93
-55,-6,93
-55,-6,93
-55,-6,110
-110,-27,110
-110,-27,110
-110,-27,110
-110,-27,110
-110,-58,102
-126,-58,102
-126,-58,102
-126,-58,102
-126,-58,102
-105,-48,47
-105,-48,47
-105,-48,47
-105,-48,47
-105,-48,47
-64,-19,15
-64,-19,15
-64,-19,15
-64,-19,15
-64,-19,15
-64,-19,15
-32,13,-1
-32,13,-1
-32,13,-1
-32,13,-1
-32,13,-1
-19,40,1
-19,40,1
-19,40,1
-19,40,1
-19,40,1
-19,40,1
-32,48,11
-32,48,11
-32,48,11
-32,48,11
-32,48,11
-32,48,11
-39,63,9
-39,63,9
-39,63,9
-39,63,9
-39,63,9
-64,8,-3
-64,8,-3
-64,8,-3
-64,8,-3
-64,8,-3
-64,8,-3
-66,6,-1
-66,6,-1
-66,6,-1
-66,6,-1
-66,6,-1
-66,6,-1
-87,10,4
-87,10,4
-87,10,4
-87,10,4
-87,10,4
-87,10,4
-40,-12,8
-40,-12,8
-40,-12,8
-40,-12,8
-40,-12,8
4,-2,0
4,-2,0
4,-2,0
4,-2,0
4,-2,0
4,-2,0
4,-2,0
4,2,-3
4,2,-3
4,2,-3
4,2,-3
4,2,-3
4,2,-3
-1,2,-4
-1,2,-4
-1,2,-4
-1,2,-4
-1,2,-4
-1,2,-4
-9,2,-5
-9,2,-5
-9,2,-5
-9,2,-5
-9,2,-5
-9,2,-5
-1,0,-1
-1,0,-1
-1,0,-1
-1,0,-1
-1,0,-1
-1,0,-1
5,-2,-2
5,-2,-2
5,-2,-2
5,-2,-2
5,-2,-2
5,-2,-2
5,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
-2,-3,2
-2,-3,2
-2,-3,2
-2,-3,2
-2,-3,2
-2,-3,2
1,-4,-4
1,-4,-4
1,-4,-4
1,-4,-4
1,-4,-4
1,-4,-4
1,4,-2
1,4,-2
1,4,-2
1,4,-2
1,4,-2
1,4,-2
1,4,-2
-4,5,-2
-4,5,-2
-4,5,-2
-4,5,-2
-4,5,-2
-4,5,-2
0,4,-7
0,4,-7
0,4,-7
0,4,-7
0,4,-7
0,4,-7
7,0,-5
7,0,-5
7,0,-5
7,0,-5
7,0,-5
7,0,-5
7,0,-5
0,3,-6
0,3,-6
0,3,-6
0,3,-6
0,3,-6
0,3,-6
10,4,-3
10,4,-3
10,4,-3
10,4,-3
10,4,-3
10,4,-3
3,3,-4
3,3,-4
3,3,-4
3,3,-4
3,3,-4
3,3,-4
3,3,0
5,4,0
5,4,0
5,4,0
5,4,0
5,4,0
5,4,0
7,-2,-3
7,-2,-3
7,-2,-3
7,-2,-3
7,-2,-3
7,-2,-3
3,-2,-2
3,-2,-2
3,-2,-2
3,-2,-2
3,-2,-2
3,-2,-2
3,-2,-5
-1,-1,-5
-1,-1,-5
-1,-1,-5
-1,-1,-5
-1,-1,-5
1,-1,-2
1,-1,-2
1,-1,-2
1,-1,-2
1,-1,-2
1,-1,-2
3,2,-1
3,2,-1
3,2,-1
3,2,-1
3,2,-1
3,2,-1
3,2,-1
5,0,-4
5,0,-4
5,0,-4
5,0,-4
5,0,-4
5,0,-4
2,1,-6
2,1,-6
2,1,-6
2,1,-6
2,1,-6
2,1,-6
2,1,-3
3,1,-3
3,1,-3
3,1,-3
3,1,-3
3,1,-3
3,1,-3
1,0,-6
1,0,-6
1,0,-6
1,0,-6
1,0,-6
1,0,-6
6,-1,-1
6,-1,-1
6,-1,-1
6,-1,-1
6,-1,-1
6,-1,-1
6,-5,-5
0,-5,-5
0,-5,-5
0,-5,-5
0,-5,-5
0,-5,-5
0,-5,-3
-1,-3,-3
-1,-3,-3
-1,-3,-3
-1,-3,-3
-1,-3,-3
-8,5,1
-8,5,1
-8,5,1
-8,5,1
-8,5,1
-8,5,1
-8,5,1
-5,-2,0
-5,-2,0
-5,-2,0
-5,-2,0
-5,-2,0
-5,-2,0
0,2,-4
0,2,-4
0,2,-4
0,2,-4
0,2,-4
0,2,-4
-1,2,-4
-1,2,-4
-1,2,-4
-1,2,-4
-1,2,-4
-1,2,-4
-1,6,-1
-1,6,-1
-1,6,-1
-1,6,-1
-1,6,-1
-1,6,-1
-3,2,-3
-3,2,-3
-3,2,-3
-3,2,-3
-3,2,-3
-3,2,-3
-3,2,-4
-1,1,-4
-1,1,-4
-1,1,-4
-1,1,-4
-1,1,-4
-1,1,-1
4,2,-1
4,2,-1
4,2,-1
4,2,-1
4,2,-1
4,2,-1
2,2,-3
2,2,-3
2,2,-3
2,2,-3
2,2,-3
2,2,-3
-4,3,-2
-4,3,-2
-4,3,-2
-4,3,-2
-4,3,-2
-4,3,-2
-1,0,-7
-1,0,-7
-1,0,-7
-1,0,-7
-1,0,-7
-1,0,-7
-1,0,-5
0,1,-5
0,1,-5
0,1,-5
0,1,-5
0,1,-5
0,1,-5
2,-4,-2
2,-4,-2
2,-4,-2
2,-4,-2
2,-4,-2
2,-4,-2
1,0,-5
1,0,-5
1,0,-5
1,0,-5
1,0,-5
1,0,-5
0,3,-2
0,3,-2
0,3,-2
0,3,-2
0,3,-2
0,3,-2
0,3,-2
0,4,-6
0,4,-6
0,4,-6
0,4,-6
0,4,-6
0,4,-6
-3,2,-6
-3,2,-6
-3,2,-6
-3,2,-6
-3,2,-6
-3,2,-6
1,-2,-4
1,-2,-4
1,-2,-4
1,-2,-4
1,-2,-4
1,-2,-4
-6,-3,-2
-6,-3,-2
-6,-3,-2
-6,-3,-2
-6,-3,-2
-6,-3,-2
-3,3,-2
-3,3,-2
-3,3,-2
-3,3,-2
-3,3,-2
-3,3,-2
0,3,-5
0,3,-5
0,3,-5
0,3,-5
0,3,-5
0,3,-5
0,3,-4
-3,1,-4
-3,1,-4
-3,1,-4
-3,1,-4
-3,1,-4
-3,1,-4
-1,0,-2
-1,0,-2
-1,0,-2
-1,0,-2
-1,0,-2
-1,0,-2
-2,3,-2
-2,3,-2
-2,3,-2
-2,3,-2
-2,3,-2
-2,3,-2
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,-1
6,4,-1
6,4,-1
6,4,-1
6,4,-1
6,4,-1
6,4,-1
1,3,0
1,3,0
1,3,0
1,3,0
1,3,0
1,3,0
1,3,2
4,4,2
4,4,2
4,4,2
4,4,2
4,4,2
4,4,2
1,2,-4
1,2,-4
1,2,-4
1,2,-4
1,2,-4
1,2,-4
1,2,-4
-3,-1,-2
-3,-1,-2
-3,-1,-2
-3,-1,-2
-3,-1,-2
-3,-1,-2
-4,4,-2
-4,4,-2
-4,4,-2
-4,4,-2
-4,4,-2
-4,4,-2
5,-2,-4
5,-2,-4
5,-2,-4
5,-2,-4
5,-2,-4
5,-2,-4
8,-2,-1
8,-2,-1
8,-2,-1
8,-2,-1
8,-2,-1
8,-2,-1
7,-7,-3
7,-7,-3
7,-7,-3
7,-7,-3
7,-7,-3
7,-7,-3
4,1,1
4,1,1
4,1,1
4,1,1
4,1,1
4,1,1
4,1,0
-1,2,0
-1,2,0
-1,2,0
-1,2,0
-1,2,0
-1,2,0
3,3,-4
3,3,-4
3,3,-4
3,3,-4
3,3,-4
3,3,-4
3,0,-1
-4,0,-1
-4,0,-1
-4,0,-1
-4,0,-1
-4,0,-1
-4,0,-1
-1,0,-1
-1,0,-1
-1,0,-1
-1,0,-1
-1,0,-1
-1,0,-1
3,1,-1
3,1,-1
3,1,-1
3,1,-1
3,1,-1
3,1,-1
4,3,-3
4,3,-3
4,3,-3
4,3,-3
4,3,-3
4,3,-3
-2,-1,-6
-2,-1,-6
-2,-1,-6
-2,-1,-6
-2,-1,-6
-2,-1,-6
3,-1,-3
3,-1,-3
3,-1,-3
3,-1,-3
3,-1,-3
3,-1,-3
5,-1,-4
5,-1,-4
5,-1,-4
5,-1,-4
5,-1,-4
5,-1,-4
3,-2,-1
3,-2,-1
3,-2,-1
3,-2,-1
3,-2,-1
3,-2,-1
3,2,-2
-2,2,-2
-2,2,-2
-2,2,-2
-2,2,-2
-2,2,-2
-2,2,-8
10,0,-8
10,0,-8
10,0,-8
10,0,-8
10,0,-8
10,0,-8
4,2,-7
4,2,-7
4,2,-7
4,2,-7
4,2,-7
4,2,-7
-2,1,-4
-2,1,-4
-2,1,-4
-2,1,-4
-2,1,-4
-2,1,-4
-7,4,-2
-7,4,-2
-7,4,-2
-7,4,-2
-7,4,-2
-7,4,-2
-7,-1,-3
-7,-1,-3
-7,-1,-3
-7,-1,-3
-7,-1,-3
-7,-1,-3
7,1,-1
7,1,-1
7,1,-1
7,1,-1
7,1,-1
7,1,-1
3,-3,-2
3,-3,-2
3,-3,-2
3,-3,-2
3,-3,-2
3,-3,-2
3,-3,-6
4,2,-6
4,2,-6
4,2,-6
4,2,-6
4,2,-6
4,2,-6
-5,1,-3
-5,1,-3
-5,1,-3
-5,1,-3
-5,1,-3
-5,1,-3
2,1,-3
2,1,-3
2,1,-3
2,1,-3
2,1,-3
2,1,-3
3,2,-1
3,2,-1
3,2,-1
3,2,-1
3,2,-1
3,2,-1
3,2,-1
2,3,-2
2,3,-2
2,3,-2
2,3,-2
2,3,-2
2,3,-2
-1,3,-3
-1,3,-3
-1,3,-3
-1,3,-3
-1,3,-3
-1,3,-3
-4,0,-6
-4,0,-6
-4,0,-6
-4,0,-6
-4,0,-6
-4,0,-6
-6,-4,-2
-6,-4,-2
-6,-4,-2
-6,-4,-2
-6,-4,-2
-6,-4,-2
-1,-3,-3
-1,-3,-3
-1,-3,-3
-1,-3,-3
-1,-3,-3
-1,-3,-3
4,2,-4
4,2,-4
4,2,-4
4,2,-4
4,2,-4
4,2,-4
5,0,-6
5,0,-6
5,0,-6
5,0,-6
5,0,-6
5,0,-6
5,0,-6
9,-4,-8
9,-4,-8
9,-4,-8
9,-4,-8
9,-4,-8
9,-4,-8
4,0,-6
4,0,-6
4,0,-6
4,0,-6
4,0,-6
4,0,-6
2,0,-6
2,0,-6
2,0,-6
2,0,-6
2,0,-6
2,0,-6
2,0,-7
5,0,-7
5,0,-7
5,0,-7
5,0,-7
5,0,-7
5,0,-7
-1,2,-2
-1,2,-2
-1,2,-2
-1,2,-2
-1,2,-2
-1,2,-2
-5,9,-3
-5,9,-3
-5,9,-3
-5,9,-3
-5,9,-3
-5,9,-3
7,3,0
7,3,0
7,3,0
7,3,0
7,3,0
7,3,0
7,3,0
12,0,-5
12,0,-5
12,0,-5
12,0,-5
12,0,-5
12,0,-5
0,-3,-5
0,-3,-5
0,-3,-5
0,-3,-5
0,-3,-5
0,-3,-5
-2,1,-3
-2,1,-3
-2,1,-3
-2,1,-3
-2,1,-3
-2,1,-3
0,1,-3
0,1,-3
0,1,-3
0,1,-3
0,1,-3
0,1,-3
0,1,-4
-5,3,-4
-5,3,-4
-5,3,-4
-5,3,-4
-5,3,-4
-5,3,-4
-5,-1,0
-5,-1,0
-5,-1,0
-5,-1,0
-5,-1,0
-5,-1,0
-1,3,-1
-1,3,-1
-1,3,-1
-1,3,-1
-1,3,-1
-1,3,-1
1,3,-3
1,3,-3
1,3,-3
1,3,-3
1,3,-3
1,3,-3
-7,4,-4
-7,4,-4
-7,4,-4
-7,4,-4
-7,4,-4
-7,4,-4
6,-1,-1
6,-1,-1
6,-1,-1
6,-1,-1
6,-1,-1
6,-1,-1
6,0,-4
3,0,-4
3,0,-4
3,0,-4
3,0,-4
3,0,-4
3,0,-4
4,1,-5
4,1,-5
4,1,-5
4,1,-5
4,1,-5
4,1,-5
-1,3,-3
-1,3,-3
-1,3,-3
-1,3,-3
-1,3,-3
-1,3,-3
6,-3,-4
6,-3,-4
6,-3,-4
6,-3,-4
6,-3,-4
6,-3,-4
6,-3,-2
6,-3,-2
6,-3,-2
6,-3,-2
6,-3,-2
6,-3,-2
6,-3,-3
-2,0,-3
-2,0,-3
-2,0,-3
-2,0,-3
-2,0,-3
-2,0,-2
6,1,-2
6,1,-2
6,1,-2
6,1,-2
6,1,-2
6,1,-2
2,-1,-1
2,-1,-1
2,-1,-1
2,-1,-1
2,-1,-1
2,-1,-1
-4,3,0
-4,3,0
-4,3,0
-4,3,0
-4,3,0
-4,3,0
-4,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
7,1,-1
7,1,-1
7,1,-1
7,1,-1
7,1,-1
7,1,-1
7,1,-1
2,2,-1
2,2,-1
2,2,-1
2,2,-1
2,2,-1
2,2,-1
5,2,1
5,2,1
5,2,1
5,2,1
5,2,1
5,2,1
5,2,1
7,1,-1
7,1,-1
7,1,-1
7,1,-1
7,1,-1
7,1,-1
16,-2,1
16,-2,1
16,-2,1
16,-2,1
16,-2,1
16,-2,1
7,2,-2
7,2,-2
7,2,-2
7,2,-2
7,2,-2
7,2,-2
7,2,-4
-2,1,-4
-2,1,-4
-2,1,-4
-2,1,-4
-2,1,-4
-2,1,-4
9,-2,-1
9,-2,-1
9,-2,-1
9,-2,-1
9,-2,-1
9,-2,-1
2,-2,1
2,-2,1
2,-2,1
2,-2,1
2,-2,1
2,-2,1
4,2,-3
4,2,-3
4,2,-3
4,2,-3
4,2,-3
4,2,-3
4,2,-3
-2,3,-3
-2,3,-3
-2,3,-3
-2,3,-3
-2,3,-3
-2,3,-3
0,2,-3
0,2,-3
0,2,-3
0,2,-3
0,2,-3
0,2,-3
-1,1,-2
-1,1,-2
-1,1,-2
-1,1,-2
-1,1,-2
-1,1,-2
-2,3,9
-2,3,9
-2,3,9
-2,3,9
-2,3,9
-2,3,9
-2,3,18
-4,5,18
-4,5,18
-4,5,18
-4,5,18
-4,5,18
-4,5,18
-2,6,-6
-2,6,-6
-2,6,-6
-2,6,-6
-2,6,-6
-2,6,-6
4,11,9
4,11,9
4,11,9
4,11,9
4,11,9
4,11,9
-4,60,56
-4,60,56
-4,60,56
-4,60,56
-4,60,56
-4,60,56
-8,200,210
-8,200,210
-8,200,210
-8,200,210
-8,200,210
-3,379,533
-3,379,533
-3,379,533
-3,379,533
-3,379,533
-3,379,789
-30,499,823
-30,499,823
-30,499,823
-30,499,823
-30,499,823
-134,349,893
-134,349,893
-134,349,893
-134,349,893
-134,349,893
-252,2,645
-252,2,645
-252,2,645
-252,2,645
-252,2,645
-420,-314,249
-420,-314,249
-420,-314,249
-420,-314,249
-420,-314,249
-595,-444,-43
-595,-444,-43
-595,-444,-43
-595,-444,-43
-731,-204,-101
-731,-204,-101
-731,-204,-101
-731,-204,-101
-731,-204,-101
-813,291,64
-813,291,64
-813,291,64
-813,291,64
-813,291,64
-899,767,271
-899,767,271
-899,767,271
-899,767,271
-899,767,271
-1032,1066,334
-1032,1066,334
-1032,1066,334
-1032,1066,334
-1207,1155,235
-1207,1155,235
-1207,1155,235
-1207,1155,235
-1207,1155,235
-1453,1184,91
-1453,1184,91
-1453,1184,91
-1453,1184,91
-1453,1184,91
-1672,1182,74
-1672,1182,74
-1672,1182,74
-1672,1182,74
-1858,1173,169
-1858,1173,169
-1858,1173,169
-1858,1173,169
-1858,1173,169
-2029,1214,251
-2029,1214,251
-2029,1214,251
-2029,1214,251
-2029,1272,233
-2149,1272,233
-2149,1272,233
-2149,1272,233
-2149,1272,233
-2288,1311,118
-2288,1311,118
-2288,1311,118
-2288,1311,118
-2288,1311,-6
-2464,1273,-6
-2464,1273,-6
-2464,1273,-6
-2464,1273,-6
-2692,1143,-45
-2692,1143,-45
-2692,1143,-45
-2692,1143,-45
-2692,1143,-45
-2941,965,154
-2941,965,154
-2941,965,154
-2941,965,154
-3197,996,631
-3103,996,631
-3103,996,631
-3103,996,631
-3103,996,631
-3090,1125,1060
-3090,1125,1060
-3090,1125,1060
-3090,1125,1060
-3090,1125,1185
-2975,1087,1185
-2975,1087,1185
