x,y,z
-1612,797,189
-1612,797,189
-1612,797,189
-1568,745,93
-1568,745,93
-1568,745,93
-1568,745,93
-1568,745,93
-1573,643,-38
-1573,643,-38
-1573,643,-38
-1573,643,-38
-1573,643,-38
-1573,516,-179
-1573,516,-179
-1573,516,-179
-1573,516,-179
-1548,406,-302
-1548,406,-302
-1548,406,-302
-1548,406,-302
-1548,406,-302
-1497,294,-370
-1497,294,-370
-1497,294,-370
-1497,294,-370
-1422,241,-357
-1422,241,-357
-1422,241,-357
-1422,241,-357
-1422,241,-357
-1298,278,-278
-1298,278,-278
-1298,278,-278
-1298,278,-278
-1298,333,-156
-1198,333,-156
-1198,333,-156
-1198,333,-156
-1198,333,-156
-1151,351,-48
-1151,351,-48
-1151,351,-48
-1151,351,-48
-1151,351,-48
-1114,324,19
-1114,324,19
-1114,324,19
-1114,324,19
-1114,324,53
-1063,308,53
-1063,308,53
-1063,308,53
-1063,308,53
-807,308,94
-957,308,94
-957,308,94
-957,308,94
-957,308,94
-957,308,106
-830,318,106
-830,318,106
-830,318,106
-830,318,106
-574,330,92
-723,330,92
-723,330,92
-723,330,92
-723,330,92
-723,330,112
-682,284,112
-682,284,112
-682,284,112
-682,284,112
-682,244,170
-720,244,170
-720,244,170
-720,244,170
-720,244,170
-823,279,230
-823,279,230
-823,279,230
-823,279,230
-823,279,230
-946,374,268
-946,374,268
-946,374,268
-946,374,268
-946,374,268
-1098,444,242
-1098,444,242
-1098,444,242
-1098,444,242
-1098,444,242
-1248,460,180
-1248,460,180
-1248,460,180
-1248,460,180
-1248,460,120
-1347,406,120
-1347,406,120
-1347,406,120
-1347,406,120
-1347,314,73
-1347,314,73
-1347,314,73
-1347,314,73
-1347,314,73
-1276,207,90
-1276,207,90
-1276,207,90
-1276,207,90
-1276,207,90
-1177,188,177
-1177,188,177
-1177,188,177
-1177,188,177
-1177,188,177
-1027,296,275
-1027,296,275
-1027,296,275
-1027,296,275
-1027,552,376
-889,416,376
-889,416,376
-889,416,376
-889,416,376
-785,477,425
-785,477,425
-785,477,425
-785,477,425
-785,477,425
-698,509,433
-698,509,433
-698,509,433
-698,509,433
-698,509,433
-667,523,438
-667,523,438
-667,523,438
-667,523,438
-667,523,438
-698,486,415
-698,486,415
-698,486,415
-698,486,415
-698,486,415
-799,418,331
-799,418,331
-799,418,331
-799,418,331
-799,418,331
-927,296,205
-927,296,205
-927,296,205
-927,296,205
-927,296,205
-990,252,89
-990,252,89
-990,252,89
-990,252,89
-990,252,89
-982,282,29
-982,282,29
-982,282,29
-982,282,29
-982,282,29
-920,333,8
-920,333,8
-920,333,8
-920,333,8
-920,333,8
-828,377,35
-828,377,35
-828,377,35
-828,377,35
-828,377,35
-676,388,93
-676,388,93
-676,388,93
-676,388,93
-676,388,93
-474,372,127
-474,372,127
-474,372,127
-474,372,127
-474,372,127
-283,324,108
-283,324,108
-283,324,108
-283,324,108
-283,324,108
-174,272,34
-174,272,34
-174,272,34
-174,272,34
-174,272,34
-180,220,-63
-180,220,-63
-180,220,-63
-180,220,-63
-180,220,-63
-158,161,-152
-158,161,-152
-158,161,-152
-158,161,-152
-158,161,-152
-128,150,-208
-128,150,-208
-128,150,-208
-128,150,-208
-128,150,-226
-85,145,-226
-85,145,-226
-85,145,-226
-85,145,-226
3,175,-196
3,175,-196
3,175,-196
3,175,-196
3,175,-196
3,175,-196
102,280,-142
102,280,-142
102,280,-142
102,280,-142
102,280,-142
184,382,-125
184,382,-125
184,382,-125
184,382,-125
184,382,-158
232,446,-158
232,446,-158
232,446,-158
232,446,-158
205,455,-191
205,455,-191
205,455,-191
205,455,-191
205,455,-191
129,381,-194
129,381,-194
129,381,-194
129,381,-194
129,381,-194
94,345,-228
94,345,-228
94,345,-228
94,345,-228
94,345,-228
197,334,-300
197,334,-300
197,334,-300
197,334,-300
197,334,-300
376,328,-382
376,328,-382
376,328,-382
376,328,-382
376,328,-382
535,314,-447
535,314,-447
535,314,-447
535,314,-447
535,314,-447
595,223,-566
595,223,-566
595,223,-566
595,223,-566
595,223,-566
489,65,-786
489,65,-786
489,65,-786
489,65,-786
489,65,-786
295,-116,-1044
295,-116,-1044
295,-116,-1044
295,-116,-1044
295,-116,-1264
135,-248,-1264
135,-248,-1264
135,-248,-1264
135,-248,-1264
76,-291,-1387
76,-291,-1387
76,-291,-1387
76,-291,-1387
76,-291,-1387
134,-240,-1408
134,-240,-1408
134,-240,-1408
134,-240,-1408
269,-154,-1307
269,-154,-1307
269,-154,-1307
269,-154,-1307
269,-154,-1307
327,-86,-1121
327,-86,-1121
327,-86,-1121
327,-86,-1121
327,-86,-990
191,-95,-990
191,-95,-990
191,-95,-990
191,-95,-990
-27,-124,-943
-27,-124,-943
-27,-124,-943
-27,-124,-943
-27,-124,-943
-236,-114,-891
-236,-114,-891
-236,-114,-891
-236,-114,-891
-236,-114,-891
-363,-63,-793
-363,-63,-793
-363,-63,-793
-363,-63,-793
-347,44,-659
-347,44,-659
-347,44,-659
-347,44,-659
-347,44,-659
-171,202,-477
-171,202,-477
-171,202,-477
-171,202,-477
-171,202,-477
59,371,-267
59,371,-267
59,371,-267
59,371,-267
59,371,-267
246,457,-112
246,457,-112
246,457,-112
246,457,-112
246,457,-112
333,442,-77
333,442,-77
333,442,-77
333,442,-77
333,442,-77
292,333,-135
292,333,-135
292,333,-135
292,333,-135
292,333,-135
195,173,-275
195,173,-275
195,173,-275
195,173,-275
195,173,-275
111,7,-427
111,7,-427
111,7,-427
111,7,-427
111,7,-427
80,-123,-531
80,-123,-531
80,-123,-531
80,-123,-531
80,-123,-531
69,-206,-581
69,-206,-581
69,-206,-581
69,-206,-581
69,-206,-581
67,-236,-548
67,-236,-548
67,-236,-548
67,-236,-548
67,-236,-548
110,-229,-435
110,-229,-435
110,-229,-435
110,-229,-435
110,-229,-270
177,-200,-270
177,-200,-270
177,-200,-270
177,-200,-270
260,-169,-108
260,-169,-108
260,-169,-108
260,-169,-108
260,-169,-108
322,-134,37
322,-134,37
322,-134,37
322,-134,37
322,-134,37
327,-92,169
327,-92,169
327,-92,169
327,-92,169
327,-92,169
310,-78,271
310,-78,271
310,-78,271
310,-78,271
310,-78,271
294,-84,353
294,-84,353
294,-84,353
294,-84,353
294,-84,353
303,-102,433
303,-102,433
303,-102,433
303,-102,433
303,-102,433
340,-146,481
340,-146,481
340,-146,481
340,-146,481
340,-146,481
398,-239,502
398,-239,502
398,-239,502
398,-239,502
398,-239,502
469,-360,471
469,-360,471
469,-360,471
469,-360,471
469,-360,471
520,-455,384
520,-455,384
520,-455,384
520,-455,384
520,-455,384
511,-526,264
511,-526,264
511,-526,264
511,-526,264
511,-526,264
414,-601,132
414,-601,132
414,-601,132
414,-601,132
414,-601,26
293,-676,26
293,-676,26
293,-676,26
293,-676,26
293,-676,26
274,-702,-3
274,-702,-3
274,-702,-3
274,-702,-3
274,-702,-3
308,-623,94
308,-623,94
308,-623,94
308,-623,94
308,-623,94
388,-531,274
388,-531,274
388,-531,274
388,-531,274
388,-531,274
486,-424,395
486,-424,395
486,-424,395
486,-424,395
486,-424,395
578,-350,482
578,-350,482
578,-350,482
578,-350,482
578,-350,497
533,-337,497
533,-337,497
533,-337,497
533,-337,497
374,-423,345
374,-423,345
374,-423,345
374,-423,345
374,-423,345
202,-519,125
202,-519,125
202,-519,125
202,-519,125
202,-519,125
103,-580,-47
103,-580,-47
103,-580,-47
103,-580,-47
103,-580,-47
91,-591,-120
91,-591,-120
91,-591,-120
91,-591,-120
91,-591,-120
115,-560,-100
115,-560,-100
115,-560,-100
115,-560,-100
115,-560,-100
120,-488,-22
120,-488,-22
120,-488,-22
120,-488,-22
120,-488,234
68,-416,78
68,-416,78
68,-416,78
68,-416,78
68,-416,78
-38,-383,148
-38,-383,148
-38,-383,148
-38,-383,148
-38,-383,148
-159,-393,168
-159,-393,168
-159,-393,168
-159,-393,168
-159,-393,172
-234,-434,172
-234,-434,172
-234,-434,172
-234,-434,172
-258,-418,168
-258,-418,168
-258,-418,168
-258,-418,168
-258,-418,168
-290,-364,187
-290,-364,187
-290,-364,187
-290,-364,187
-290,-364,187
-311,-258,208
-311,-258,208
-311,-258,208
-311,-258,208
-313,-127,238
-313,-127,238
-313,-127,238
-313,-127,238
-313,-127,238
-305,-55,289
-305,-55,289
-305,-55,289
-305,-55,289
-305,-55,289
-283,-44,351
-283,-44,351
-283,-44,351
-283,-44,351
-283,-44,351
-233,-77,372
-233,-77,372
-233,-77,372
-233,-77,372
-233,-77,372
-125,-119,329
-125,-119,329
-125,-119,329
-125,-119,329
-125,-119,269
-82,-148,269
-82,-148,269
-82,-148,269
-82,-148,269
-119,-166,206
-119,-166,206
-119,-166,206
-119,-166,206
-119,-166,206
-231,-170,135
-231,-170,135
-231,-170,135
-231,-170,135
-231,-170,135
-416,-197,36
-416,-197,36
-416,-197,36
-416,-197,36
-416,-197,36
-597,-262,-111
-597,-262,-111
-597,-262,-111
-597,-262,-111
-612,-268,-216
-612,-268,-216
-612,-268,-216
-612,-268,-216
-612,-268,-216
-474,-175,-129
-474,-175,-129
-474,-175,-129
-474,-175,-129
-307,39,148
-307,39,148
-307,39,148
-307,39,148
-307,39,148
-209,316,549
-209,316,549
-209,316,549
-209,316,549
-209,316,549
-209,577,967
-209,577,967
-209,577,967
-209,577,967
-209,577,967
-341,731,1228
-341,731,1228
-341,731,1228
-341,731,1228
-341,731,1228
-494,689,1181
-494,689,1181
-494,689,1181
-494,689,1181
-494,689,1181
-587,493,909
-587,493,909
-587,493,909
-587,493,909
-587,237,522
-594,239,522
-594,239,522
-594,239,522
-594,239,522
-448,11,104
-448,11,104
-448,11,104
-448,11,104
-448,11,104
-448,11,-192
-183,-151,-192
-183,-151,-192
-183,-151,-192
-183,-151,-192
37,-225,-317
37,-225,-317
37,-225,-317
37,-225,-317
37,-225,-317
116,-249,-380
116,-249,-380
116,-249,-380
116,-249,-380
116,-249,-380
121,-281,-490
121,-281,-490
121,-281,-490
121,-281,-490
131,-315,-658
131,-315,-658
131,-315,-658
131,-315,-658
131,-315,-658
189,-341,-895
189,-341,-895
189,-341,-895
189,-341,-895
189,-341,-895
311,-406,-1091
311,-406,-1091
311,-406,-1091
311,-406,-1091
471,-419,-1003
471,-419,-1003
471,-419,-1003
471,-419,-1003
471,-419,-1003
661,-220,-575
661,-220,-575
661,-220,-575
661,-220,-575
661,-220,-575
813,177,23
813,177,23
813,177,23
813,177,23
813,177,23
819,560,580
819,560,580
819,560,580
819,560,580
819,560,580
708,782,941
708,782,941
708,782,941
708,782,941
708,782,941
564,792,1006
564,792,1006
564,792,1006
564,792,1006
564,792,1006
433,679,748
433,679,748
433,679,748
433,679,748
433,679,748
322,446,225
322,446,225
322,446,225
322,446,225
322,446,225
271,93,-486
271,93,-486
271,93,-486
271,93,-486
271,93,-486
238,-311,-1156
238,-311,-1156
238,-311,-1156
238,-311,-1156
238,-311,-1156
208,-680,-1539
208,-680,-1539
208,-680,-1539
208,-680,-1539
236,-941,-1565
236,-941,-1565
236,-941,-1565
236,-941,-1565
236,-941,-1565
357,-1049,-1270
357,-1049,-1270
357,-1049,-1270
357,-1049,-1270
492,-1017,-706
492,-1017,-706
492,-1017,-706
492,-1017,-706
492,-1017,-706
595,-886,-17
595,-886,-17
595,-886,-17
595,-886,-17
595,-886,-17
604,-706,610
604,-706,610
604,-706,610
604,-706,610
604,-706,1073
526,-514,1073
526,-514,1073
526,-514,1073
526,-514,1073
384,-305,1329
384,-305,1329
384,-305,1329
384,-305,1329
384,-305,1329
198,-91,1357
198,-91,1357
198,-91,1357
198,-91,1357
198,-91,1357
-53,46,1209
-53,46,1209
-53,46,1209
-53,46,1209
-53,46,1209
-376,100,906
-376,100,906
-376,100,906
-376,100,906
-376,100,906
-652,144,502
-652,144,502
-652,144,502
-652,144,502
-652,144,502
-835,152,135
-835,152,135
-835,152,135
-835,152,135
-835,152,-121
-1019,150,-146
-1019,150,-146
-1019,150,-146
-1019,150,-146
-1125,157,-269
-1125,157,-269
-1125,157,-269
-1125,157,-269
-1125,157,-269
-1077,201,-252
-1077,201,-252
-1077,201,-252
-1077,201,-252
-975,330,-113
-975,330,-113
-975,330,-113
-975,330,-113
-975,330,-113
-914,498,104
-914,498,104
-914,498,104
-914,498,104
-914,498,104
-903,629,279
-903,629,279
-903,629,279
-903,629,279
-903,629,279
-939,711,360
-939,711,360
-939,711,360
-939,711,360
-939,711,360
-996,753,376
-996,753,376
-996,753,376
-996,753,376
-996,753,399
-1017,760,399
-1017,760,399
-1017,760,399
-1017,760,399
-966,743,445
-966,743,445
-966,743,445
-966,743,445
-966,743,445
-836,717,451
-836,717,451
-836,717,451
-836,717,451
-836,717,451
-727,665,413
-727,665,413
-727,665,413
-727,665,413
-727,665,413
-669,588,330
-669,588,330
-669,588,330
-669,588,330
-669,588,330
-630,520,240
-630,520,240
-630,520,240
-630,520,240
-630,520,240
-576,475,161
-576,475,161
-576,475,161
-576,475,161
-576,475,161
-473,446,135
-473,446,135
-473,446,135
-473,446,135
-473,446,151
-340,431,151
-340,431,151
-340,431,151
-340,431,151
-201,411,163
-201,411,163
-201,411,163
-201,411,163
-201,411,163
-102,354,120
-102,354,120
-102,354,120
-102,354,120
-102,354,120
-67,293,15
-67,293,15
-67,293,15
-67,293,15
-67,293,15
-67,293,-116
-67,195,-116
-67,195,-116
-67,195,-116
-67,195,-116
-83,100,-233
-83,100,-233
-83,100,-233
-83,100,-233
-83,100,-233
-77,35,-258
-77,35,-258
-77,35,-258
-77,35,-258
-77,35,-258
-1,41,-194
-1,41,-194
-1,41,-194
-1,41,-194
-1,41,-194
-1,41,-194
45,84,-92
45,84,-92
45,84,-92
45,84,-92
45,84,-92
43,78,-27
43,78,-27
43,78,-27
43,78,-27
43,78,-27
43,78,-27
27,36,-10
27,36,-10
27,36,-10
27,36,-10
27,36,-10
-10,61,9
-10,61,9
-10,61,9
-10,61,9
-10,61,9
-10,61,9
-24,127,29
-24,127,29
-24,127,29
-24,127,29
-24,127,29
-15,165,35
-15,165,35
-15,165,35
-15,165,35
-15,165,35
-15,165,35
23,172,30
23,172,30
23,172,30
23,172,30
23,172,30
82,156,7
82,156,7
82,156,7
82,156,7
82,156,7
82,156,7
74,131,-43
74,131,-43
74,131,-43
74,131,-43
74,131,-43
20,93,-189
20,93,-189
20,93,-189
20,93,-189
20,93,-189
20,93,-189
-68,77,-357
-68,77,-357
-68,77,-357
-68,77,-357
-68,77,-357
-104,79,-450
-104,79,-450
-104,79,-450
-104,79,-450
-104,79,-450
-103,108,-479
-103,108,-479
-103,108,-479
-103,108,-479
-60,156,-466
-60,156,-466
-60,156,-466
-60,156,-466
-60,156,-466
25,181,-422
25,181,-422
25,181,-422
25,181,-422
25,181,-422
145,142,-379
145,142,-379
145,142,-379
145,142,-379
145,142,-379
257,45,-389
257,45,-389
257,45,-389
257,45,-389
257,45,-389
297,-9,-422
297,-9,-422
297,-9,-422
297,-9,-422
297,-9,-422
297,-1,-470
171,-1,-470
171,-1,-470
171,-1,-470
171,-1,-470
171,-1,-569
-10,60,-569
-10,60,-569
-10,60,-569
-10,60,-569
-10,60,-569
-153,211,-645
-153,211,-645
-153,211,-645
-153,211,-645
-219,411,-649
-219,411,-649
-219,411,-649
-219,411,-649
-219,411,-649
-202,546,-583
-202,546,-583
-202,546,-583
-202,546,-583
-202,546,-583
-104,543,-487
-104,543,-487
-104,543,-487
-104,543,-487
-104,543,-412
73,477,-412
73,477,-412
73,477,-412
73,477,-412
73,477,-365
309,444,-365
309,444,-365
309,444,-365
309,444,-365
309,444,-374
608,411,-374
608,411,-374
608,411,-374
608,411,-374
834,404,-440
834,404,-440
834,404,-440
834,404,-440
834,404,-440
830,378,-559
830,378,-559
830,378,-559
830,378,-559
830,378,-559
583,308,-709
583,308,-709
583,308,-709
583,308,-709
583,308,-709
319,221,-873
319,221,-873
319,221,-873
319,221,-873
319,221,-873
176,174,-1007
176,174,-1007
176,174,-1007
176,174,-1007
176,174,-1007
125,187,-1051
125,187,-1051
125,187,-1051
125,187,-1051
156,189,-1022
156,189,-1022
156,189,-1022
156,189,-1022
156,189,-1022
242,140,-970
242,140,-970
242,140,-970
242,140,-970
242,140,-970
345,40,-906
345,40,-906
345,40,-906
345,40,-906
345,40,-906
448,-72,-812
448,-72,-812
448,-72,-812
448,-72,-812
448,-72,-812
485,-153,-729
485,-153,-729
485,-153,-729
485,-153,-729
485,-153,-729
473,-163,-655
473,-163,-655
473,-163,-655
473,-163,-655
430,-93,-576
430,-93,-576
430,-93,-576
430,-93,-576
430,-93,-576
388,19,-478
388,19,-478
388,19,-478
388,19,-478
388,19,-478
374,132,-317
374,132,-317
374,132,-317
374,132,-317
374,132,-317
390,218,-151
390,218,-151
390,218,-151
390,218,-151
390,218,-151
436,216,2
436,216,2
436,216,2
436,216,2
436,216,2
436,216,2
477,101,143
477,101,143
477,101,143
477,101,143
477,101,143
497,-27,238
497,-27,238
497,-27,238
497,-27,238
497,-27,238
491,-124,276
491,-124,276
491,-124,276
491,-124,276
491,-124,276
466,-229,244
466,-229,244
466,-229,244
466,-229,244
466,-229,244
417,-306,181
417,-306,181
417,-306,181
417,-306,181
417,-306,181
336,-355,118
336,-355,118
336,-355,118
336,-355,118
336,-355,75
228,-334,75
228,-334,75
228,-334,75
228,-334,75
228,-334,37
106,-269,37
106,-269,37
106,-269,37
106,-269,37
106,-269,37
-9,-223,15
-9,-223,15
-9,-223,15
-9,-223,15
-9,-223,15
-91,-242,12
-91,-242,12
-91,-242,12
-91,-242,12
-91,-242,12
-102,-346,24
-102,-346,24
-102,-346,24
-102,-346,24
-102,-346,24
-38,-496,74
-38,-496,74
-38,-496,74
-38,-496,74
-38,-496,74
87,-601,145
87,-601,145
87,-601,145
87,-601,145
87,-601,145
205,-660,205
205,-660,205
205,-660,205
205,-660,205
205,-660,205
247,-684,272
247,-684,272
247,-684,272
247,-684,272
247,-684,272
225,-658,328
225,-658,328
225,-658,328
225,-658,328
225,-658,328
211,-553,382
211,-553,382
211,-553,382
211,-553,382
211,-553,382
243,-448,471
243,-448,471
243,-448,471
243,-448,471
243,-448,727
294,-401,570
294,-401,570
294,-401,570
294,-401,570
294,-401,651
403,-416,651
403,-416,651
403,-416,651
403,-416,651
544,-447,701
544,-447,701
544,-447,701
544,-447,701
544,-447,701
674,-443,710
674,-443,710
674,-443,710
674,-443,710
674,-443,710
683,-470,661
683,-470,661
683,-470,661
683,-470,661
683,-470,661
541,-604,470
541,-604,470
541,-604,470
541,-604,470
541,-604,470
469,-767,240
469,-767,240
469,-767,240
469,-767,240
469,-767,240
490,-887,62
490,-887,62
490,-887,62
490,-887,62
490,-887,62
572,-932,-47
572,-932,-47
572,-932,-47
572,-932,-47
572,-932,-47
672,-899,-71
672,-899,-71
672,-899,-71
672,-899,-71
672,-899,-71
767,-833,16
767,-833,16
767,-833,16
767,-833,16
767,-833,16
831,-717,122
831,-717,122
831,-717,122
831,-717,122
831,-717,122
773,-638,188
773,-638,188
773,-638,188
773,-638,188
773,-638,188
598,-662,230
598,-662,230
598,-662,230
598,-662,230
598,-918,231
444,-737,231
444,-737,231
444,-737,231
444,-737,231
374,-818,196
374,-818,196
374,-818,196
374,-818,196
374,-818,196
408,-868,160
408,-868,160
408,-868,160
408,-868,160
408,-868,160
464,-876,109
464,-876,109
464,-876,109
464,-876,109
464,-876,109
478,-856,31
478,-856,31
478,-856,31
478,-856,31
478,-856,31
521,-773,-27
521,-773,-27
521,-773,-27
521,-773,-27
521,-773,-27
584,-593,-11
584,-593,-11
584,-593,-11
584,-593,-11
584,-593,-11
570,-365,27
570,-365,27
570,-365,27
570,-365,27
570,-365,27
431,-137,29
431,-137,29
431,-137,29
431,-137,29
431,-137,29
134,-10,-53
134,-10,-53
134,-10,-53
134,-10,-53
134,-10,-53
-226,-2,-228
-226,-2,-228
-226,-2,-228
-226,-2,-228
-226,-2,-228
-473,8,-450
-473,8,-450
-473,8,-450
-473,8,-450
-473,8,-450
-516,-30,-650
-516,-30,-650
-516,-30,-650
-516,-30,-650
-516,-30,-650
-364,-56,-769
-364,-56,-769
-364,-56,-769
-364,-56,-769
-364,-56,-769
-12,-30,-752
-12,-30,-752
-12,-30,-752
-12,-30,-752
-12,81,-607
432,81,-607
432,81,-607
432,81,-607
432,81,-607
432,81,-456
760,163,-456
760,163,-456
760,163,-456
760,163,-456
760,163,-417
929,147,-417
929,147,-417
929,147,-417
929,147,-417
1068,123,-509
1068,123,-509
1068,123,-509
1068,123,-509
1068,123,-509
1249,112,-658
1249,112,-658
1249,112,-658
1249,112,-658
1249,112,-658
1462,101,-754
1462,101,-754
1462,101,-754
1462,101,-754
1462,101,-708
1676,68,-708
1676,68,-708
1676,68,-708
1676,68,-708
1858,44,-586
1858,44,-586
1858,44,-586
1858,44,-586
1858,44,-586
2000,50,-548
2000,50,-548
2000,50,-548
2000,50,-548
2000,50,-548
2102,67,-578
2102,67,-578
2102,67,-578
2102,67,-578
2102,67,-578
2181,147,-569
2181,147,-569
2181,147,-569
2181,147,-569
2181,147,-569
2178,193,-493
2178,193,-493
2178,193,-493
2178,193,-493
2178,105,-497
2088,105,-497
2088,105,-497
2088,105,-497
2088,105,-497
1919,10,-612
1919,10,-612
1919,10,-612
1919,10,-612
1919,10,-612
1665,-89,-807
1665,-89,-807
1665,-89,-807
1665,-89,-807
1665,-89,-807
1355,-220,-1029
1355,-220,-1029
1355,-220,-1029
1355,-220,-1029
1077,-267,-1179
1077,-267,-1179
1077,-267,-1179
1077,-267,-1179
1077,-267,-1179
840,-236,-1162
840,-236,-1162
840,-236,-1162
840,-236,-1162
654,-179,-976
654,-179,-976
654,-179,-976
654,-179,-976
654,-179,-976
613,-116,-632
613,-116,-632
613,-116,-632
613,-116,-632
613,-116,-214
768,20,-214
768,20,-214
768,20,-214
768,20,-214
768,20,191
1017,218,191
1017,218,191
1017,218,191
1017,218,191
1017,474,577
1170,341,577
1170,341,577
1170,341,577
1170,341,577
1171,415,799
1171,415,799
1171,415,799
1171,415,799
1171,415,799
1013,472,836
1013,472,836
1013,472,836
1013,472,836
1013,472,836
816,443,748
816,443,748
816,443,748
816,443,748
816,443,748
648,341,578
648,341,578
648,341,578
648,341,578
648,341,578
548,173,395
548,173,395
548,173,395
548,173,395
548,173,395
549,-79,252
549,-79,252
549,-79,252
549,-79,252
549,-79,252
549,-79,152
657,-279,152
657,-279,152
657,-279,152
657,-279,152
657,-308,86
736,-308,86
736,-308,86
736,-308,86
736,-308,86
736,-308,54
678,-321,54
678,-321,54
678,-321,54
678,-321,54
678,-321,54
472,-357,-19
472,-357,-19
472,-357,-19
472,-357,-19
472,-357,-159
228,-377,-159
228,-377,-159
228,-377,-159
228,-377,-159
91,-384,-297
91,-384,-297
91,-384,-297
91,-384,-297
91,-384,-297
94,-399,-367
94,-399,-367
94,-399,-367
94,-399,-367
94,-399,-367
252,-401,-337
252,-401,-337
252,-401,-337
252,-401,-337
252,-401,-337
557,-389,-262
557,-389,-262
557,-389,-262
557,-389,-262
557,-389,-156
931,-352,-156
931,-352,-156
931,-352,-156
931,-352,-156
1250,-334,-46
1250,-334,-46
1250,-334,-46
1250,-334,-46
1250,-334,-46
1401,-330,-8
1401,-330,-8
1401,-330,-8
1401,-330,-8
1401,-330,-8
1421,-350,-109
1421,-350,-109
1421,-350,-109
1421,-350,-109
1485,-463,-344
1485,-463,-344
1485,-463,-344
1485,-463,-344
1485,-463,-344
1661,-610,-618
1661,-610,-618
1661,-610,-618
1661,-610,-618
1927,-696,-864
1927,-696,-864
1927,-696,-864
1927,-696,-864
1927,-696,-864
2172,-739,-980
2172,-739,-980
2172,-739,-980
2172,-739,-980
2172,-483,-809
2161,-685,-809
2161,-685,-809
2161,-685,-809
2161,-685,-809
1841,-677,-457
1841,-677,-457
1841,-677,-457
1841,-677,-457
1841,-677,-281
1339,-798,-281
1339,-798,-281
1339,-798,-281
1339,-798,-281
858,-957,-460
858,-957,-460
858,-957,-460
858,-957,-460
858,-957,-460
547,-1098,-878
547,-1098,-878
547,-1098,-878
547,-1098,-878
532,-1168,-1265
532,-1168,-1265
532,-1168,-1265
532,-1168,-1265
532,-1168,-1265
791,-1064,-1430
791,-1064,-1430
791,-1064,-1430
791,-1064,-1430
1220,-829,-1374
1220,-829,-1374
1220,-829,-1374
1220,-829,-1374
1220,-549,-1143
1741,-549,-1143
1741,-549,-1143
1741,-549,-1143
1741,-549,-1143
2155,-299,-790
2155,-299,-790
2155,-299,-790
2155,-299,-790
2463,-16,-416
2463,-16,-416
2463,-16,-416
2463,-16,-416
2463,-16,-416
2555,224,-47
2555,224,-47
2555,224,-47
2555,224,-47
2555,224,-47
2346,216,226
2346,216,226
2346,216,226
2346,216,226
2346,216,226
2047,14,199
2047,14,199
2047,14,199
2047,14,199
2047,14,199
1819,-148,-128
1819,-148,-128
1819,-148,-128
1819,-148,-128
1819,-148,-507
1748,-147,-507
1748,-147,-507
1748,-147,-507
1748,-147,-507
1818,-80,-719
1818,-80,-719
1818,-80,-719
1818,-80,-719
1818,-80,-719
1966,24,-743
1966,24,-743
1966,24,-743
1966,24,-743
1966,24,-635
2107,182,-635
2107,182,-635
2107,182,-635
2107,182,-635
2155,460,-425
2155,460,-425
2155,460,-425
2155,460,-425
2155,460,-425
2068,783,-105
2068,783,-105
2068,783,-105
2068,783,-105
2068,783,-105
1856,901,231
1856,901,231
1856,901,231
1856,901,231
1856,901,487
1558,801,352
1558,801,352
1558,801,352
1558,801,352
1558,801,209
1253,577,209
1253,577,209
1253,577,209
1253,577,209
1085,249,-78
1085,249,-78
1085,249,-78
1085,249,-78
1085,249,-78
1083,-33,-382
1083,-33,-382
1083,-33,-382
1083,-33,-382
1083,-33,-382
1198,-188,-576
1198,-188,-576
1198,-188,-576
1198,-188,-576
1198,-188,-580
1323,-164,-580
1323,-164,-580
1323,-164,-580
1323,-164,-580
1384,-27,-400
1384,-27,-400
1384,-27,-400
1384,-27,-400
1384,-27,-400
1336,81,-172
1336,81,-172
1336,81,-172
1336,81,-172
1336,81,-172
1164,81,6
1164,81,6
1164,81,6
1164,81,6
1164,81,6
1015,-33,74
1015,-33,74
1015,-33,74
1015,-33,74
1015,-33,74
941,-222,16
941,-222,16
941,-222,16
941,-222,16
941,-222,16
866,-424,-116
866,-424,-116
866,-424,-116
866,-424,-116
866,-424,-116
857,-570,-251
857,-570,-251
857,-570,-251
857,-570,-251
857,-570,-251
940,-663,-317
940,-663,-317
940,-663,-317
940,-663,-317
1078,-582,-341
1078,-582,-341
1078,-582,-341
1078,-582,-341
1078,-582,-341
1153,-313,-341
1153,-313,-341
1153,-313,-341
1153,-313,-341
1153,-57,-253
1188,-60,-253
1188,-60,-253
1188,-60,-253
1188,-60,-253
1203,71,-124
1203,71,-124
1203,71,-124
1203,71,-124
1203,71,-124
1176,123,-25
1176,123,-25
1176,123,-25
1176,123,-25
1176,123,-25
1093,154,64
1093,154,64
1093,154,64
1093,154,64
1093,154,64
995,72,155
995,72,155
995,72,155
995,72,155
995,72,155
895,-152,202
895,-152,202
895,-152,202
895,-152,202
895,-152,202
795,-402,178
795,-402,178
795,-402,178
795,-402,178
795,-402,178
741,-598,125
741,-598,125
741,-598,125
741,-598,125
741,-598,125
751,-692,77
751,-692,77
751,-692,77
751,-692,77
751,-692,77
791,-638,22
791,-638,22
791,-638,22
791,-638,22
791,-638,22
825,-529,-34
825,-529,-34
825,-529,-34
825,-529,-34
825,-529,-34
872,-369,-26
872,-369,-26
872,-369,-26
872,-369,-26
872,-369,-26
890,-185,55
890,-185,55
890,-185,55
890,-185,55
890,-185,55
843,-47,137
843,-47,137
843,-47,137
843,-47,137
843,-47,137
770,49,163
770,49,163
770,49,163
770,49,163
770,49,163
770,51,147
