0,0,0,0,0,0
0.007412,-0.004849,0.007412,0.001368,0.002798,-0.00014
0.015025,-0.006353,0.015025,0.000129,0.008086,-0.00037
0.023119,-0.010482,0.023119,0.000459,0.011476,-0.000939
0.030501,-0.014208,0.030501,0.001318,0.012347,-0.000737
0.03983,-0.018838,0.03983,0.001702,0.016544,0.00186
0.049262,-0.024226,0.049262,0.001458,0.020205,0.004536
0.058421,-0.028578,0.058421,0.001198,0.023253,0.005738
0.087789,-0.007175,0.087789,-0.011283,0.027055,-0.001729
0.192099,-0.002417,0.192099,-0.021053,0.052966,0.001145
0,0,0,0,0,0
0.000282,0.011414,0.000282,-0.001221,-5.00E-05,-0.002153
0.000861,0.022626,0.000861,0.00061,-8.10E-05,-0.003816
0.001618,0.030929,0.001618,0.006571,0.001731,-0.005391
0.002635,0.044476,0.002635,0.008301,0.002482,-0.006966
0.00233,0.057948,0.00233,0.011314,0.002318,-0.008642
0.001487,0.069684,0.001487,0.014187,0.003227,-0.010439
0.001188,0.082777,0.001188,0.016371,0.00354,-0.011723
0.002731,0.135282,0.002731,0.020584,0.000778,-0.017205
0.002812,0.28894,0.002812,0.057772,-0.004858,-0.030519
0,0,0,0,0,0
0.001284,-0.001009,0.001284,-0.004148,-0.00326,0.003638
0.001207,-0.003545,0.001207,-0.005025,-0.005441,0.005933
0.003269,-0.008486,0.003269,-0.004205,-0.005918,0.007708
0.005087,-0.011189,0.005087,-0.006799,-0.007706,0.011804
0.00655,-0.011891,0.00655,-0.008821,-0.008934,0.013496
0.009324,-0.013476,0.009324,-0.011203,-0.012084,0.016132
0.011051,-0.018329,0.011051,-0.011984,-0.014587,0.018351
-0.009439,-0.002628,-0.009439,-0.018424,-0.021188,-0.015705
0.013428,-0.001171,0.013428,-0.040564,0.014465,0.006548
0,0,0,0,0,0
0.001953,-0.018913,0.001953,-0.282529,0.00424,0.01541
0.003285,-0.030708,0.003285,-0.521323,0.002097,0.024983
0.003477,-0.039496,0.003477,-0.751026,-0.005688,0.027419
0.003268,-0.045529,0.003268,-0.97932,-0.014498,0.028519
0.003512,-0.050606,0.003512,-1.210406,-0.020571,0.030998
0.003301,-0.05251,0.003301,-1.446803,-0.02541,0.036758
0.003326,-0.051283,0.003326,-1.686597,-0.031628,0.045217
0,0,0,0,0,0
0.002758,0.001275,0.002758,-0.230651,0.002255,0.013026
0.00258,0.00231,0.00258,-0.431072,0.000665,0.021956
0.003605,-0.00057,0.003605,-0.624067,-0.003569,0.027541
0.004166,-0.00206,0.004166,-0.813828,-0.009574,0.027529
0.003539,0.003129,0.003539,-1.010416,-0.016088,0.029435
0.003551,0.004127,0.003551,-1.203445,-0.021223,0.031614
0.002646,0.008336,0.002646,-1.40024,-0.026793,0.035387
0,0,0,0,0,0
-0.001,-0.002185,-0.001,-0.194018,0.003939,0.009233
-0.001219,0.001759,-0.001219,-0.363883,0.007477,0.017563
-0.000439,0.00644,-0.000439,-0.52531,0.00754,0.022118
-0.000624,0.00744,-0.000624,-0.679342,0.003297,0.025879
-0.003022,0.013511,-0.003022,-0.835686,-3.60E-05,0.027356
-0.004045,0.019302,-0.004045,-0.994545,-0.005267,0.028463
-0.00483,0.023402,-0.00483,-1.153532,-0.007553,0.029684
0,0,0,0,0,0
0.000638,-0.010006,0.000638,-0.156757,0.002236,0.007759
0.001021,-0.003915,0.001021,-0.288291,0.003583,0.014062
0.000368,0.003979,0.000368,-0.413129,0.004708,0.019159
0.001403,0.007373,0.001403,-0.53052,0.005309,0.023183
0.001289,0.012954,0.001289,-0.64666,0.003473,0.026445
0.001181,0.019572,0.001181,-0.765372,0.001463,0.031108
0.000754,0.027605,0.000754,-0.882559,-0.001768,0.03416
0,0,0,0,0,0
-0.000177,0.007856,-0.000177,-0.085661,-0.000186,0.002602
0.001298,0.013408,0.001298,-0.168004,0.00283,0.004507
0.002467,0.021629,0.002467,-0.249691,0.00512,0.005376
0.003139,0.029328,0.003139,-0.32557,0.006169,0.006767
0.004618,0.036398,0.004618,-0.400521,0.007752,0.008189
0.004512,0.043084,0.004512,-0.472851,0.008716,0.00826
0.005711,0.050868,0.005711,-0.543682,0.008203,0.008237
0,0,0,0,0,0
0.034325,0.011287,0.034325,0.008339,-0.320817,0.020332
0.061381,0.016587,0.061381,0.002407,-0.711335,0.042399
0.080758,0.020946,0.080758,-0.003238,-1.029293,0.060839
0.098894,0.020832,0.098894,-0.007642,-1.370145,0.080891
0.113977,0.018408,0.113977,-0.010759,-1.73022,0.101041
0.132823,0.022714,0.132823,-0.018825,-2.094773,0.121447
0.174374,0.028383,0.174374,-0.027266,-2.477506,0.132193
0,0,0,0,0,0
0.012185,0.004206,0.012185,-6.20E-05,-0.287249,0.017484
0.02666,0.00631,0.02666,-0.001857,-0.580729,0.034836
0.041391,0.007933,0.041391,-0.006473,-0.877214,0.051527
0.054599,0.010329,0.054599,-0.010823,-1.172868,0.068894
0.066298,0.013785,0.066298,-0.015848,-1.470818,0.086023
0.077882,0.017768,0.077882,-0.022604,-1.770963,0.102733
0.091312,0.016156,0.091312,-0.024577,-2.074994,0.11869
0,0,0,0,0,0
0.007383,-0.004939,0.007383,-0.00634,-0.225285,0.014018
0.017152,-0.004807,0.017152,-0.008366,-0.420622,0.023943
0.030545,-0.00276,0.030545,-0.011427,-0.680148,0.038483
0.041751,-0.000985,0.041751,-0.016436,-0.91714,0.051526
0.052217,9.4e-05,0.052217,-0.020337,-1.151259,0.065617
0.062396,0.004413,0.062396,-0.023885,-1.389321,0.079838
0.072503,0.006173,0.072503,-0.028682,-1.627192,0.092332
0,0,0,0,0,0
0.010869,0.009414,0.010869,0.014904,-0.159977,0.00699
0.018876,0.007337,0.018876,0.015125,-0.326877,0.015463
0.028704,0.005799,0.028704,0.014449,-0.492981,0.021579
0.03928,0.003752,0.03928,0.014293,-0.663361,0.027346
0.053097,0.003135,0.053097,0.010803,-0.830661,0.032411
0.06212,0.005439,0.06212,0.007639,-1.002023,0.038198
0.069521,0.005883,0.069521,0.007322,-1.176221,0.041832
0,0,0,0,0,0
0.007797,0.001582,0.007797,-0.001882,-0.103912,0.00498
0.017082,0.000274,0.017082,-0.00292,-0.207063,0.010002
0.02508,0.001206,0.02508,-0.004732,-0.31089,0.011918
0.03276,0.002364,0.03276,-0.006463,-0.416216,0.015874
0.041021,0.001846,0.041021,-0.007525,-0.522832,0.019184
0.048866,0.003142,0.048866,-0.009272,-0.630702,0.025014
0.059589,0.001829,0.059589,-0.009979,-0.737357,0.029753
0,0,0,0,0,0
0.026122,0.026122,0.026122,0,0,0.013061
0.024787,0.024787,0.024787,0,0,0.012393
0,0,0,0,0,0
0.020964,0.020964,0.020964,0,0,0.010482
0.020242,0.020242,0.020242,0,0,0.010121
0,0,0,0,0,0
0.019355,0.019355,0.019355,0,0,0.009678
0.023336,0.023336,0.023336,0,0,0.011668
0,0,0,0,0,0
-0.001404,-0.007107,-0.001404,-0.065953,-0.004581,0.020662
-0.00242,0.006537,-0.00242,-0.121618,-0.005437,0.033018
-0.002841,0.016901,-0.002841,-0.168403,-0.007866,0.046463
-0.002548,0.022143,-0.002548,-0.215473,-0.006542,0.059974
-0.002798,0.036365,-0.002798,-0.27014,-0.008773,0.072413
-0.003185,0.045762,-0.003185,-0.318921,-0.010747,0.084089
-0.003826,0.060048,-0.003826,-0.371602,-0.013807,0.094497
0,0,0,0,0,0
0.001073,-0.008896,0.001073,-0.064576,-0.001769,0.014573
0.001841,0.002125,0.001841,-0.112116,-0.00285,0.027083
0.002331,0.012725,0.002331,-0.158805,-0.003992,0.038675
1.5e-05,0.025958,1.5e-05,-0.204763,-0.007607,0.051184
-0.001979,0.038061,-0.001979,-0.24889,-0.011481,0.065846
-0.003459,0.049941,-0.003459,-0.295779,-0.014553,0.080379
-0.003519,0.059587,-0.003519,-0.34065,-0.016081,0.094895
0,0,0,0,0,0
-0.000648,0.011173,-0.000648,-0.048684,-0.002235,0.009492
-0.000435,0.017971,-0.000435,-0.096989,-0.00396,0.018025
0.001323,0.027744,0.001323,-0.147797,-0.003251,0.023735
0.001624,0.037211,0.001624,-0.195913,-0.004502,0.029486
0.001974,0.047873,0.001974,-0.244942,-0.004931,0.034348
5e-06,0.063655,5e-06,-0.294609,-0.009656,0.040517
-0.001442,0.073206,-0.001442,-0.338737,-0.012763,0.047744
0,0,0,0,0,0
0.034325,0.011287,0.034325,0.008339,-0.320817,0.020332
0.061381,0.016587,0.061381,0.002407,-0.711335,0.042399
0.080758,0.020946,0.080758,-0.003238,-1.029293,0.060839
0.098894,0.020832,0.098894,-0.007642,-1.370145,0.080891
0.113977,0.018408,0.113977,-0.010759,-1.73022,0.101041
0.132823,0.022714,0.132823,-0.018825,-2.094773,0.121447
0.174374,0.028383,0.174374,-0.027266,-2.477506,0.132193
0,0,0,0,0,0
0.012185,0.004206,0.012185,-6.20E-05,-0.287249,0.017484
0.02666,0.00631,0.02666,-0.001857,-0.580729,0.034836
0.041391,0.007933,0.041391,-0.006473,-0.877214,0.051527
0.054599,0.010329,0.054599,-0.010823,-1.172868,0.068894
0.066298,0.013785,0.066298,-0.015848,-1.470818,0.086023
0.077882,0.017768,0.077882,-0.022604,-1.770963,0.102733
0.091312,0.016156,0.091312,-0.024577,-2.074994,0.11869
0,0,0,0,0,0
0.007383,-0.004939,0.007383,-0.00634,-0.225285,0.014018
0.017152,-0.004807,0.017152,-0.008366,-0.420622,0.023943
0.030545,-0.00276,0.030545,-0.011427,-0.680148,0.038483
0.041751,-0.000985,0.041751,-0.016436,-0.91714,0.051526
